channel,category,n_videos,span_days,span_years,videos_per_week,videos_per_month,median_interval_days,mean_duration_min,total_content_hours,monthly_content_hours,weekly_production_hours_est,freq_first_half_per_week,freq_second_half_per_week,freq_change_pct,n_sponsored,sponsor_rate,n_child_brands,degree,family_partners,adult_partners,mean_exploit_v4,std_exploit_v4,total_views,log_total_views,log_n_child_brands,ci_pca,ci_equal,lii_pca,lii_equal
peterMcKinnon,adult,818,3433,9.399041752224504,1.6679289251383629,7.148266822021555,3.041261574074074,10.374908200734394,141.27166666666668,1.234532478881445,0.8652304741830054,2.157925407925408,1.1789044289044288,-45.3686200378072,31.0,0.038130381303813,11.0,1.0,0.0,1.0,0.035312638,0.072656386,648518668,8.811922482027962,2.4849066497880004,0.13841474813511342,0.21606716309693058,0.2023094065733461,0.2609626971058613
pewdiepie,adult,4617,5681,15.553730321697468,5.688963210702341,24.381270903010037,0.9294212962962962,16.255338964695692,1250.8483333333334,6.605430381975005,4.623801267382504,8.545422535211268,2.834507042253521,-66.83011248918373,892.0,0.194166303874619,564.0,3.0,0.0,3.0,0.10138449,0.07674301,29426565295,10.468739573670115,6.336825731146441,0.29223332945342945,0.38876009817535706,0.5506589796647865,0.5702325378025362
piersonwodzynski,family,656,2598,7.112936344969199,1.767513471901463,7.575057736720555,2.017326388888889,5.633282520325204,61.590555555555554,0.7112073389787016,0.4978451372850911,0.74364896073903,2.7913779830638954,275.36231884057975,20.0,0.074074074074074,49.0,3.0,2.0,1.0,0.06880883,0.0915517,2623855517,9.418939916870842,3.912023005428146,0.32363367945471233,0.34280875953752404,0.14648850929063317,0.2479081191336043
piperrockelle,family,816,3236,8.85968514715948,1.7651421508034608,7.564894932014832,2.0003587962962963,15.32433537832311,208.1555555555556,1.9297486608982284,1.352481515466341,1.6353522867737948,1.8949320148331277,15.873015873015875,3.0,0.0039011703511053,52.0,3.0,3.0,0.0,0.11603965,0.07893938,3600922243,9.556413743476082,3.970291913552122,0.3969928944317224,0.36054934983324893,0.267404089133639,0.38207140349058727
prestonplayz,adult,1179,2835,7.761806981519507,2.9111111111111114,12.476190476190476,2.009751157407408,0.0,0.0,0.0,0.0,3.324629498941426,2.499647141848977,-24.814264487369982,147.0,0.1246819338422391,1287.0,2.0,0.0,2.0,0.054081526,0.08974852,8223793566,9.915072200110307,7.160845906664299,0.3135697015711353,0.37154888591849883,0.12980097482763187,0.21733497332288274
rebeccazamolo,family,1171,4342,11.887748117727584,1.8878397052049745,8.090741593735606,3.0305092592592597,0.0,0.0,0.0,0.0,1.9410409949332104,1.834638415476739,-5.481727574750826,10.0,0.0085910652920962,860.0,7.0,6.0,1.0,0.12400141,0.08310593,10248513077,10.01066085960666,6.7580945044277305,0.7079325755513806,0.5527037129946739,0.07791342000294449,0.24435316258120704
roomieofficial,adult,869,5643,15.449691991786448,1.077972709551657,4.619883040935672,1.194716435185185,0.0,0.0,0.0,0.0,0.3076923076923077,1.8486352357320104,500.8064516129033,63.0,0.0727482678983833,53.0,2.0,1.0,1.0,0.090723135,0.07949172,1597347103,9.203399298441523,3.9889840465642745,0.2568068212534981,0.3025765229504878,0.04103703831186187,0.18998692217616703
ryansworld,family,3685,4058,11.110198494182066,6.35657959586003,27.24248398225727,1.0,0.0,0.0,0.0,0.0,6.065056678166584,6.648102513553474,9.613196814561997,24.0,0.0068046498440601,3970.0,24.0,7.0,17.0,0.008769434,0.07093088,63339132568,10.801672111396003,8.286773231131251,1.0,0.7740424529373592,0.2955230539060089,0.2888740064760362
simoneGiertz,adult,196,4227,11.572895277207392,0.3245800804352969,1.3910574875798438,12.041770833333333,0.0,0.0,0.0,0.0,0.3014671083767156,0.3478466635115949,15.384615384615374,56.0,0.3218390804597701,7.0,1.0,0.0,1.0,0.026304668,0.09393548,227173798,8.35635823883373,2.0794415416798357,0.06379861076106721,0.2582847991044165,0.008314249602782403,0.11080931145100578
smartereveryday,adult,395,7034,19.2580424366872,0.3930907023030992,1.6846744384418535,13.764010416666666,0.0,0.0,0.0,0.0,0.4717088427637191,0.3144725618424793,-33.33333333333334,33.0,0.0835443037974683,10.0,1.0,0.0,1.0,0.006472549,0.090485275,1270748522,9.104059613249722,2.3978952727983707,0.1322972928848632,0.2303857234770487,0.012504615287715987,0.09604937236809752
