channel_id,video_id,title,published_text,length_seconds,views,is_live,description_snippet,is_commercial,has_emotional_title,emotional_score,commercial_binary,child_protagonist,privacy_score,clickbait_score,content_type,title_length,word_count,caps_ratio,caps_word_count,exclamation_count,question_count,has_ellipsis,special_char_ratio,emoji_count,sentiment_compound,has_challenge,has_prank,has_surprise,num_faces,max_face_ratio,has_open_mouth,brightness,saturation,colorfulness,has_text_overlay
UCk8GzjMOrta8yxDcKfylJYw,0DljmVupXtQ,Cardboard Cars Challenge for Kids,3 months ago,1224,3380888.0,False,,False,False,,,,,,,33,5,0.1379310344827586,0,0,0,False,0.0,0,0.0772,True,False,False,2,0.1083506944444444,False,200.62277126736112,124.99673719618056,111.66263829405533,False
UCk8GzjMOrta8yxDcKfylJYw,mnVjFBNLWyk,Play Safe at Home and Other Fun Kids Stories,3 months ago,1248,1768312.0,False,,False,False,,,,,,,44,9,0.1944444444444444,0,0,0,False,0.0,0,0.8225,False,False,False,2,0.129150390625,True,210.92816080729168,107.11818250868056,101.24451992991123,False
UCk8GzjMOrta8yxDcKfylJYw,300OOrXH4xE,Wild Animal Adventure at Home - Kids Learn Animal Names,3 months ago,1431,2815116.0,False,,False,False,,,,,,,55,10,0.1777777777777777,0,0,0,False,0.0181818181818181,0,0.3182,False,False,False,1,0.00765625,False,228.00655815972223,72.25927734375,76.22677787794217,False
UCk8GzjMOrta8yxDcKfylJYw,KK6Z4h8psdo,Prince Oliver Saves the Princesses,3 months ago,1525,15173120.0,False,,False,False,,,,,,,34,5,0.1333333333333333,0,0,0,False,0.0,0,0.0,False,False,False,7,0.0625,True,197.53490234375,171.81210177951388,145.83103360077357,False
UCk8GzjMOrta8yxDcKfylJYw,rRG5UQOQKOs,Poor vs Rich Girl & Magic Fairy Tales for kids,3 months ago,1350,2810403.0,False,,False,False,,,,,,,46,10,0.1666666666666666,0,0,0,False,0.0217391304347826,0,0.128,False,False,False,1,0.0087890625,False,197.61206922743057,155.70703233506944,122.26248532670644,False
UCk8GzjMOrta8yxDcKfylJYw,cGR9SwWY6NI,Runaway Balloons + More Stories with Adam & Oliver,3 months ago,1832,34130251.0,False,,False,False,,,,,,,50,9,0.15,0,0,0,False,0.04,0,0.0,False,False,False,1,0.0237673611111111,True,217.9435872395833,108.35621961805556,111.1755683285018,False
UCk8GzjMOrta8yxDcKfylJYw,CtajBfsXQME,Giant Slime at Home - Fun Slime Lab with Oliver & Friends,3 months ago,1424,1231402.0,False,,False,False,,,,,,,57,12,0.1818181818181818,0,0,0,False,0.0350877192982456,0,0.7506,False,False,False,2,0.0257335069444444,True,219.97894422743056,112.11681423611113,122.8734585855654,False
UCk8GzjMOrta8yxDcKfylJYw,Ug-k6qSNMsk,No Sweets at School! Fun kids challenges & Rules for Kids,3 months ago,1588,6431356.0,False,,False,False,,,,,,,57,11,0.1333333333333333,0,1,0,False,0.0350877192982456,0,0.3103,True,False,False,1,0.0635460069444444,True,145.28918836805556,188.90768771701389,103.13268860971628,False
UCk8GzjMOrta8yxDcKfylJYw,BcAdidGyDtI,"10 vs 100 vs 1,000,000 House Decorating challenge",3 months ago,1265,34412034.0,False,,False,False,,,,,,,49,8,0.0714285714285714,0,0,0,False,0.0408163265306122,0,0.0772,True,False,False,4,0.0379437934027777,True,216.92046549479167,162.95109917534722,145.130579211395,False
UCvlE5gTbOvjiolFlEm-c_Ow,MaUUrb6kAaM,Vlad and Niki Making Giant Bubbles and Magnetic Slimes - Funny Experiments for kids,3 days ago,1097,1097516.0,False,,False,False,,,,,,,83,14,0.1304347826086956,0,0,0,False,0.0120481927710843,0,0.4404,False,False,False,4,0.0260687934027777,True,227.8527322048611,102.33976996527778,101.2139169856584,False
UCvlE5gTbOvjiolFlEm-c_Ow,LmPoZIat1qM,Kids Do SINK or FLOAT? - Cool Science Experiments for kids,6 days ago,1210,3090405.0,False,,False,False,,,,,,,58,11,0.3043478260869565,2,0,1,False,0.0344827586206896,0,0.3182,False,False,False,2,0.0257335069444444,True,218.6864138454861,170.73299370659723,155.9841309863436,False
UCvlE5gTbOvjiolFlEm-c_Ow,egVIZBUj8yE,Vlad and Niki Restoration Lightning McQueen toy car,10 days ago,1182,20700532.0,False,,False,False,,,,,,,51,8,0.1363636363636363,0,0,0,False,0.0,0,0.0,False,False,False,2,0.152587890625,True,171.9774294704861,112.27445963541666,91.12687474805256,False
UCvlE5gTbOvjiolFlEm-c_Ow,WG5M6Ex6KXY,Minecraft Became Real at Home - Fun challenges for kids,13 days ago,3708,1356896.0,False,,False,False,,,,,,,55,10,0.1111111111111111,0,0,0,False,0.0181818181818181,0,0.5574,True,False,False,3,0.0166840277777777,False,221.99385633680555,137.76923719618057,135.65152212253838,False
UCvlE5gTbOvjiolFlEm-c_Ow,L1DSVYZNZEA,Kids make rainbow somen noodles for Uncle: Teamwork Adventures,2 weeks ago,1231,3335818.0,False,,False,False,,,,,,,62,9,0.0754716981132075,0,0,0,False,0.0161290322580645,0,0.34,False,False,False,1,0.1859765625,True,222.55610894097225,140.42274088541666,128.26126017937452,False
UCvlE5gTbOvjiolFlEm-c_Ow,OmGpiZun_CI,Mike and Chris collect soccer cards for helping Uncle,2 weeks ago,1279,6618407.0,False,,False,False,,,,,,,53,9,0.0666666666666666,0,0,0,False,0.0,0,0.296,False,False,False,11,0.0416840277777777,True,201.63756401909723,128.68254774305555,101.44530840155116,True
UCvlE5gTbOvjiolFlEm-c_Ow,gYlYeytdTF0,Mike and Alice learn Teamwork with KPop Demon Hunters Dance Adventure,3 weeks ago,1187,2470893.0,False,,False,False,,,,,,,69,11,0.1525423728813559,0,0,0,False,0.0,0,0.3182,False,False,False,2,0.052041015625,True,170.73954752604166,127.710810546875,106.2236367738966,False
UCvlE5gTbOvjiolFlEm-c_Ow,4HGwX5b44Yc,Superheroes Teamwork Adventures for kids,3 weeks ago,2192,4750778.0,False,,False,False,,,,,,,40,5,0.0833333333333333,0,0,0,False,0.0,0,0.34,False,False,False,3,0.0473969184027777,True,218.367236328125,183.98338216145837,171.4930781717103,False
UCvlE5gTbOvjiolFlEm-c_Ow,dRsAyr3W5Fg,Sidewalk Cops with Mike and Alex - The Littering boy,1 month ago,1197,13793417.0,False,,False,False,,,,,,,52,10,0.1428571428571428,0,0,0,False,0.0192307692307692,0,0.0,False,False,False,2,0.0209646267361111,True,151.23367947048612,96.87635308159722,64.44681090502453,False
UCvlE5gTbOvjiolFlEm-c_Ow,upA6CaMVhQ8,Chris and Mike training in a Superhero school!,1 month ago,1123,17413873.0,False,,False,False,,,,,,,46,8,0.0789473684210526,0,1,0,False,0.0217391304347826,0,0.0,False,False,False,1,0.0534765625,True,185.92334743923607,107.882099609375,89.40493121207714,False
UCvlE5gTbOvjiolFlEm-c_Ow,CPUnGrGelMY,Mike and Sasha Safari Adventure with Uncle - Kids learn to be kind and help others,1 month ago,1302,3704902.0,False,,False,False,,,,,,,82,16,0.0909090909090909,0,0,0,False,0.0121951219512195,0,0.8126,False,False,False,3,0.0802777777777777,True,197.2476931423611,110.11256727430556,93.47369520931368,False
UCvlE5gTbOvjiolFlEm-c_Ow,FQRkcX4alRU,Fishing boat challenge and other outdoor activities for kids,1 month ago,4035,4402074.0,False,,False,False,,,,,,,60,9,0.0192307692307692,0,0,0,False,0.0,0,0.0772,True,False,False,3,0.025400390625,False,207.55250108506945,124.12829535590278,106.4975090408212,False
UCvlE5gTbOvjiolFlEm-c_Ow,FLREgTQLY0E,Kids learn to support each other and share playhouses,1 month ago,1173,6761007.0,False,,False,False,,,,,,,53,9,0.0222222222222222,0,0,0,False,0.0,0,0.5994,False,False,False,1,0.1269140625,True,201.4053146701389,184.2638031684028,153.01395440894564,False
UCvlE5gTbOvjiolFlEm-c_Ow,1TNxX6_DOAM,Uncle Teaches Kids How to Do School the Right Way,1 month ago,1109,1371677.0,False,,False,False,,,,,,,49,10,0.2,0,0,0,False,0.0,0,0.0,False,False,False,1,0.1083506944444444,False,194.75487847222223,143.7093435329861,118.53807886240077,False
UCvlE5gTbOvjiolFlEm-c_Ow,w90n68RIrk4,Michael shows that knowledge at school is the most important thing,1 month ago,1170,6264952.0,False,,False,False,,,,,,,66,11,0.0178571428571428,0,0,0,False,0.0,0,0.2716,False,False,False,1,0.0838585069444444,True,214.28814561631944,160.98242078993056,150.13745592503926,False
UCvlE5gTbOvjiolFlEm-c_Ow,YSA2f19ABPk,Chris and friends in Magic Escape Adventures for kids,1 month ago,1942,2034681.0,False,,False,False,,,,,,,53,9,0.0888888888888888,0,0,0,False,0.0,0,0.7351,False,False,False,2,0.0281260850694444,False,191.85396484375,139.8611480034722,106.6931207707764,False
UCvlE5gTbOvjiolFlEm-c_Ow,HYxeOBCYOkU,Mike becomes superhero and plays with giant surprise eggs,2 months ago,1250,42848693.0,False,,False,True,,,,,,,57,9,0.0204081632653061,0,0,0,False,0.0,0,0.4767,False,False,True,2,0.0862890625,True,217.71711371527775,150.10112955729167,146.47994713785835,False
UCvlE5gTbOvjiolFlEm-c_Ow,ie0c4NcDONE,Alex and Lea - funny stories with Toys for children,2 months ago,1151,6631110.0,False,,False,False,,,,,,,51,10,0.073170731707317,0,0,0,False,0.0196078431372549,0,0.4404,False,False,False,6,0.0515668402777777,True,228.72097439236111,162.52124240451388,161.4610524745164,False
UCvlE5gTbOvjiolFlEm-c_Ow,sBMmTcTjgSU,Sneaky Mission with the Neighbor and other Funny stories for kids!,2 months ago,4048,4052765.0,False,,False,False,,,,,,,66,11,0.0727272727272727,0,1,0,False,0.0151515151515151,0,0.3164,False,False,False,1,0.1042751736111111,False,203.0794661458333,72.93276150173611,75.85675046203475,False
