id,title,publishedAt,channelId,channelTitle,viewCount,likeCount,commentCount,channel_short_name,channel_category
n1pDmJQsElc,Our February Favorites - 2025,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
6FJogd0cX50,Making Outfits Using Clothes In My Sister's Closet,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
4Wlct0L0e3w,Twin Telephany Drive Thru Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
n5m5_RoCHNM,Trying Trader Joe's Valentine's Day Snacks,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
5swFlVFmFsA,How Similar Are We? Taking Personality Quizzes Together,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
FIdo9kNH7Zg,Trying Starbucks Valentines Drinks - Secret Menu Items,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
3Vc-wXs1Aa0,Sister's Make Each Other Valentine's Day Gift Baskets,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
hxkRDVzgkC8,Full Face of Dollar Store Makeup Challenge - My Makeup Routine,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
NoUyXUP7bQo,Spend My 21st Birthday With Me,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
uBkDJ5PdkdQ,Trying Dunkin's New Winter Menu Items,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
K_4cNAx-pNM,Twin Telepathy Outfit Shopping Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
t7M7PE2VzZs,Get Ready With Me & Chat With Me - GRWM,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
ImuUyrLsq_Y,Setting Goals for 2025 - INs and OUTs,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
vkJ7bmqLus0,New Year's Resolutions 2025,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
1p65LyjdpUM,Buy or Bye At Marshalls - New Years Shopping Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
sm--bOy3Ido,What We Got For Christmas 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Bc04B_7Lds0,Trying Viral TikTok Holiday Hairstyles - Fab or Fail?,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
4aUgD9uklWo,Buy or Bye at TjMaxx - Christmas Shopping Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
5VUV5yL-7RU,"Canada Travel Vlog - Seeing Snow, Ice Skating, Christmas Market",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
RlK613x5zTo,Trying Your Favorite Dunkin' Orders,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
2Bb-6VBqf7g,Black Friday Shopping Haul - 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
3OfIK8kw_IY,Show Me A Photo Of ....... Challenge - December 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
vrdcpP7PBhk,Christmas Wish List - Holiday Gift Ideas 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
KdEeGathT48,"Try On Clothing Shopping Haul - Favorite Basics from Amazon, Old Navy & TjMaxx",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
C8sdbtC6pao,"Going to Mystic Falls - Travel Vlog - The Vampire Diaries Town - Covington, Georgia",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
vSJNPnq7jWU,"Life Update Q&A - College Life, Starting A Small Business, Relationships, Friendships",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
KvY4TTJAG08,Sisters Make Burr Basket For Each Other - Holiday Season 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
VtBm64xwuHs,Trying The New Holiday Menu Items At Dunkin' - 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
6NFzaiXsKM4,Twin Telepathy Drive Thru Challenge 2,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
9gz8zMV0fMc,Trying Wicked Drinks At Starbuks,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
OSBQxQJfElE,Trying Jimmy Johns Pickle Sandwich - Picklewich,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
V_sDmK0ft00,Get Ready With Me For A Concert  - GRWM,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
SP-8aj0lawI,Spend The Day With Us - Shop & Chat With Us,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
7TKVX_ALJRI,Fall Mall Try On Haul - 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
zqwG0P_7XD0,Trying Dunkin's Halloween Menu Items - 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
d2RVlnPJm7Y,Making Fall Outfits From My Sister's Closet,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
4ag4uZ55bvg,Trying Starbucks Fall Menu Items 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
5lqZs0OrfTM,3 Color Pumpkin Painting Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
kWlQmqp_GQM,Would You Rather - Answering Your Questions - Fall 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
LaSrAHNTxKk,Trying Trader Joe's and Aldi Fall Snacks - 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
jUf6lC0Z0Sk,Twin Telepathy Drive Thru Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
jPXmjQPMNfk,Sisters Make Boo Baskets For Each Other - Halloween 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Vv4dxBy0NEs,TikTok Shop Haul - Fall 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
ehgxNxG8Vjs,Fall Try On Clothing Haul,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
qPqz9_rEZZk,Answering Assumptions About Us,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
lMTc2hkStPY,Fall Favorites 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
UIRALwVwxtE,Trying Dunkin's New Fall Menu Items,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
rkIWUJIvj7o,Buy or Bye - Back to School - College Shopping Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Vvv6ez20xCk,Every Day Makeup Routine -  Product Haul,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Fyn16PBq4qg,GRWM for Sorority Bid Day - Chat with me,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
9sV5wuaRlQQ,"A Typical Day In My Life (Productive Day, Grocery Shopping, GRWM)",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
gMe_BBk3nII,Spend Spirit Week of Recruitment With Me,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
a0tzMtaDY44,Life Update & Answering Your Questions,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
6UUkJTvFQ9E,A Day In My Life At Home,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
tzfT6H3b8AE,Try On Thrift Haul (Changing My Style),1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
il1AOP3vqz4,Shopping Haul from TikTok Shop,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
4Shrv1eBVyc,Behind the Scenes of Starting a Small Business,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
sZqC3Crgeys,Buy or Bye Shopping Challenge At Target,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
dliENzIp63c,Amazon Prime Shopping Haul,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
X7n9s7bu1T8,Spend A Week At Disney With Me,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
v5Xtq6JEkIw,Try On Shopping Haul For My Vacation - Summer 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
7UuMQieeZ6A,Huge SHEIN Summer Try On Haul - 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
qn7PhoxTpko,New House Room Tour,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
6T6yuPzA8ic,Trying The New S'mores Menu Items At Dunkin - Summer 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
EsSEJ6qutPM,Trying Wendy's New Menu Items - Spicy Nuggets & Berry Frosty,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
CdhPnI8Vbb8,Life Update GRWM Answering Your Questions,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
74wcbvqBIJg,Trying All of the Pickle Flavored Snacks We Could Find,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
0FnHZNKU0zM,Move Out Vlog,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
8V47S0UEU5U,Buy or Bye at marshalls - Shopping Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
1aBQkTF0fa8,"Travel With Me to St. Pete Beach Vlog - Sunsets, Tanning, & Painting",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
rkEwvd1VQoc,Closet Clean Out - You Decide - Keep or Donate?,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Jc7R_5RVMzE,Shopping Try On Haul - Summer 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
HseLTCuwVjM,How Well Does My Sister Know Me Challenge - Part 2,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Zz6615vqeWs,"Summer Morning Routine - Productive, Healthy Habits & Chat With Me",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
63kF81mBnEM,Mall Try On Haul for Summer 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
PmTW5GpzmQc,Buy or Bye at tjmaxx - Shopping Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
uE737u-kwzM,Trying the New Summer Menu Items at Dunkin,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
PPv1xvWTyEs,Gym Arm Day Workout Routine,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
gAHEekSK8HA,No Mirror Makeup Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
FgF9nJZ7_-k,Growing Up On YouTube - Answering Your Questions,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
OQohzalhu1o,Reacting to Our Old Instagram Photos,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
jaekYWnGmVA,My Sister Attempts To Do My Make Up,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
-myDp1w7puA,How Well Does My Sister Know Me? - Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
JKtdgtbhwUY,TikTok Shop - Shopping Try On Haul,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
lKwtpJPGhF4,Truth or Drink - Answering Your Questions,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
cXAL_GUBkhQ,Disney GRWM & VLOG,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
QWZtvH7Z3u4,Come With Me To Coachella! Vlog,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
8oEjKDMWmFw,Pack With Me To Go To Coachella!,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
hnYoxQZefR8,A Day In My Life - Post Grad - Chat With Me - Work Shopping Crafting,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
82vVgn-znHs,Spend the Day With Me - Realistic & Productive,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
hcBItglBExc,Mall Shopping Try On Haul - Spring 2024,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
hcOIApcjKFg,Pack With Me For A Trip - Spring Break 2024,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
ZiHuO8IWqRk,Trying Dunkin Spring Menu Items - Part 2 - 2024,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
OYMpkiyJPas,Huge SHEIN Try On Haul - Spring 2024,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
o6BHQezIdhE,Try On Thrift Haul - Spring Break 2024,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
sOUTjQxcnpc,Spring Break Essentials Haul - 2024,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
zARIyGeU1jY,Trying Taco Bell's New Menu Items - Spring 2024,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
P7VQvzSb4l8,Sisters Make Easter Baskets For Each Other,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
J4dX3TaBpKQ,Trying The New Dunkin Spring Menu Items,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
AzKV01_h4S8,Huge Closet Clean Out,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
9YXzXYqViKw,College Morning Routine 2024,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
nmyOTuMpenY,Sephora Makeup Shopping Haul - Buying Your Recommendations,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
s-z-uk67BTc,Gym Leg Day Workout Routine,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
F_gbqpQ2aXw,Goodwill Shopping Challenge & Haul,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
CftbQbD0qSc,Girl Talk - Answering Your Questions,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
0XqtEuv7tzA,Thrift Try On Clothing Haul - Shopping Haul,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
veyN99_nfm0,Sister Gets Me Ready For Valentine's Date,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
BmtNnMrexM8,Trying Valentine Candy so you don't need to,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
uJqjbaqWsJM,Sisters Buy Valentine Gifts For Each Other - Shopping Challenge,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
FAgGGB3mnjE,Our First Time Trying Wingstop & Your Suggestions,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
ONAZXahGTNQ,Trying The New Footlong Subway Sidekicks,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
esNJDgFXI2g,Trying The New Dunkin Winter Menu Items,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
ciArPS-shiA,Never Have I Ever,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
tsASUzHXI-w,Kacy's Birthday Chat With Me & GRWM - Sister Surprise,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
bMfYB537wuU,Make Slime With Us For The First Time In Years,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
yPbOVlr4CjA,Trying Viral TikTok Hairstyles for Winter,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
srJlG1SC8dM,Kacy Gets Her Wisdom Teeth Removed,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
4z7EY2aqXk0,Trying McDonalds New Kerwin Frost Box - Adult Happy Meal,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
txmXXEVGQcs,Answering Your Assumptions About Us,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
nCYtR1edOUk,What We Got For Christmas - 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
tubwkT2MjB4,Who Wore It Better for the Holidays 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
VkaI6rceT10,First Time Going To Tennessee - Travel Vlog,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
8qdiheMcCM4,Mystery Gingerbread Cookie Challenge,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
O0ZqfFZ5KiY,Travel With Us To Miami - Vlog,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Y4Crsk7S2ME,Chat with Me & GRWM for My College Graduation,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
i4vo16uOz7s,Gingerbread House Competition - Holiday Challenge,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
O28ctsrDZck,Can We Guess the Flavors? - Trying Holiday Snacks,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
lEh3Q12TJKY,Trying Dunkin Donuts New Holiday Menu Items,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Tqww_6AoTwU,Huge SHEIN Try On Haul,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
_zQjsIOUo14,Old Navy - Winter Clothes Try On Haul - Black Friday Shopping,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
HhzXqNYZvKI,Christmas Wish List - Holiday Gift Ideas 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
mvO1xH5B5OY,Holiday Color Shopping Challenge,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
wlfbYE0NU3w,Trying McDonald's New Menu Items,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
kGbbSz-vtow,Can We Guess the Real Candy? - Trying Freeze Dried Candy,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
p4G1VyW4OgU,Trying Starbucks New Holiday Menu Items,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
kera39Irczc,My Sister Chooses My Outfits for Fall,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Zgcjgk8HPL4,Amazon Prime Day Shopping Haul,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
zdpywzLxQ-4,Trying Krispy Kreme Scooby Doo Mystery Doughnuts,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
mkAh-6q0hZw,Last Minute Halloween Costume Ideas - You Decide,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
zB99-WwaXWo,Switch It Up Painting Challenge for Halloween & Fall,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
oG5j7P3sm_k,Mystery Fall Clothing Haul From A TikTok Shop - Save or Spend,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Xqq-mBqoZH4,Trying The New Dunkin Fall Menu Items,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
DXLb5sBRcrY,My Fall Favorites & Essentials - 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
gPIng0B2X20,Life Update - Answering Your Questions While We Eat Chipotle,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
MltutJX15nE,Huge Closet Clean Out - You Decide,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
uETNr1IUw6o,Trying Trader Joe's Fall Snacks,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
6r0cbxIFV5I,College Apartment Room Tour,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
nQRhHdWVV0c,Trying All Of The New Menu Items At Taco Bell,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
dEf6Zy1xRbs,Trying TikTok Hairstyles for Back to School,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
6-PhIQmQjx0,Trying The Entire Starbucks New Fall Menu - 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
unW2fFCqx5k,Try On Mall Shopping Haul - for Back to School,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
XEzAmLMNo9w,Trying the new Chick-fil-A Honey Pepper Pimento Chicken Sandwich & Caramel Crumble Milkshake,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
LKr7A2-ANas,Stuck In My Room for 24 Hours - with covid,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
bdfQrvlItGs,Sorority Recruitment - Let's Chat & GRWM,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
feKnPnABW_I,MY 21st BIRTHDAY VLOG,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
onJqj_FZ31U,Sorority Spirit Week - Let's Chat & GRWM,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
8bVxvsyvLiQ,Self Care Shopping Haul,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
qm7bYK_BmO4,First Time Trying Raising Cane's,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
tPNc89tjLlg,Show Me A Photo of .... Challenge - August 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
ikyfGZ4Kkdw,Bake With Us - Life Update - Q&A,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
DyR9wQmbSpA,Color Shopping Challenge - Back to School,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
TbeGaIC_oCQ,Jacy Gets Her Wisdom Teeth Removed,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
bHXAhIMFCeo,Trying Starbucks Summer Drinks - 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
2q4IbczGoto,A Week In Our Life - Georgia Vacation 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
DgrpV_bX7UI,Who Wore It Better? - Barbie Edition,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
qYaw2fIhp6I,Summer & Vacation Try On Shopping Haul,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
XLHinT36Oqc,Trying Viral TikTok Hairstyles & Hacks,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
LbrgfkAcfMk,GRWM Life Update - Q&A July 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
0DYdMjSwZ_M,Thrifting Try On Haul - Summer 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
8ITxH6ezz9g,Letting My SNAPCHAT AI Decide My Food for 24 HOURS!!,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Qbc9ECw2dWc,My Summer Favorites 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
boJ58cq6XSc,Trying The New Volcano Menu At Taco Bell,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
mB6_4FVrR3Y,Trying McDonald's New Grimace Birthday Meal & Shake,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
pSTQClt8c7k,Make Ice Cream With Me Using The Ninja Creami - Trying Weird Combinations,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
SaBf1qJWWNY,A Day In My Life - Summer 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
Bj97GX-GtvI,Mall Try On Clothing Haul for Summer,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
syv_KL6e28o,Who Wore It Better For Summer - 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
pJVYkilBo8Q,Summer Color Shopping Challenge - You Decide,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,,0,0,0,jacyandkacy,family
