id,title,publishedAt,channelId,viewCount,channel_short_name,channel_category
ZVCfDkzqTxA,I built my dream coffee cafe at home (part 2),2 days ago,UCHVSseA5eTTguk_o5InXu9w,5414,annierose,family
DctVlwZA0hY,"A typical day in my life | coffee shops, work, & cozy night in 💌",8 days ago,UCHVSseA5eTTguk_o5InXu9w,6339,annierose,family
Te_LIG1CddQ,Building an AT HOME COFFEE BAR (part 1) ☕️,9 days ago,UCHVSseA5eTTguk_o5InXu9w,8253,annierose,family
r8vIoBUZu-k,Resetting my entire tiny house in a week,1 month ago,UCHVSseA5eTTguk_o5InXu9w,7264,annierose,family
4xVm7cz245Y,My life feels weird right now,1 month ago,UCHVSseA5eTTguk_o5InXu9w,7801,annierose,family
AMfJ-P471DA,Romanticizing my 20s (because what else am I gonna do?),1 month ago,UCHVSseA5eTTguk_o5InXu9w,8494,annierose,family
2HKOZE6Uv64,I decided to change my entire house (tiny house makeover part 2),2 months ago,UCHVSseA5eTTguk_o5InXu9w,7895,annierose,family
4R8lUx_ZG7c,I decided to change my entire house (tiny house makeover),2 months ago,UCHVSseA5eTTguk_o5InXu9w,14540,annierose,family
B5B4hIdsJo0,Living in a tiny house in my 20s (what’s it’s really like),3 months ago,UCHVSseA5eTTguk_o5InXu9w,13579,annierose,family
p0N_gG2-ZJI,NEW YEAR RESET | Organizing & Re Decorating My Tiny House 🏡,3 months ago,UCHVSseA5eTTguk_o5InXu9w,7657,annierose,family
VeSY_mvDNP8,What I got for Christmas! + Christmas VLOG 🎄,4 months ago,UCHVSseA5eTTguk_o5InXu9w,8275,annierose,family
PEGkwHNs3yk,"Christmas shopping, cozy mornings, road trip with my boyfriend VLOG 🎄",4 months ago,UCHVSseA5eTTguk_o5InXu9w,8944,annierose,family
hqtfL8uSbtA,"Christmas decorating, Black Friday shopping, & date night VLOG ❄️",5 months ago,UCHVSseA5eTTguk_o5InXu9w,9734,annierose,family
uzxE_Y7FJ1A,my day as a 19 yr old girl getting her life together,5 months ago,UCHVSseA5eTTguk_o5InXu9w,7419,annierose,family
DHVo_NdaPTM,I turned a shed into a tiny movie room (in 2 weeks),5 months ago,UCHVSseA5eTTguk_o5InXu9w,5651,annierose,family
a26bcDi5mlI,we got back together,6 months ago,UCHVSseA5eTTguk_o5InXu9w,15512,annierose,family
U-783jC0ch8,I grew out of everything. So I redid my entire closet...,6 months ago,UCHVSseA5eTTguk_o5InXu9w,7758,annierose,family
C0XLVP3p22U,What errands look like for a 19 year old not in college,7 months ago,UCHVSseA5eTTguk_o5InXu9w,6047,annierose,family
XsrbgDtxiHA,My ex boyfriend moved in with me... & my family,7 months ago,UCHVSseA5eTTguk_o5InXu9w,13684,annierose,family
c52sf_h0TQs,A week in my life as a 19 year old,7 months ago,UCHVSseA5eTTguk_o5InXu9w,8092,annierose,family
4mObqBs2U7w,why my tiny house didn't feel right (shopping vlog),7 months ago,UCHVSseA5eTTguk_o5InXu9w,7633,annierose,family
bLw9B9L7jO8,"An honest q&a | My love life, recent happenings, & more",7 months ago,UCHVSseA5eTTguk_o5InXu9w,5920,annierose,family
aiU9JnLag5k,What life is like as a 19 year old NOT in college,8 months ago,UCHVSseA5eTTguk_o5InXu9w,8717,annierose,family
wga2ot0CBqI,the truth about what happened | Juicy Q&A,8 months ago,UCHVSseA5eTTguk_o5InXu9w,9969,annierose,family
aj-mUYU6zWk,my official tiny house fall tour!,8 months ago,UCHVSseA5eTTguk_o5InXu9w,7446,annierose,family
no6HKkjY3Ck,tiny house fall makeover! *VLOG*,8 months ago,UCHVSseA5eTTguk_o5InXu9w,8182,annierose,family
fpJomgI6OKA,Redoing my entire closet (after growing out of everything),9 months ago,UCHVSseA5eTTguk_o5InXu9w,10036,annierose,family
mdr4EAQjsSg,A morning with me in my tiny house,9 months ago,UCHVSseA5eTTguk_o5InXu9w,7025,annierose,family
xEc6zOEFQR8,shopping + organizing my car for a road trip!,9 months ago,UCHVSseA5eTTguk_o5InXu9w,7457,annierose,family
fVK-WQEyeMc,My tiny house cleaning routine!,9 months ago,UCHVSseA5eTTguk_o5InXu9w,5253,annierose,family
FwWgtxE40co,organizing my tiny house closet 🏡 (getting rid of everything),9 months ago,UCHVSseA5eTTguk_o5InXu9w,9801,annierose,family
gKYlcTeYhck,Redoing my entire closet (after growing out of everything),10 months ago,UCHVSseA5eTTguk_o5InXu9w,23777,annierose,family
O2b2TxNBWAE,Cozy night routine living in a tiny house :),10 months ago,UCHVSseA5eTTguk_o5InXu9w,8680,annierose,family
iQ7AGEXuO1U,a day in my life as a 19-year-old artist 📸 (behind the scenes),10 months ago,UCHVSseA5eTTguk_o5InXu9w,4072,annierose,family
pEl0k6jOwRs,I've waited 4 years to talk about this,10 months ago,UCHVSseA5eTTguk_o5InXu9w,33699,annierose,family
hYEF0oNGhDM,A day in the life living in a tiny house!,11 months ago,UCHVSseA5eTTguk_o5InXu9w,8198,annierose,family
xEfd98jGdBg,a real day in my life as a 19-year-old not in college,11 months ago,UCHVSseA5eTTguk_o5InXu9w,9595,annierose,family
1jjbtaw9Zs8,"juicy q&a | politics, growing up on the internet, ex-boyfriends",11 months ago,UCHVSseA5eTTguk_o5InXu9w,10116,annierose,family
lOz8ecvMv0I,my solo travel vlog to nashville (with no plan),11 months ago,UCHVSseA5eTTguk_o5InXu9w,6301,annierose,family
Dx7GPNOnDd4,a real day in my life | tiny house organizing,1 year ago,UCHVSseA5eTTguk_o5InXu9w,5989,annierose,family
rEAGu2-V5HY,Organizing my tiny house after a LONG week,1 year ago,UCHVSseA5eTTguk_o5InXu9w,7452,annierose,family
B3SygZ-X6KM,Come shopping with me for my music video 💄 | Haul + Makeup Try-On,1 year ago,UCHVSseA5eTTguk_o5InXu9w,5873,annierose,family
QBtON-DtSeM,a real day in my life at 19 (not in college & living at home),1 year ago,UCHVSseA5eTTguk_o5InXu9w,12460,annierose,family
7FlKUuJ4O_I,My official tiny house tour!,1 year ago,UCHVSseA5eTTguk_o5InXu9w,133348,annierose,family
FSgrQXZAuOE,My anxiety routine (vlog),1 year ago,UCHVSseA5eTTguk_o5InXu9w,5015,annierose,family
tjXFdaHoEP0,My tiny house cleaning routine!,1 year ago,UCHVSseA5eTTguk_o5InXu9w,10333,annierose,family
lhRkRYnSDQc,Spring glow up & shopping try on haul 🛍️🌷,1 year ago,UCHVSseA5eTTguk_o5InXu9w,8144,annierose,family
7BJkyGhB-VU,Why the 8 passengers documentary made me come back,1 year ago,UCHVSseA5eTTguk_o5InXu9w,14779,annierose,family
jie8oGEQics,why I left this channel,4 years ago,UCHVSseA5eTTguk_o5InXu9w,163341,annierose,family
NiroKixcPk8,reacting to our old collabs Ft. Annie Rose & Mia Dinoto,5 years ago,UCHVSseA5eTTguk_o5InXu9w,47228,annierose,family
jluO_g7Y970,school day routine *vlog*,5 years ago,UCHVSseA5eTTguk_o5InXu9w,66732,annierose,family
2KynNvRnzSs,Christmas Room Makeover & Tour 2020,5 years ago,UCHVSseA5eTTguk_o5InXu9w,73661,annierose,family
-wLj6EhAAGU,Goodbye : Behind the scenes of my music video,5 years ago,UCHVSseA5eTTguk_o5InXu9w,37796,annierose,family
h8kgxtNHAO8,first week of homeschool *PRODUCTIVE*,5 years ago,UCHVSseA5eTTguk_o5InXu9w,101516,annierose,family
jqRmyscqBqE,Shopping for the latest iPhone,5 years ago,UCHVSseA5eTTguk_o5InXu9w,151321,annierose,family
1ZZ_92ynjTw,"Shopping, packing, and makeup VLOG!!",5 years ago,UCHVSseA5eTTguk_o5InXu9w,73510,annierose,family
gQhRH2eFABo,6 Perfect School Lunch Ideas,5 years ago,UCHVSseA5eTTguk_o5InXu9w,173179,annierose,family
f2hpmmuTCaI,Annie Rose 2020 ROOM TOUR Ft. Real Littles,5 years ago,UCHVSseA5eTTguk_o5InXu9w,126167,annierose,family
rnmkHm1cwko,Back to School Shopping and Haul | Target and Walmart 2020,5 years ago,UCHVSseA5eTTguk_o5InXu9w,180376,annierose,family
FTU6S8IMGHA,Swimsuit Shopping and Packing for VACATION,5 years ago,UCHVSseA5eTTguk_o5InXu9w,163495,annierose,family
LYhPDpi1qDY,Dyeing my hair blonde *first time at salon*,5 years ago,UCHVSseA5eTTguk_o5InXu9w,113375,annierose,family
n2jml85_Pfo,Night Routine at home *chill* Summer 2020,5 years ago,UCHVSseA5eTTguk_o5InXu9w,124675,annierose,family
ii8FQK9iykE,"who knows me better? Boyfriend, BFF or sister?",5 years ago,UCHVSseA5eTTguk_o5InXu9w,137369,annierose,family
cJT-G0n47jU,Realistic summer beach trip morning routine,5 years ago,UCHVSseA5eTTguk_o5InXu9w,130111,annierose,family
cFQlzPkQnuo,"first week of summer VLOG - Bff road trip, beach, sleepover",5 years ago,UCHVSseA5eTTguk_o5InXu9w,111876,annierose,family
FlIhvBxqBhY,"What I went through a few months ago, I can finally talk about",5 years ago,UCHVSseA5eTTguk_o5InXu9w,157012,annierose,family
6NEnHWEPTns,Summer Clothes Shopping and Haul | First Time Trying Altar'd State,5 years ago,UCHVSseA5eTTguk_o5InXu9w,113830,annierose,family
exQQbb6RB9E,re decorating my room! *productive at home routine* vlog,6 years ago,UCHVSseA5eTTguk_o5InXu9w,125320,annierose,family
10HhYy-gPRM,I ruined my hair!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,90127,annierose,family
pPG7Wl-4lwU,School Day Routine and online school tips!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,166976,annierose,family
z-aQnclV-14,iPhone photoshoot HACKS to do at home!! do they work?,6 years ago,UCHVSseA5eTTguk_o5InXu9w,81493,annierose,family
K83XvpEYrms,Shopping Brandy Melville Style Online at home | TRY ON HAUL,6 years ago,UCHVSseA5eTTguk_o5InXu9w,118493,annierose,family
ILb9Dnii3ec,at home online school morning routine,6 years ago,UCHVSseA5eTTguk_o5InXu9w,314304,annierose,family
vPwiaSTULIs,BFF Sleepover as School is CANCELED,6 years ago,UCHVSseA5eTTguk_o5InXu9w,151147,annierose,family
V7RHBt7q644,Natural Makeup Routine VS glam girl,6 years ago,UCHVSseA5eTTguk_o5InXu9w,67800,annierose,family
aYRA54qQtK0,10 minute TARGET school shopping challenge!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,88713,annierose,family
AFn7HqyFGz0,6AM school morning routine,6 years ago,UCHVSseA5eTTguk_o5InXu9w,495489,annierose,family
Afk9pzdO9oQ,starting a new school in the middle of the year *stress*,6 years ago,UCHVSseA5eTTguk_o5InXu9w,246343,annierose,family
5pnz6lvCnpQ,"HUGE TRY ON Birthday HAUL! Hollister, fashion nova, topshop",6 years ago,UCHVSseA5eTTguk_o5InXu9w,138869,annierose,family
LssXxLrkUAo,"10 essential products teens NEED in their life!! Starbucks, skin, music, snacks +",6 years ago,UCHVSseA5eTTguk_o5InXu9w,95196,annierose,family
WI0Icp5pR0k,My SURPRISE Birthday Trip Ft. Hope Marie | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,216953,annierose,family
AgE3lejxk90,2020 PACKING ROUTINE!! *but the BIRTHDAY destination is unknown*,6 years ago,UCHVSseA5eTTguk_o5InXu9w,219205,annierose,family
EPzuvRl_c_w,I Tried Shopping & Wearing Urban Outfitters for a week | Annie Rose,6 years ago,UCHVSseA5eTTguk_o5InXu9w,108223,annierose,family
V6NCrKQjjGE,"Sleepover vlog, Mall shopping, Hot Tub time and HSMSMTS review | ANNIE ROSE ft. Hope Marie",6 years ago,UCHVSseA5eTTguk_o5InXu9w,108008,annierose,family
-vPFaMMwHsw,I want to move to Florida | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,60599,annierose,family
aXDEXY_n2is,All Day Routine | WINTER Edition | ANNIE ROSE filmed by Hope Marie,6 years ago,UCHVSseA5eTTguk_o5InXu9w,120893,annierose,family
nU3LhYzd2fk,Winter Room Makeover | Shopping to Tour | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,129914,annierose,family
k3M1ZxmNnNQ,Road Trip Birthday SURPRISE! ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,64473,annierose,family
B8_z20V_xrY,What I got for Christmas 2019 | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,246828,annierose,family
ic2vRfoc_YM,Flying and Photoshoot in LA! Spending $$$ on a fan | Annie Rose,6 years ago,UCHVSseA5eTTguk_o5InXu9w,53899,annierose,family
ZWwqOGysYqg,the real reason why i didn't do vlogmas | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,60500,annierose,family
mYHIGgSSUOQ,CHRISTMAS EVENING ROUTINE | Annie Rose,6 years ago,UCHVSseA5eTTguk_o5InXu9w,117546,annierose,family
dq1JHuIX9Fk,CHRISTMAS SHOPPING twice in one day! | Annie & Lily,6 years ago,UCHVSseA5eTTguk_o5InXu9w,71020,annierose,family
lxHVXFWyOPI,14th birthday ROAD TRIP with bffs | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,106405,annierose,family
JHr4fN5-_JU,CHRISTMAS GIFT SHOPPING for teens| Teen gift ideas | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,115317,annierose,family
y1yxMYmnZIY,MORNING ROUTINE for Christmas Break  | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,120424,annierose,family
IxvJ1z0S4cU,MY CHRISTMAS ROOM TOUR 2019 | Fresh Look | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,99480,annierose,family
MfZZGSGYMrE,CHRISTMAS ROOM SHOPPING | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,107398,annierose,family
gfi8MC-9dIg,REAL black friday shopping & haul 2019! ANNIE ROSE ft. Hope Marie,6 years ago,UCHVSseA5eTTguk_o5InXu9w,153271,annierose,family
nL_8jEZgYHo,NO BUDGET Christmas shopping for myself? Name Brand Shopping and Haul | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,115373,annierose,family
73bZFwZsyP8,"I tried modeling in LA w/Briana Roy, Always Alyssa, Nicole Laeno | ANNIE ROSE ft. Petite 'n Pretty",6 years ago,UCHVSseA5eTTguk_o5InXu9w,58925,annierose,family
ryZHeOriTk4,Traveling Routine! What I do in LA | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,121074,annierose,family
xQDexO7BqHI,Christmas Shopping Trip & Makeover in LA Contest with Annie Rose & Petite 'n Pretty,6 years ago,UCHVSseA5eTTguk_o5InXu9w,51798,annierose,family
ZSOvjDkHsWI,Spending the Day with a Fan | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,45339,annierose,family
nx0HfOlQKuQ,OFFICIAL LYRIC MUSIC VIDEO 'HUG' | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,133281,annierose,family
DrtikV-MGkY,EXTREME ROOM TRANSFORMATION | Decorating a Fan's Room | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,195661,annierose,family
qrUR9WUiFm4,NO BUDGET Shopping Challenge | ANNIE ROSE ft. Lily Kate & Petite N Pretty GRWM,6 years ago,UCHVSseA5eTTguk_o5InXu9w,155061,annierose,family
KIUAeNDiW90,"ANNOUNCING.... ""even better than the last one"" | ANNIE ROSE",6 years ago,UCHVSseA5eTTguk_o5InXu9w,39363,annierose,family
056CpT4k2yU,REAL LIFE ROUTINE | Sister Life | Annie Rose Ft. Lily Kate,6 years ago,UCHVSseA5eTTguk_o5InXu9w,164305,annierose,family
ZBshMTxokPw,Pranking My TWIN'S Boyfriend | ANNIE ROSE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,82358,annierose,family
R61VyYLpENA,GRWM for FALL & Answering Fan Questions with Kayla Davis (TEA SPILLED) Ft Cheeki Puffs,6 years ago,UCHVSseA5eTTguk_o5InXu9w,51227,annierose,family
y42Pv9sxFEU,FIRST TIME shopping at URBAN OUTFITTERS | Sneak Peak of my NEW SONG!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,80628,annierose,family
vQVG8yCpWhM,Messy Fall Weekend Afternoon in my Hometown,6 years ago,UCHVSseA5eTTguk_o5InXu9w,41194,annierose,family
3E9iSKpmCnA,TRANSFORMING MY CLOSET into a HOME music studio | Annie Rose,6 years ago,UCHVSseA5eTTguk_o5InXu9w,80183,annierose,family
dvu2PkRViJI,Annie Rose - I think you're lying (OFFICIAL Karaoke Version) with lyrics AND BONUS SING ALONG,6 years ago,UCHVSseA5eTTguk_o5InXu9w,39284,annierose,family
4cTsvHtk744,Get Ready With Me for Homecoming 2019 VLOG,6 years ago,UCHVSseA5eTTguk_o5InXu9w,148430,annierose,family
FwGcXwC61mY,"Fall Weekend routine! packing, voice lessons, FINALLY FALL WEATHER",6 years ago,UCHVSseA5eTTguk_o5InXu9w,91444,annierose,family
HzlJGkAUNho,"Fall room shopping, transformation + ROOM TOUR",6 years ago,UCHVSseA5eTTguk_o5InXu9w,237901,annierose,family
1RaWLcFAc50,AFTER SCHOOL ROUTINE,6 years ago,UCHVSseA5eTTguk_o5InXu9w,89861,annierose,family
KFIrlGN-168,*IMPORTANT* what’s wrong with our generation? It gets real ep:12,6 years ago,UCHVSseA5eTTguk_o5InXu9w,53338,annierose,family
hW9PeK77ebA,I THINK YOU'RE LYING | Official Music Video | Annie Rose,6 years ago,UCHVSseA5eTTguk_o5InXu9w,394447,annierose,family
133GAa1fUqw,Reacting to my music video!! With my Best Friends,6 years ago,UCHVSseA5eTTguk_o5InXu9w,76047,annierose,family
O8Ikb4NJI74,How to become a singer songwriter (sneak peak of my first song),6 years ago,UCHVSseA5eTTguk_o5InXu9w,83287,annierose,family
H393sWBLF40,FALL shopping & haul,6 years ago,UCHVSseA5eTTguk_o5InXu9w,141843,annierose,family
xjUO882mWT0,GRWM for JoJo's DREAM Tour,6 years ago,UCHVSseA5eTTguk_o5InXu9w,69558,annierose,family
flhwyRj0FgM,Turning Pool House into Teen Room in 24 hours with Mia Dinoto *Extreme Transformation*,6 years ago,UCHVSseA5eTTguk_o5InXu9w,131819,annierose,family
TWalXH4dORM,Traveling to LA | Music video filming BEHIND THE SCENES,6 years ago,UCHVSseA5eTTguk_o5InXu9w,80797,annierose,family
LlRXa8IcGIY,Glam up Shopping Spree - shopping for outfit for music video,6 years ago,UCHVSseA5eTTguk_o5InXu9w,102103,annierose,family
lImapqRgI8I,13 year old becomes a singer/songwriter,6 years ago,UCHVSseA5eTTguk_o5InXu9w,82097,annierose,family
XKF8boAECRU,I let strangers pick what i buy at Target *stressful*,6 years ago,UCHVSseA5eTTguk_o5InXu9w,240449,annierose,family
sME0gy4gFGc,Trying Pumpkin Spice Starbucks drinks & SLEEPOVER with my best friends!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,167509,annierose,family
ip2rVdz1FdA,"Going undercover as a ""fanpage"" for myself??!!!",6 years ago,UCHVSseA5eTTguk_o5InXu9w,110850,annierose,family
P62fSD88O0A,First day of school morning routine!!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,347024,annierose,family
JN-Wvrk5uLQ,road trip! productive week vlog,6 years ago,UCHVSseA5eTTguk_o5InXu9w,191988,annierose,family
U28uUrfMFo0,I tried shopping at Tillys for the first time; should you?,6 years ago,UCHVSseA5eTTguk_o5InXu9w,140692,annierose,family
HKVhPkhUJtc,how to become a vsco girl,6 years ago,UCHVSseA5eTTguk_o5InXu9w,247943,annierose,family
k6P126E7ccM,Moving my brother into his new college home!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,64087,annierose,family
tTxAa8n9Pl0,Get ready & unready with me | Natural makeup routine,6 years ago,UCHVSseA5eTTguk_o5InXu9w,108441,annierose,family
hOx6VOEHA3k,Apple watch shopping without my mom & unboxing for going back to school,6 years ago,UCHVSseA5eTTguk_o5InXu9w,319168,annierose,family
lIsIVi_EwSA,why we broke up,6 years ago,UCHVSseA5eTTguk_o5InXu9w,288071,annierose,family
2HqpDf3kiSY,"GRWM for back to school! Nails, shopping, It's Get Real - how to make friends?",6 years ago,UCHVSseA5eTTguk_o5InXu9w,141633,annierose,family
bqrfG2Jaq_o,back to school SHOPPING & HAUL! dress code outfit ideas,6 years ago,UCHVSseA5eTTguk_o5InXu9w,106838,annierose,family
f-Yisy1_GHI,back to school room TOUR + Yoobi HAUL + GIVEAWAY!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,188031,annierose,family
8YFjGwBgidM,My Six Flags Tiktok!!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,77781,annierose,family
07kmFCCFNds,Back to School Room Makeover Part 2 - gone wrong! Reality behind social media make overs,6 years ago,UCHVSseA5eTTguk_o5InXu9w,134610,annierose,family
jJceLWyuggM,Back to School Prep - what I eat on a school day! what's in my lunch box,6 years ago,UCHVSseA5eTTguk_o5InXu9w,203279,annierose,family
Iv9X-4B95GU,Back to School Apartment Makeover Part 1,6 years ago,UCHVSseA5eTTguk_o5InXu9w,165287,annierose,family
uaEr1IxJizI,Back to school shopping + what's in my backpack,6 years ago,UCHVSseA5eTTguk_o5InXu9w,237694,annierose,family
arBx9VbR0PQ,GRWM - Glam up Tips,6 years ago,UCHVSseA5eTTguk_o5InXu9w,108153,annierose,family
t2RHj759ovg,13 year old flying WITHOUT PARENTS *first time*,6 years ago,UCHVSseA5eTTguk_o5InXu9w,837734,annierose,family
sIt3lD8wmXY,What girls do at Vidcon!!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,106804,annierose,family
_nCp8zzIEY4,third wheeling my sister's boyfriend at disneyland,6 years ago,UCHVSseA5eTTguk_o5InXu9w,110286,annierose,family
Zv59d6KhlyA,Packing & traveling to LA for modeling & GIVEAWAY!!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,108855,annierose,family
f69sSMBZHDo,reuniting with my best friend,6 years ago,UCHVSseA5eTTguk_o5InXu9w,107736,annierose,family
IbBS6WrZFkI,Luxury beach house tour vlog style!!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,123801,annierose,family
OqRxjLBsQ38,I tried shopping at stores I've never been to: Pacsun,6 years ago,UCHVSseA5eTTguk_o5InXu9w,131489,annierose,family
_BBs9X5Ex6U,actual summer weekend morning routine,6 years ago,UCHVSseA5eTTguk_o5InXu9w,266904,annierose,family
H4gszWG-FLQ,teen's productive weekday morning routine,6 years ago,UCHVSseA5eTTguk_o5InXu9w,255099,annierose,family
pFrZnZ-4C_k,Shopping for the 100th time lol,6 years ago,UCHVSseA5eTTguk_o5InXu9w,169046,annierose,family
Qpb27pUzl8o,Testing EVERY FRENCH FRY from fast food restaurants * drive thru challenge *,6 years ago,UCHVSseA5eTTguk_o5InXu9w,103963,annierose,family
1mIs3Y7wTUM,i fell in!! Mexico VLOG part 2,6 years ago,UCHVSseA5eTTguk_o5InXu9w,105844,annierose,family
jbJIxtqKXDY,Come with me to adventure in Paradise!!! SUMMER VLOG part 1 Ft Life with Mak,6 years ago,UCHVSseA5eTTguk_o5InXu9w,205161,annierose,family
7YYJR3H3nBY,SUMMER unboxing MUST HAVES!! Fabfitfun unboxing,6 years ago,UCHVSseA5eTTguk_o5InXu9w,104906,annierose,family
cN9MDmGDaLM,Vacation shopping + packing! I'm going where???,6 years ago,UCHVSseA5eTTguk_o5InXu9w,159941,annierose,family
Gr-vjsceECs,FINAL Summer ROOM TOUR! Updated 2019,6 years ago,UCHVSseA5eTTguk_o5InXu9w,207688,annierose,family
jcBDdBevpj0,HUGE online shopping room decor haul! Room series EP 4,6 years ago,UCHVSseA5eTTguk_o5InXu9w,106513,annierose,family
SocLvGntBoc,Moving | summer room transformation VLOG! EP 3,6 years ago,UCHVSseA5eTTguk_o5InXu9w,226180,annierose,family
w1B-TKO1wNw,IKEA and Target room decor shopping! Summer room EP 2,6 years ago,UCHVSseA5eTTguk_o5InXu9w,187828,annierose,family
k1-iYANldN4,Painting my wall! Summer room EP. 1,6 years ago,UCHVSseA5eTTguk_o5InXu9w,155618,annierose,family
F4FJPaI6Y0g,WATERPARK AND SLEEPOVER!! Go pro unboxing,6 years ago,UCHVSseA5eTTguk_o5InXu9w,188572,annierose,family
6A6M9YCVFSE,how teens entertain themselves in the mall without much $ and not being too obnoxious VLOG,6 years ago,UCHVSseA5eTTguk_o5InXu9w,109357,annierose,family
yUMWDSH6zOE,10 hacks to make your life organized this summer!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,108988,annierose,family
pCLfqUzcwxM,how girls get ready *im a beauty guru*,6 years ago,UCHVSseA5eTTguk_o5InXu9w,101104,annierose,family
oU2-kC0yJ08,SUMMER VLOG!! Sleepover with bffs and lunch dates,6 years ago,UCHVSseA5eTTguk_o5InXu9w,128223,annierose,family
3FPmT1FUARI,"Ariana Grande sweetener tour GRWM! Hair, nails, outfit",6 years ago,UCHVSseA5eTTguk_o5InXu9w,103824,annierose,family
XkDDbRfHTQE,How to deal with CYBER BULLIES vs real life bullies it gets real EP: 11,6 years ago,UCHVSseA5eTTguk_o5InXu9w,50232,annierose,family
06R71aebraI,I tried modeling and public speaking for the second time!! pt 2 VLOG!!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,134795,annierose,family
_XiS4u7t6E8,"Travel, hotel, hair and makeup! Great Wolf Lodge VLOG PT 1",6 years ago,UCHVSseA5eTTguk_o5InXu9w,123813,annierose,family
-ckXYWzNWG4,FIRST Summer Vacation with bffs in Palm Springs VLOG!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,257022,annierose,family
Q4KNa7ior4Y,what traveling with teenage sisters is really like,6 years ago,UCHVSseA5eTTguk_o5InXu9w,176138,annierose,family
J2KNQaI-85w,LAST DAY OF SCHOOL VLOG!! Hello Summer (almost),6 years ago,UCHVSseA5eTTguk_o5InXu9w,208417,annierose,family
ciXzArEV7Hk,"nails, packing, and coffee oh my! SUMMER VACATION PREP 2!!",6 years ago,UCHVSseA5eTTguk_o5InXu9w,156548,annierose,family
TEgeZAgpP-o,iPhone case and popsocket collection HAUL!,6 years ago,UCHVSseA5eTTguk_o5InXu9w,101827,annierose,family
Wz8vp60Fszk,Morning and Afternoon Routine Parody!! GRWM for Summer w/ annie rose merch,6 years ago,UCHVSseA5eTTguk_o5InXu9w,157838,annierose,family
O80pfBZwi7Q,"MY MERCH SURPRISE! How to style! Shopping VLOG, try on haul, ideas",6 years ago,UCHVSseA5eTTguk_o5InXu9w,99676,annierose,family
GXiY0BTrruE,Shopping at stores I never shop at: WALMART Shocking Results! Ep 4,7 years ago,UCHVSseA5eTTguk_o5InXu9w,185791,annierose,family
JprnviUoFmA,Get ready for summer 2019 Part 1 - Filling the whole pool with FLOATIES!,7 years ago,UCHVSseA5eTTguk_o5InXu9w,138700,annierose,family
PBVZJRXsNxE,How I met my boyfriend storytime! It gets real ep10,7 years ago,UCHVSseA5eTTguk_o5InXu9w,360343,annierose,family
-K3_2-vOwQk,"My First TEDx talk recorded in front of a LIVE audience!! GRWM, Hotel tour, Road trip vlog",7 years ago,UCHVSseA5eTTguk_o5InXu9w,120307,annierose,family
THLi9ceLbek,my secret is finally out - 13 year old AUTHOR!!,7 years ago,UCHVSseA5eTTguk_o5InXu9w,162359,annierose,family
CvS_Jqj9hZQ,Period life hacks + routine!! Vlog,7 years ago,UCHVSseA5eTTguk_o5InXu9w,382999,annierose,family
VP9iA9uwxCk,FAKE FRIENDS! How to spot them! It gets real ep. 9,7 years ago,UCHVSseA5eTTguk_o5InXu9w,76552,annierose,family
yxdpa3T1Jtg,Shopping at stores I never shop at: H&M Ep.3,7 years ago,UCHVSseA5eTTguk_o5InXu9w,148337,annierose,family
MOzx7beXNQ8,"sister day out!! Nails, coffee and LASHES!! VLOG",7 years ago,UCHVSseA5eTTguk_o5InXu9w,202070,annierose,family
