dimension,n_channels,mean_within_boost,median_within_boost,t_stat,p_value
performative,59,61.72449349247063,42.015720267391465,4.9976889108418545,2.8328130530670376e-06
emotional_bait,49,79.52579779415663,13.315699072483689,2.976252108236355,0.0022800732834006667
narrative_conflict,50,48.62048344349347,31.950320638129494,3.729771461315491,0.0002489412282021178
challenge_format,46,62.47286513963973,14.789695202073094,2.96596691097265,0.0024076891267006987
commercial_content,19,6.199945609294793,3.734360996594366,0.5939892060953489,0.27995558031453216
privacy_violation,21,70.6497194602812,-7.419778799509224,1.7536631111233016,0.0474007703606393
