video_id,num_faces,num_smiles,smile_ratio,saturation,brightness,color_std,red_ratio,yellow_ratio,edge_density,face_area_ratio
pa_pCFq3hk4,6,2,0.333,121.5,199.8,79.2,0.1153,0.0869,0.084,0.2968
iRr64f_BBVg,1,0,0.0,92.4,84.8,77.8,0.0674,0.0043,0.0479,0.1556
lySrFFZYJGY,3,2,0.667,141.8,186.4,87.6,0.003,0.0745,0.0504,0.2409
LWk1kzDqTkQ,2,0,0.0,126.3,198.7,100.2,0.0241,0.2381,0.0379,0.0502
3UkDEBd_MxA,2,0,0.0,51.6,154.2,95.3,0.0487,0.1086,0.0367,0.0368
GAFuli2kHCk,1,0,0.0,127.8,118.1,60.0,0.0835,0.1387,0.0499,0.1039
4HD7h9aRF98,3,0,0.0,151.6,213.5,86.9,0.0185,0.0478,0.0976,0.0173
eDujbfC73Uw,4,0,0.0,54.7,154.0,81.0,0.0233,0.0622,0.0335,0.3473
HExFR4l8RUM,3,2,0.667,84.5,190.9,72.5,0.0376,0.078,0.069,0.1427
v_YyRtE2mu0,0,0,0,139.8,187.2,82.3,0.0689,0.0067,0.0732,0
P2KwAZNGwGY,2,1,0.5,153.1,182.8,79.7,0.1461,0.0607,0.1602,0.116
UiCCh3LYuwI,1,0,0.0,115.6,186.5,90.1,0.0228,0.0254,0.062,0.0257
zPLn3mYfZRs,4,1,0.25,134.6,184.8,80.6,0.061,0.0744,0.0739,0.132
kuCFQmJdHNs,3,2,0.667,56.8,146.9,71.1,0.1825,0.0037,0.0754,0.2374
JkpR2SdfcF4,8,0,0.0,115.9,203.0,87.6,0.1191,0.03,0.0741,0.0955
5PrJb-j27ek,1,0,0.0,116.9,210.9,69.9,0.0361,0.2973,0.0571,0.155
rkg-RBqiRw8,1,1,1.0,175.3,193.3,106.0,0.0935,0.1738,0.0629,0.0722
79a8sRjEp7M,3,0,0.0,137.9,203.2,102.5,0.1004,0.1849,0.0852,0.0598
i6B1qmRgQQo,4,1,0.25,123.4,184.2,79.7,0.1274,0.0455,0.0588,0.234
wOVuXogwz10,8,7,0.875,109.4,187.4,79.9,0.0909,0.1828,0.08,0.4636
pg7uRkPDaUs,2,0,0.0,99.2,172.3,82.8,0.032,0.0283,0.1052,0.0649
ppAIBR_BxO4,2,1,0.5,136.1,198.3,82.5,0.1004,0.1281,0.0957,0.1787
56ayjtAL8ss,2,1,0.5,80.3,188.6,84.5,0.0714,0.024,0.0569,0.1034
hSvR8Gt0Xxo,2,1,0.5,118.0,198.6,84.3,0.128,0.0914,0.0995,0.2509
scmWlWtFp7A,2,0,0.0,183.9,188.7,95.9,0.2161,0.3723,0.0966,0.0225
BXp29Yct1jo,6,0,0.0,117.6,165.4,79.1,0.0471,0.1579,0.103,0.2394
9MnojsRkWTg,3,0,0.0,93.8,195.4,82.4,0.0315,0.0555,0.0601,0.0681
PLcnvlbzc-I,2,0,0.0,114.1,190.5,73.1,0.1238,0.1487,0.0559,0.1042
70kZ4Bf1u0g,3,1,0.333,104.0,143.6,83.6,0.0921,0.0031,0.0787,0.0234
VbfanRktD6U,3,1,0.333,129.7,203.0,84.0,0.2195,0.0697,0.1094,0.1428
F9c1Ci5iNxQ,3,1,0.333,69.0,182.3,86.6,0.0385,0.1072,0.0856,0.1012
z-jxnxDOgZo,1,0,0.0,101.4,175.7,81.7,0.2755,0.0578,0.0431,0.0525
5sTcCK2IkJ4,2,0,0.0,65.0,207.3,60.3,0.0674,0.0215,0.0536,0.138
s1Etw0X_h24,5,0,0.0,65.6,200.7,51.6,0.0383,0.0317,0.0594,0.0786
26XB6SeK_SE,8,0,0.0,111.2,173.6,81.7,0.0296,0.0902,0.1021,0.0982
ZMegQp7Gq8g,3,1,0.333,77.8,165.0,70.3,0.0525,0.0902,0.081,0.0216
COw-d6n7KGE,2,0,0.0,44.3,154.3,79.5,0.0096,0.0662,0.1288,0.0317
Lq4UK822eys,1,0,0.0,138.5,158.8,81.3,0.0892,0.1179,0.1166,0.0417
CPZalHvsjZM,0,0,0,136.1,189.5,82.3,0.0567,0.3381,0.1506,0
TdBXl1mJNSs,4,2,0.5,113.1,120.7,76.9,0.0726,0.1631,0.1069,0.1529
ym8zFIA0iw4,2,0,0.0,100.5,165.2,69.3,0.0661,0.1691,0.0519,0.0945
ONt-DPbPwAk,1,0,0.0,126.5,178.8,73.6,0.0161,0.0013,0.027,0.0228
Ruew8LIB1Nk,2,0,0.0,79.1,190.8,66.1,0.0887,0.0629,0.1171,0.0397
XgBgwOVVx0I,0,0,0,71.1,194.3,68.4,0.0936,0.0065,0.0835,0
1BkUFr8X_ek,4,0,0.0,97.5,169.8,84.6,0.0229,0.1432,0.0529,0.0353
EqWyMZKADHI,5,1,0.2,109.8,190.2,77.3,0.2483,0.0223,0.0654,0.1502
7gDnNuAnuNw,3,0,0.0,78.5,164.6,86.5,0.1587,0.08,0.0912,0.0614
Y17DeTYT8F0,1,0,0.0,73.9,142.1,63.8,0.0161,0.0221,0.0648,0.0525
oM2pkJN6bJ4,1,0,0.0,58.7,207.8,71.6,0.0195,0.0562,0.0442,0.0511
2AAKmTL-N74,3,0,0.0,78.3,208.0,84.5,0.0351,0.0776,0.0734,0.026
jORDSj7CxwE,11,2,0.182,123.2,180.4,86.9,0.1556,0.1008,0.0722,0.1827
rI4QRw7z220,1,0,0.0,94.4,179.5,69.6,0.0542,0.0349,0.092,0.0018
6b3qP8lg9pI,3,0,0.0,102.0,149.9,79.8,0.1577,0.0246,0.049,0.1758
GyqKaF4Yyn0,5,0,0.0,84.7,219.4,68.4,0.0833,0.0698,0.0949,0.0327
GdEdHRKw-7E,11,2,0.182,116.1,102.2,65.9,0.0076,0.2841,0.1423,0.2039
DHg3dFCCuTE,3,0,0.0,134.4,207.3,77.2,0.0312,0.1106,0.1058,0.0539
b0JoSf-vU8c,1,0,0.0,79.6,154.4,81.0,0.0228,0.0922,0.0931,0.0028
lwB3XQtTtV0,2,1,0.5,86.8,79.6,58.3,0.0739,0.0242,0.0756,0.1431
y9FLKhfh8JA,2,1,0.5,106.0,178.5,79.0,0.1223,0.0377,0.1243,0.1497
R9DOO8wuFZ8,6,0,0.0,116.8,161.9,82.3,0.1508,0.2088,0.0938,0.0388
jCo36gVhuX8,3,1,0.333,82.1,138.1,76.6,0.0783,0.0468,0.0934,0.1162
M4eXWujIons,3,2,0.667,130.7,201.2,83.1,0.1607,0.1235,0.1115,0.2955
DxHw4UdDJDY,4,1,0.25,112.3,150.3,76.4,0.1679,0.046,0.1202,0.0656
ZbK8ZAA33mI,2,1,0.5,85.6,124.3,71.0,0.2272,0.0259,0.0731,0.1114
cDGZ7v4IcFw,5,1,0.2,82.6,166.3,72.7,0.0416,0.0813,0.0478,0.144
S5zonZiMGEg,2,0,0.0,88.9,205.2,71.1,0.2341,0.0608,0.0425,0.0137
tWH27J358U4,1,0,0.0,56.1,176.4,76.7,0.0767,0.0148,0.0635,0.121
NDQRiZVASv8,3,1,0.333,74.7,144.3,66.8,0.175,0.0056,0.0799,0.168
EvrZoRRiP30,1,1,1.0,63.6,184.1,65.6,0.1615,0.0022,0.1068,0.0925
Yomw6MG2prk,2,1,0.5,101.7,128.9,69.8,0.2099,0.0461,0.1084,0.1558
4bMAzJQNMm4,1,0,0.0,134.6,180.7,82.2,0.1223,0.1206,0.1159,0.0388
6Y744UvxO_4,2,1,0.5,99.6,145.5,78.3,0.1091,0.1538,0.0861,0.0188
5hdA0RrL-qw,1,1,1.0,126.3,149.6,62.4,0.0592,0.2995,0.0776,0.0344
MXVRTa4rJ9M,1,0,0.0,145.3,178.6,82.4,0.2984,0.0735,0.0563,0.1254
CdtkJZljmWA,3,0,0.0,144.2,209.2,89.5,0.1457,0.1886,0.0943,0.0103
xdKQTdENk7s,3,0,0.0,165.4,229.3,93.9,0.0268,0.0689,0.0345,0.1213
s4M_xA-VwhI,8,0,0.0,149.6,208.8,93.9,0.1748,0.3299,0.0845,0.0461
fb72iXnliTY,2,0,0.0,75.3,147.3,96.3,0.1044,0.0313,0.0962,0.0994
VrycJg-kItw,1,0,0.0,90.9,201.0,74.3,0.0949,0.0639,0.0264,0.0151
I1fPoGWxyok,1,0,0.0,166.1,56.4,38.3,0.3655,0.0618,0.0079,0.0329
ySXOmx1lIsI,2,1,0.5,115.3,68.3,55.1,0.4993,0.0277,0.0194,0.0565
1eKSU9UcnTo,1,1,1.0,163.7,93.2,65.2,0.4998,0.02,0.0214,0.0325
-M82ukAIp28,0,0,0,122.6,212.2,85.0,0.16,0.1362,0.0448,0
tJEMVjPpQik,2,0,0.0,146.6,205.3,93.1,0.1245,0.2078,0.0408,0.118
U2NDxNBYARY,1,1,1.0,113.9,199.6,79.5,0.291,0.0175,0.2099,0.062
yC6hcPat6BI,1,0,0.0,94.9,185.1,64.5,0.0036,0.0577,0.0192,0.0122
hb9XDlpt0l0,0,0,0,159.2,68.4,57.5,0.4233,0.0801,0.0051,0
OF_4T2QIRFQ,1,0,0.0,152.0,99.8,66.7,0.0577,0.0384,0.0265,0.0267
kMjHSooxdyE,6,3,0.5,162.7,214.5,85.2,0.1139,0.1684,0.0639,0.1378
wprVvIOtYec,6,0,0.0,121.2,188.4,88.3,0.148,0.0597,0.0464,0.1678
BYcCgb4JFv8,2,0,0.0,152.4,73.8,56.2,0.0851,0.4029,0.0427,0.0084
3bHF8f0DiDI,1,0,0.0,98.6,215.5,83.1,0.1032,0.0098,0.0443,0.0579
TkAyIiXAI9I,4,1,0.25,173.4,209.1,86.5,0.1583,0.2701,0.0506,0.0969
VkwHLOlHxgY,9,0,0.0,117.0,167.0,79.7,0.1205,0.2319,0.0787,0.0631
UpsLFF47_KE,2,0,0.0,80.6,232.1,70.5,0.1393,0.0831,0.0406,0.0302
7GMo2dFP_wg,1,0,0.0,119.4,211.8,83.9,0.0437,0.3272,0.0559,0.0768
Y979ciRSuaI,1,1,1.0,141.5,96.1,63.3,0.1987,0.3744,0.0188,0.0352
jP4SKI9I4w4,2,0,0.0,127.0,222.7,82.6,0.0772,0.0691,0.0798,0.0182
JBbmwQm3AeI,5,0,0.0,119.1,180.4,82.7,0.1478,0.0182,0.0769,0.0373
PK8KMpJSoXY,3,0,0.0,161.6,180.8,73.2,0.23,0.4043,0.2219,0.0127
69WF4mHn3GU,4,1,0.25,114.5,147.6,74.5,0.1933,0.0466,0.0674,0.0459
NM_NjOlu3qs,0,0,0,107.1,161.8,95.3,0.0384,0.0483,0.0672,0
Fskvvja5E3Y,3,0,0.0,97.6,173.3,76.8,0.0566,0.0244,0.0939,0.0931
zC9lzGYl9hM,1,0,0.0,150.6,93.4,76.8,0.0914,0.1227,0.0282,0.0164
MQUmbE-4-q8,1,1,1.0,118.9,84.7,58.2,0.5317,0.0019,0.0147,0.0506
zqwtNz1V-8o,1,0,0.0,147.6,188.8,81.2,0.0783,0.0627,0.0578,0.021
eLmGoqdRKDg,2,0,0.0,68.2,197.0,70.1,0.0997,0.0728,0.037,0.0175
1tkPBB2KhVc,3,0,0.0,123.2,196.0,76.4,0.1271,0.2177,0.1175,0.033
NH6Y4xBrKzc,1,0,0.0,96.3,180.9,83.0,0.1716,0.0313,0.057,0.0039
PMXPw5KowTs,1,0,0.0,116.2,99.3,61.2,0.0187,0.0097,0.0149,0.0175
bzRG598geus,2,0,0.0,96.9,166.8,74.7,0.1451,0.0468,0.0632,0.052
42_65qPfENQ,1,0,0.0,74.1,180.2,63.4,0.023,0.1142,0.0528,0.0646
uuzigraGdjc,2,1,0.5,124.0,151.1,71.6,0.0601,0.2263,0.0971,0.066
pA2USjDRVcY,1,0,0.0,146.3,75.3,57.1,0.3682,0.0065,0.0106,0.0295
CoQMww5TULo,2,0,0.0,90.9,82.3,63.3,0.2284,0.0239,0.0388,0.035
Yvc5lKk4XzM,3,1,0.333,118.0,197.9,71.4,0.0177,0.1608,0.0459,0.0506
97vBm9-rjzg,1,0,0.0,30.1,62.6,50.9,0.0111,0.0008,0.0239,0.0061
wi24QJ8cTw0,1,0,0.0,70.5,194.8,56.4,0.0388,0.0627,0.0339,0.0058
_BNzxHPhcgg,1,1,1.0,154.6,203.2,87.6,0.1761,0.1243,0.0699,0.0996
oSxOH80VCfk,1,0,0.0,66.7,76.3,57.6,0.1275,0.0105,0.0258,0.008
-eni4zyImxA,3,0,0.0,90.3,201.8,87.2,0.1678,0.0552,0.0644,0.0624
-CD5yoNbaw0,2,0,0.0,88.5,40.8,41.2,0.1517,0.0299,0.018,0.0083
5TvSVnRD4WU,1,0,0.0,120.7,171.4,71.7,0.0907,0.141,0.0642,0.0845
pHFlbo8-LCs,4,1,0.25,100.1,149.9,79.6,0.1228,0.0525,0.0944,0.2396
0YDXL8oNa7Y,2,1,0.5,71.1,161.7,60.6,0.1003,0.0034,0.0541,0.2156
SPw6z51Faa8,1,0,0.0,119.4,196.8,81.1,0.1192,0.114,0.0804,0.0317
ZC_ACauKTnE,2,0,0.0,47.6,78.4,67.6,0.0743,0.0105,0.0288,0.1095
KGwy64ITvz4,3,0,0.0,93.4,159.0,79.6,0.2082,0.0077,0.0501,0.0515
SBaNZrzVVx4,3,1,0.333,78.8,195.3,69.7,0.0584,0.1007,0.113,0.0644
sQ4xAKFqRMs,5,0,0.0,68.8,170.7,79.6,0.0129,0.0184,0.1477,0.0165
wIbT5SLhslE,0,0,0,142.7,103.0,62.3,0.2019,0.024,0.0254,0
gt5qNKP8Hs0,3,0,0.0,39.9,196.4,62.2,0.0352,0.0246,0.0972,0.0382
ri1VZm_yos4,2,1,0.5,142.8,184.4,84.9,0.0783,0.123,0.0514,0.1681
Ic29VpOeYGI,3,1,0.333,58.1,193.3,64.9,0.1924,0.0005,0.033,0.0664
GKVZAyDUSTE,2,1,0.5,154.2,176.6,81.5,0.1399,0.3464,0.0702,0.1547
QEA5Zwh97cU,2,0,0.0,83.7,214.5,72.3,0.0995,0.0657,0.062,0.0315
KS-gpdcMg0s,4,1,0.25,52.8,188.5,69.2,0.1026,0.0052,0.0494,0.2875
ameKFpVgKsA,3,0,0.0,47.3,187.0,65.6,0.0389,0.012,0.0247,0.1143
5hBhO40W6ew,3,1,0.333,117.1,159.6,80.0,0.2304,0.0603,0.1172,0.1064
aZuFCx-2dwI,0,0,0,154.8,168.7,73.8,0.262,0.1782,0.0354,0
Q2otpvStrG0,1,0,0.0,80.8,176.7,75.4,0.1106,0.0357,0.0549,0.0292
lou4ntfoVZI,2,0,0.0,127.2,182.6,70.2,0.1469,0.0856,0.0876,0.0088
YfjpL9AvKz4,0,0,0,99.9,152.4,65.7,0.0615,0.0065,0.0508,0
E9tN3afk_1k,5,1,0.2,125.5,160.2,87.9,0.2416,0.057,0.1099,0.1754
9NXIpst22KQ,3,2,0.667,102.8,202.9,78.5,0.0624,0.0365,0.0818,0.1902
ES2hk01vbpA,1,1,1.0,107.7,127.0,87.9,0.197,0.171,0.024,0.1036
ECP8v1PoujU,1,0,0.0,79.1,203.1,66.4,0.1019,0.0346,0.0352,0.0525
DwFCGv_ODsU,3,0,0.0,136.4,137.6,78.0,0.2285,0.0285,0.0439,0.0331
xSlEKHd9nOo,0,0,0,124.6,182.8,59.8,0.3813,0.0005,0.0109,0
eJjLMHxEe9g,4,0,0.0,79.5,174.4,72.2,0.0995,0.0019,0.0525,0.394
eomLieGyR8g,3,1,0.333,85.3,204.3,50.2,0.0332,0.0008,0.0216,0.0853
ImYUU1nDMzM,2,1,0.5,97.5,201.6,66.3,0.0243,0.2558,0.0549,0.0881
JNl9QqJ0z6c,2,0,0.0,84.1,146.0,87.9,0.1488,0.0171,0.0968,0.1832
0i4vLsZRhbU,3,0,0.0,113.8,156.3,86.7,0.1706,0.0973,0.2319,0.0133
QvunpoT6Sjo,1,1,1.0,105.9,158.4,80.6,0.0152,0.0472,0.0235,0.0774
-S3jCZJxXv8,2,1,0.5,112.2,180.9,79.2,0.0622,0.1698,0.0583,0.1401
3nqZ7IgDSfM,0,0,0,76.9,122.6,93.7,0.1527,0.0616,0.1057,0
XRndjahZ1uA,5,4,0.8,90.3,176.5,66.0,0.1267,0.0124,0.1054,0.2865
pocYfFcjK_A,1,0,0.0,145.9,207.9,84.2,0.0179,0.0023,0.048,0.1406
puFTqnbYG8A,3,1,0.333,138.5,176.0,80.1,0.2428,0.1312,0.0492,0.3717
QSl1_YtrI84,2,1,0.5,91.2,186.5,60.6,0.1674,0.0207,0.0247,0.1516
ma1DeyliJss,5,1,0.2,126.5,112.0,85.3,0.1611,0.1273,0.0579,0.0511
71TrD3K0DKE,1,0,0.0,94.9,183.5,68.2,0.1456,0.0506,0.0536,0.002
48rQgH4WITs,1,1,1.0,85.4,169.1,61.6,0.0996,0.0358,0.0604,0.171
T9aA2YAEtgo,4,0,0.0,94.2,160.0,75.9,0.1977,0.0563,0.0645,0.3344
sJYP5aGV2NE,6,0,0.0,77.8,202.4,72.4,0.1133,0.0286,0.0728,0.0309
qi2x85UJD30,4,1,0.25,86.2,188.6,72.1,0.0806,0.0142,0.0571,0.2125
TcF-0NnejsM,0,0,0,101.9,177.3,66.2,0.1365,0.0336,0.0441,0
nd0l46vaEf4,2,1,0.5,103.4,144.8,79.4,0.2365,0.0438,0.0479,0.1433
N5foHCsM5ro,3,0,0.0,91.3,166.2,64.3,0.08,0.0899,0.1067,0.2042
IFLAMRzbO_c,2,0,0.0,105.9,138.6,86.8,0.2281,0.0418,0.0697,0.0169
NAJ8CT5BUHs,2,0,0.0,83.3,206.4,68.1,0.1984,0.0212,0.0369,0.2606
ovw5s1o6x9M,2,1,0.5,101.8,149.5,73.5,0.1869,0.0211,0.1038,0.1159
Drh23BZlA1Y,3,1,0.333,102.5,178.7,78.4,0.0581,0.0908,0.0858,0.0454
M8lDHcN8SDQ,2,0,0.0,96.7,159.9,63.2,0.0578,0.0167,0.0253,0.1216
HWsj1S-PISs,6,0,0.0,116.7,189.1,77.4,0.1197,0.0128,0.062,0.0708
mjpEgXatm2c,4,1,0.25,89.3,151.3,72.1,0.055,0.1365,0.0735,0.1867
F4sQoMLAfac,0,0,0,103.4,171.9,62.3,0.2549,0.0436,0.1103,0
RugZQU2V3As,3,1,0.333,79.3,145.9,74.2,0.041,0.0139,0.176,0.3548
K5CiYMuYnFw,0,0,0,68.7,116.4,64.1,0.1681,0.0188,0.119,0
nSdQM1u3zYg,1,0,0.0,91.9,206.4,76.6,0.0497,0.0827,0.0586,0.0779
T9PR304QLys,1,0,0.0,112.9,177.1,76.4,0.0695,0.0092,0.0562,0.1988
S-K2F97P0KE,5,2,0.4,75.4,180.0,55.6,0.0643,0.0419,0.1048,0.1816
wpVWcFhuLYQ,1,0,0.0,63.6,154.4,71.9,0.0772,0.0272,0.1078,0.2016
sTYRNCAxjBA,1,0,0.0,48.8,158.4,55.7,0.0429,0.0046,0.0629,0.2178
f7VwCyd3q8s,4,0,0.0,71.6,180.7,48.4,0.0883,0.0279,0.0751,0.1149
N8JYGJB7LE4,0,0,0,64.2,141.7,100.1,0.0526,0.0501,0.0685,0
Cj6Nvuk_NEA,2,0,0.0,99.7,196.1,57.4,0.1428,0.2262,0.0847,0.3257
YS4zN9TyQKM,3,0,0.0,72.4,183.7,79.6,0.1291,0.0212,0.0502,0.2053
eH0ys8MB1w4,5,0,0.0,67.3,186.2,59.4,0.0783,0.0241,0.0911,0.0399
36Vp1UYrjJg,4,2,0.5,108.7,171.3,74.8,0.2083,0.0021,0.1142,0.241
nKzxf4BD3jk,3,0,0.0,110.1,119.9,72.1,0.2453,0.1027,0.1149,0.123
i-bZHtpqcRQ,3,0,0.0,50.9,186.8,72.9,0.0851,0.008,0.0603,0.1854
AI8R48AUGKA,0,0,0,63.5,192.0,59.6,0.0436,0.035,0.0714,0
9MT7s8TWCZA,1,0,0.0,156.5,169.1,77.6,0.0693,0.1647,0.1078,0.0069
dIaLUc9eY2s,2,0,0.0,77.0,129.8,64.5,0.0612,0.0513,0.1435,0.2844
MkwVUsj5Xpc,2,1,0.5,82.9,171.4,73.5,0.0474,0.0277,0.0731,0.0379
eWuHhoHZ61Y,3,0,0.0,73.6,149.6,68.8,0.0904,0.0162,0.086,0.1311
SzMk9QV83Us,8,0,0.0,92.4,177.5,83.1,0.0649,0.1027,0.0533,0.101
qPQPQGNH9UQ,1,0,0.0,72.2,193.1,54.4,0.0935,0.0029,0.0837,0.0134
ic_vEj8SLMM,7,0,0.0,103.6,171.2,64.4,0.1868,0.0097,0.1097,0.1648
yOOaw1xbDTo,6,0,0.0,84.5,140.7,67.0,0.1025,0.0185,0.122,0.0996
UpK8O02Dw2E,3,2,0.667,98.6,186.9,73.6,0.3378,0.0064,0.0482,0.3317
IuNnioywl6g,1,0,0.0,119.1,189.6,86.4,0.324,0.0052,0.0398,0.0059
bJWP1UdpuRc,4,0,0.0,89.4,173.9,79.0,0.1369,0.085,0.0743,0.0518
6eYgfrDqr3c,3,1,0.333,62.3,200.8,51.8,0.0336,0.0218,0.0537,0.1785
_XY6aXUCxFA,1,0,0.0,74.3,186.4,57.0,0.131,0.0669,0.0378,0.0042
VFgpeaJd7qo,2,0,0.0,59.3,188.1,54.0,0.1256,0.0035,0.0297,0.0438
scvEdebKwJc,8,1,0.125,162.3,185.8,81.5,0.3031,0.0171,0.0502,0.2078
zHGIxjPO27E,4,0,0.0,72.6,175.4,68.0,0.0279,0.0967,0.1193,0.0588
UJh7N5uyIrQ,4,0,0.0,112.7,164.2,81.3,0.1777,0.0534,0.0734,0.115
OmWBWDSm4QA,3,0,0.0,96.6,147.7,71.3,0.261,0.0117,0.0438,0.1303
wMa7Av_Jdto,7,0,0.0,110.1,169.2,63.6,0.0158,0.0292,0.1327,0.0366
xpsV_0r7Eug,2,0,0.0,52.7,126.1,84.9,0.0436,0.0376,0.1266,0.0159
BwHOwC975e8,4,0,0.0,103.7,125.1,69.0,0.049,0.013,0.1267,0.0418
BJLuAyisaX8,6,1,0.167,75.2,157.3,73.8,0.1575,0.0471,0.0764,0.093
f0j7OitybTU,2,0,0.0,179.8,128.5,76.0,0.4266,0.064,0.0731,0.0631
fu_JIM3XJLA,7,0,0.0,68.6,137.0,65.7,0.1068,0.0098,0.1039,0.1346
TslnE_k74fQ,1,0,0.0,72.0,164.2,40.8,0.1699,0.0003,0.0313,0.0857
DdInfOxJ3Jk,1,1,1.0,66.4,186.7,63.0,0.0168,0.0026,0.065,0.0314
LCvkuPGbOiQ,0,0,0,44.6,175.7,65.0,0.0458,0.0206,0.0734,0
oeGMBAiODpU,5,0,0.0,165.3,177.3,82.8,0.0176,0.011,0.0503,0.0256
xiCPpK75Ego,1,0,0.0,88.6,156.7,59.4,0.1129,0.0062,0.052,0.004
7RP-3PEGa7I,2,0,0.0,82.3,186.4,79.3,0.0688,0.0099,0.0555,0.161
9oA82VG_Dn8,4,0,0.0,92.6,158.8,69.2,0.1741,0.0186,0.0539,0.079
Kpd7n0Ig_wc,3,0,0.0,111.2,134.2,70.8,0.1252,0.1289,0.0944,0.0469
Zd0kpQCB8E8,4,0,0.0,67.7,165.1,69.7,0.0696,0.0358,0.0581,0.0374
A7Yo6YAIJBg,3,0,0.0,99.3,171.9,83.5,0.1352,0.0107,0.0582,0.0717
zr_FXKQ5MmE,5,1,0.2,106.5,191.6,76.4,0.0952,0.0358,0.099,0.1624
070ZJOml1UE,3,0,0.0,64.3,159.1,69.2,0.1008,0.0304,0.0854,0.0547
qM3GKBq3v9Q,3,0,0.0,86.0,163.6,75.2,0.2106,0.028,0.0797,0.0572
Qjk-5obyXzY,3,0,0.0,143.2,172.6,78.8,0.026,0.0273,0.0551,0.0341
0tu7maUeHc0,0,0,0,95.8,175.4,68.1,0.0166,0.054,0.0674,0
LpLmc6pqqxQ,1,0,0.0,110.6,181.3,74.1,0.1129,0.0236,0.0649,0.0285
1iHOP4OgOfo,3,0,0.0,80.4,125.0,94.2,0.1116,0.1227,0.144,0.0404
avLJL3k_Ls0,3,1,0.333,108.1,117.8,68.6,0.2523,0.0691,0.0136,0.1179
-TwYYKzq08g,4,0,0.0,131.2,140.5,87.2,0.2531,0.0475,0.069,0.044
ETURjazHh9E,1,0,0.0,72.5,164.9,71.3,0.1556,0.012,0.07,0.0028
cFPMLWZvTO0,7,1,0.143,101.0,180.2,77.1,0.1691,0.1074,0.0846,0.132
2FKBRLThMN8,4,1,0.25,45.1,194.3,64.2,0.061,0.0254,0.0475,0.0528
erX4d4ygvhw,4,0,0.0,80.4,156.1,66.4,0.111,0.0643,0.0933,0.0546
xepZnUXYdsg,4,0,0.0,96.6,184.6,70.1,0.0735,0.0902,0.0803,0.0903
Wpgez85b7Pg,6,0,0.0,103.9,156.3,82.2,0.2623,0.0585,0.0703,0.0747
55Jq-kRF3oM,4,0,0.0,104.0,140.9,82.9,0.1632,0.0417,0.0624,0.043
U_DKWS_dpU4,4,0,0.0,112.6,181.7,84.6,0.0741,0.1,0.0597,0.1217
90fT-cvwFhg,3,0,0.0,90.9,151.1,67.3,0.0532,0.0015,0.0587,0.0404
fHy7LgHQrS0,3,0,0.0,52.8,197.2,57.6,0.0125,0.0937,0.0412,0.0478
IOfjuTxQBA8,2,0,0.0,79.5,171.6,78.2,0.0688,0.0443,0.0621,0.1834
TKlD-GM4K9I,5,1,0.2,91.7,188.3,72.1,0.1452,0.0247,0.0701,0.1317
-n2Sh8kkz1k,1,0,0.0,53.7,179.9,75.3,0.0781,0.0139,0.0391,0.0207
yxKI3myyM6I,4,0,0.0,71.6,163.9,64.8,0.1746,0.0256,0.0512,0.1456
9ENQexBKSrc,2,0,0.0,48.1,194.4,65.4,0.0695,0.0056,0.0518,0.0251
6AF4iKyf1Tg,1,0,0.0,101.4,213.7,72.2,0.141,0.038,0.0325,0.0359
k2GMC74XWgk,3,1,0.333,75.8,182.2,76.2,0.1056,0.0527,0.0925,0.0775
qezmztWq6Gs,3,0,0.0,98.0,148.4,78.3,0.0917,0.1029,0.0529,0.0338
zTnYfM1i6mY,2,0,0.0,82.3,182.3,80.8,0.0908,0.0508,0.0591,0.0625
ii74XHPM9kw,3,0,0.0,84.2,177.6,82.4,0.0563,0.1726,0.088,0.045
aiGIrrArK90,2,0,0.0,121.6,162.4,76.3,0.0611,0.0477,0.0575,0.0192
gqbyTedswTU,2,1,0.5,104.1,173.8,66.8,0.1554,0.0217,0.0709,0.0611
OI9UHCTmnz0,1,0,0.0,122.1,158.1,87.4,0.2251,0.005,0.041,0.0425
YL-FG-fadYo,4,0,0.0,98.3,167.3,81.4,0.1719,0.029,0.1341,0.0542
OUp8Efi_C8Y,2,1,0.5,101.3,182.8,73.4,0.0394,0.0622,0.0336,0.1714
s4TLFXe6CH0,3,0,0.0,95.2,184.2,71.3,0.0174,0.1657,0.0683,0.0936
6M8zvrWiRnI,2,0,0.0,95.3,146.0,79.7,0.0432,0.1383,0.0649,0.1414
Cw3vvJ0hKQ4,4,0,0.0,138.1,179.7,87.6,0.05,0.2474,0.1081,0.0244
LIFsxbod1r4,6,0,0.0,77.0,162.5,77.9,0.0679,0.0678,0.0558,0.0844
iGMbNnQ2Hm0,5,0,0.0,95.5,155.3,75.7,0.2516,0.0122,0.0549,0.0398
95R-rD3eugE,8,0,0.0,76.9,181.4,71.6,0.0326,0.0787,0.0722,0.0844
7fZ9Yy60IhU,1,0,0.0,139.2,105.4,84.9,0.1299,0.0855,0.0826,0.0303
gcdWjfFhz5M,4,0,0.0,72.2,181.0,71.1,0.0923,0.0584,0.0918,0.0922
TSNtJnhIIcA,4,0,0.0,87.4,155.7,77.2,0.1332,0.0554,0.0782,0.1078
yEAQyt9w0gE,6,1,0.167,101.1,183.2,80.0,0.1561,0.0934,0.1104,0.1488
NyAuKa0pW78,1,0,0.0,81.6,205.7,74.9,0.1417,0.1044,0.0719,0.0189
