id,channel_short_name,viewCount,is_challenge,is_unboxing,is_prank,is_storytime,is_vlog,is_tutorial,is_reaction,is_qa,is_review,is_mukbang,is_game,is_roleplay,is_music,is_toy,is_shorts,has_clickbait_emotion,has_urgency,has_mystery,has_conflict,has_medical,has_brand,has_money,has_giveaway,has_milestone,has_travel,title_length,word_count,caps_ratio,exclamation_count,question_mark,has_emoji,has_ellipsis,has_number,has_all_caps_word
-QkAr8ONcHo,dailybumps,135010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0.45714285714285713,1,0,0,0,1,1
ms1jOoGZQfU,dailybumps,57450.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,10,0.5,1,0,0,0,1,1
kXSvyX17mhw,dailybumps,376884.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,10,0.48333333333333334,0,0,0,0,1,1
yQtEJ3hqnv4,dailybumps,179813.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,11,0.3888888888888889,1,0,0,0,1,1
SP8OIsAiBJ4,dailybumps,47595.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,0.43103448275862066,1,1,0,0,1,1
ISY5IBUpzWs,dailybumps,34205.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0.38,0,0,0,0,1,1
Q2r_idPFBm0,dailybumps,40017.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,11,0.3684210526315789,1,0,0,0,1,1
iJ9C8YFB5Zg,dailybumps,42249.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,0.41509433962264153,0,0,0,0,1,1
KynmwWKKlWo,dailybumps,157405.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,11,0.4,1,0,0,0,1,1
NfRNldA6MMg,dailybumps,26083.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,0.32608695652173914,1,0,0,0,1,1
cE3alW2EWJw,dailybumps,36396.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0.4230769230769231,0,0,0,0,1,1
wAqLNaoJ40g,dailybumps,49693.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,0.36363636363636365,1,0,0,0,1,1
oZuzmKMN7rQ,dailybumps,22579.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0.5862068965517241,0,0,0,0,1,1
JCJ82Z4EMK0,dailybumps,40465.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,10,0.45098039215686275,0,0,0,0,1,1
EzKCtQQjJfo,dailybumps,64856.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16,0.28205128205128205,1,0,0,0,0,1
_aTHqlamBQk,dailybumps,44540.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,13,0.484375,3,0,0,0,1,1
kh2Y9D4lAvI,dailybumps,187899.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3,0.8,1,0,0,0,0,1
CwfSXGTmrpk,dailybumps,58902.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,0.4791666666666667,0,0,0,0,1,1
WEjz3l6XV8g,dailybumps,64005.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,11,0.45454545454545453,1,1,0,0,1,1
2h-6sMccpNA,dailybumps,100769.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10,0.5185185185185185,0,0,0,0,1,1
9oD0BSkkOKI,dailybumps,236067.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,13,0.5675675675675675,0,0,0,0,1,1
TwQU41OC0wU,dailybumps,212813.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0.9117647058823529,0,0,0,0,0,1
k3sHEW7t614,dailybumps,232158.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,0.4583333333333333,0,0,0,0,1,1
iqtRu-m5rNQ,dailybumps,128770.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,0.38636363636363635,1,1,0,0,1,1
oVGK9bzq9-w,dailybumps,146984.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0.5192307692307693,0,0,0,0,1,1
YFktA-boQUo,dailybumps,260093.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,9,0.5614035087719298,0,0,0,0,1,1
yIDbmDr8UKg,dailybumps,123002.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0.3684210526315789,1,0,0,0,1,1
rJsTQx9Fhvo,dailybumps,155652.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46,9,0.4782608695652174,0,0,0,0,1,1
0S0yZhQ6SNY,dailybumps,562110.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11,0.44,1,0,0,0,1,1
0-iGPMUIHxQ,dailybumps,112818.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,0.48936170212765956,0,0,0,0,1,1
GJEQ2VGqrwU,dailybumps,1838673.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,9,0.52,0,0,0,0,1,1
3GT2PnxC2wA,dailybumps,78615.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,0.4318181818181818,1,0,0,0,1,1
oXCDNCXNxUY,dailybumps,36762.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,11,0.3888888888888889,0,0,0,0,1,1
tMM-yx9JrdU,dailybumps,41824.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,8,0.5,0,0,0,0,1,1
xoS_LTlDRrs,dailybumps,95081.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,9,0.4666666666666667,0,0,0,0,1,1
fdvYmTW7Ej4,dailybumps,50643.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,0.48936170212765956,0,0,0,0,1,1
yi9uVsLuY0w,dailybumps,51183.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,9,0.42857142857142855,0,0,0,0,1,1
KlmC6KDwOog,dailybumps,78968.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,0.48936170212765956,1,0,0,0,1,1
SF7Vn8qddnA,dailybumps,59178.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,0.38461538461538464,0,0,0,0,1,1
x_YUEmfFwG4,dailybumps,60490.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0.4222222222222222,0,0,0,0,1,1
2dnKeOf29yU,dailybumps,58096.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,0.5517241379310345,1,0,0,0,1,1
B5FnST0y52o,dailybumps,47801.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0.5192307692307693,0,0,0,0,1,1
KvUIezVbi40,dailybumps,65076.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,0.48936170212765956,1,0,0,0,1,1
NuMFAiqeYUU,dailybumps,46477.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,10,0.5098039215686274,0,0,0,0,1,1
5YPluPaeKYo,dailybumps,46873.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0.4,1,0,0,0,1,1
KnatajLmcG0,dailybumps,106758.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0.5740740740740741,0,0,0,0,1,1
uOnaeUOGZlE,dailybumps,75543.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,10,0.5789473684210527,0,0,0,0,1,1
u5QA8WYOubc,dailybumps,75361.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,8,0.42105263157894735,0,0,0,0,1,1
32vCi54qdSU,dailybumps,63282.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,8,0.4883720930232558,0,0,0,0,1,1
ZdhAbONSfRk,dailybumps,66998.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0.45,0,0,0,0,1,1
bqH0f6Swa8c,dailybumps,83385.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,0.4782608695652174,0,0,0,0,1,1
KkbtPkVVuPE,dailybumps,140516.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,0.48936170212765956,0,0,0,0,1,1
-N1DCfQlCGc,dailybumps,68279.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,0.5208333333333334,0,0,0,0,1,1
byPOFxDqmiE,dailybumps,93720.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,9,0.54,0,0,0,0,1,1
jmbq7Vs-Q8o,dailybumps,154300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0.39473684210526316,0,0,0,0,1,1
CgPOxZIedsA,dailybumps,209835.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,8,0.39473684210526316,0,0,0,0,1,1
mnvw0wx7KZw,dailybumps,89974.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0.4523809523809524,0,0,0,0,1,1
76I_wY0cHPY,dailybumps,150990.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,0.5862068965517241,0,0,0,0,1,1
fP8FGbLJxFk,dailybumps,148580.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0.5,0,0,0,0,1,1
8mnbcxglNmQ,dailybumps,1058922.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0.4444444444444444,1,0,0,0,1,1
bdE6HLh2A58,ehbee,328940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0.15384615384615385,0,1,0,0,0,0
gjAR0Z0UL20,ehbee,67134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0.14285714285714285,0,0,0,0,0,0
z8E3P-09GkU,ehbee,110419.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.16666666666666666,0,0,0,0,0,0
PJrJaRdODLA,ehbee,74065.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0.14285714285714285,1,0,0,0,0,0
IhmqfZ_oA8o,ehbee,53218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0.14285714285714285,0,0,0,0,0,0
21yPiAYBIz4,ehbee,36696.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0.03333333333333333,0,0,0,0,1,0
0wlTZeZqBTQ,ehbee,46711.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,4,0.05263157894736842,0,0,0,0,0,0
bY202G0h-_Q,ehbee,35611.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0.16666666666666666,0,0,0,0,0,0
hB-2cxay_uM,ehbee,44028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0.23076923076923078,0,0,0,0,0,0
hVil96JRu0c,ehbee,54386.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0.13636363636363635,0,0,0,0,0,0
hflNWWyptAQ,ehbee,82899.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0.18181818181818182,0,0,0,0,0,0
HlRDged4YNc,ehbee,233955.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0.05,0,0,0,0,0,0
NlzN1ngfgcE,ehbee,19753746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0.2,1,0,0,0,0,0
MSDE8IXzKVM,ehbee,374989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2,0.13333333333333333,0,0,0,0,0,0
vQVbV0jUbQI,ehbee,249950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0.05263157894736842,0,0,0,0,0,0
RVN2PlnMM3Q,ehbee,228066.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0.2222222222222222,0,0,0,0,0,0
mjZUDkarDwk,ehbee,182484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0.2,0,0,0,0,0,0
Gt_xtLD521E,ehbee,142514.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0.045454545454545456,0,0,0,0,0,0
3xncoNuvnqY,ehbee,134731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,6,0.06451612903225806,0,0,0,0,0,0
iaGlziGLeWs,ehbee,213296.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0.058823529411764705,0,0,1,0,0,0
rc_-NPf6TYk,ehbee,155922.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0.375,0,0,0,0,0,0
LTIv-7ySJKo,ehbee,110930.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0.13333333333333333,0,0,0,0,0,0
C12wq_GSc1w,ehbee,87031.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0.18181818181818182,0,0,0,0,0,0
Lk3oZ2W_300,ehbee,1471891.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0.10526315789473684,0,0,0,0,1,0
NIyQdiwlqQc,ehbee,112139.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.125,1,0,0,0,0,0
qdsdAJ7WQgI,ehbee,109734.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.14285714285714285,0,0,0,0,0,0
wD-17L-yO24,ehbee,168633.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0.05263157894736842,0,0,1,0,0,0
NiVFHjEuHFk,ehbee,164491.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0.36,1,0,0,0,0,1
w3MDMxAwEJM,ehbee,69949.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,33,5,0.12121212121212122,1,0,0,0,0,0
_w3N2SZK2sw,ehbee,258366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0.23076923076923078,0,0,0,0,0,0
whPLg_JivQ4,ehbee,195841.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0.1875,0,0,1,0,0,0
jG-RocjnHqg,ehbee,158316.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0.0967741935483871,0,0,1,0,0,0
2CQaiIekKmI,ehbee,120231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0.15384615384615385,0,0,0,0,0,0
I04XtQwaQp4,ehbee,133281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0.12,0,0,1,0,0,0
peM-n_gaMl4,ehbee,1993229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0.42,1,0,0,0,0,1
vibyknZhNhg,ehbee,166365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,7,0.5833333333333334,0,0,0,0,1,1
PGzbns2GDLU,ehbee,189638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0.8,1,0,0,0,0,1
h6hQfVJxUtg,ehbee,132364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,6,0.6216216216216216,0,0,0,0,1,1
K8LE0BkrPWQ,ehbee,59922.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,0.4339622641509434,1,0,0,0,0,1
9FQrgYICsyI,ehbee,120648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,7,0.5833333333333334,0,0,0,0,1,1
zF-9eEmtOl0,ehbee,37550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,13,0.4482758620689655,0,0,0,0,1,1
4SLmh0GN-g0,ehbee,111947.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,5,0.6470588235294118,0,0,1,0,0,1
ZFkT81FPpho,ehbee,123047.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28,5,0.6071428571428571,0,0,0,0,0,1
KJkZ6vDedzE,ehbee,89143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,7,0.5945945945945946,1,0,0,0,0,1
xnWv_tXtDds,ehbee,77964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,8,0.11363636363636363,1,0,0,0,1,0
aLpWSbf01VU,ehbee,76995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,7,0.5952380952380952,0,0,0,0,1,1
o7xrkZ1Ui24,ehbee,75059.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,6,0.6410256410256411,0,0,0,0,0,1
ABag4c5zTZo,ehbee,700318.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,11,0.4642857142857143,0,0,0,0,1,1
JABCvf_ELZ8,ehbee,44411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,8,0.6097560975609756,0,0,0,0,0,1
wxp6peJKOkY,ehbee,73640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,8,0.6041666666666666,0,0,0,0,1,1
LfjaC7VBLQQ,ehbee,57923.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,42,7,0.5476190476190477,0,0,0,0,1,1
gktHroK26ao,ehbee,17553.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,13,0.5616438356164384,1,0,0,0,0,1
8BEE6-s9qoE,ehbee,18743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,12,0.45901639344262296,1,0,0,0,1,1
5A41v7qgIyI,ehbee,11033.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,10,0.46153846153846156,0,0,0,0,0,1
YtVnW-ml_UE,ehbee,9540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9,0.46,0,0,0,0,0,1
gVaUJj-awKo,ehbee,11313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,11,0.4642857142857143,0,0,0,0,1,1
KljjTQj0nO4,ehbee,11975.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,0.425531914893617,0,0,0,0,0,1
939s33tb3z8,ehbee,15325.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,10,0.48148148148148145,0,0,0,0,0,1
DSaHSODY44k,ehbee,24540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0.4642857142857143,0,0,0,0,0,1
Y4KJEvQ19n0,ehbee,62334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,4,0.08695652173913043,0,0,0,0,0,0
SVIoVXJz3dY,ehbee,74495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0.15,0,0,0,0,0,0
SN91SAZRAlk,ehbee,220808.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,0.06060606060606061,0,0,0,0,0,0
65GsL0XzYvY,ehbee,98642.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,5,0.04,0,0,1,0,0,0
of4EPJqWhs4,ehbee,80686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0.041666666666666664,0,0,1,0,0,0
6kmD5pbvztw,ehbee,85235.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0.14705882352941177,0,0,0,0,0,0
BrY7MJgyvjs,ehbee,94704.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0.13043478260869565,1,0,0,0,0,0
9cuSx5bpYsQ,ehbee,77079.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0.06666666666666667,0,1,0,0,0,0
R1bqI5qi5l0,ehbee,79107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0.2,2,0,0,0,0,0
zphCht_T3jU,ehbee,87582.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0.14285714285714285,0,0,1,0,0,0
55gu-GYu91w,ehbee,336092.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0.05555555555555555,0,0,1,0,0,0
0VBdWi_OmcI,ehbee,942566.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,4,0.16,0,0,1,0,0,0
kaIxyvj_eHI,ehbee,128049.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0.05263157894736842,0,0,1,0,0,0
MCoH7lgqvNQ,ehbee,170188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0.037037037037037035,0,0,1,0,0,0
5C4FVjGHz_0,ehbee,122477.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0.2,0,0,1,0,0,0
uuV4cYsLOCU,ehbee,126825.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0.06666666666666667,0,0,1,0,0,0
MgxZfJL-1jw,ehbee,105338.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0.04,0,0,1,0,0,0
NV5kC5JeW9g,ehbee,107823.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0.15384615384615385,0,0,1,0,0,0
8rOcjyF-r5I,ehbee,155118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,4,0.05,0,0,1,0,0,0
8CT1RfnIaXA,ehbee,135059.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0.09090909090909091,0,0,1,0,0,0
v5DtuUDsZ9U,ehbee,158558.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0.04,1,0,0,0,0,0
2CuVcZ_c5rc,ehbee,145787.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0.038461538461538464,0,0,1,0,0,0
oQV_UMd3Xf0,ehbee,142046.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0.029411764705882353,0,0,1,0,0,0
l2s2e3m_U9c,ehbee,180312.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0.125,0,0,0,0,0,0
