id,channel_short_name,viewCount,is_challenge,is_unboxing,is_prank,is_storytime,is_vlog,is_tutorial,is_reaction,is_qa,is_review,is_mukbang,is_game,is_roleplay,is_music,is_toy,is_shorts,has_clickbait_emotion,has_urgency,has_mystery,has_conflict,has_medical,has_brand,has_money,has_giveaway,has_milestone,has_travel,title_length,word_count,caps_ratio,exclamation_count,question_mark,has_emoji,has_ellipsis,has_number,has_all_caps_word,cluster_v2
aISMQR0WQaw,dailybumps,3089266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,5,0.8076923076923077,1,0,0,0,0,1,2
tLzvpyuUmjE,dailybumps,2232396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,6,0.7878787878787878,2,0,0,0,0,1,2
V8tqzy9xrRo,dailybumps,2068016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0.8421052631578947,1,0,0,0,0,1,2
VWnW6RGR5aA,dailybumps,4068239.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,10,0.3548387096774194,3,0,1,0,0,1,2
bhFAt0su118,dailybumps,1378952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,13,0.3614457831325301,2,0,1,0,1,1,1
qi7uBYsJ7vU,dailybumps,2700234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0.6923076923076923,2,0,1,0,0,1,2
DVupM4Iw4ao,dailybumps,1871012.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0.8125,1,0,0,0,0,1,2
nThhL-Xh49g,dailybumps,978213.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,5,0.8717948717948718,1,0,0,0,0,1,2
ycSOrnX5c0c,dailybumps,3097772.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0.85,1,0,0,0,0,1,2
cBPegM7otUU,dailybumps,5110501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0.7105263157894737,1,0,0,0,1,1,2
eHKSp11vCR0,dailybumps,1017022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0.7142857142857143,1,0,0,0,0,1,2
6uNDz32wIeQ,dailybumps,684757.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,7,0.6410256410256411,3,0,0,0,0,1,0
5zWmG2qSMcg,dailybumps,2065963.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,5,0.8571428571428571,1,0,0,0,0,1,2
vJr1oXR8Ol8,dailybumps,3976130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0.8421052631578947,1,0,0,0,0,1,2
kZFmMYN0Xvs,dailybumps,3605020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,10,0.6363636363636364,1,0,0,0,0,1,2
S1xeoMT6BRU,dailybumps,5945664.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,7,0.8055555555555556,1,0,0,0,0,1,2
uilnAWyb6zA,dailybumps,5329355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,7,0.8372093023255814,1,0,0,0,0,1,2
4Ia4nRFxwSc,dailybumps,2358321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,7,0.8222222222222222,1,0,0,0,0,1,2
auGMEMsCRJI,dailybumps,1486258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,7,0.851063829787234,1,0,0,0,0,1,2
R8zNv_7ftQg,dailybumps,947307.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,10,0.8166666666666667,2,0,0,0,0,1,2
ilmg1tdFVtc,dailybumps,1109754.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0.8148148148148148,1,0,0,0,0,1,2
fl_nOCNGOLE,dailybumps,1892980.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0.8529411764705882,1,0,0,0,0,1,2
4IvFMmWxv3U,dailybumps,4628038.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,10,0.8333333333333334,1,0,0,0,0,1,2
X5t0JeT4o5I,dailybumps,12649994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,12,0.796875,2,0,0,0,0,1,2
6R6tYX5fUbQ,dailybumps,6558381.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,11,0.2903225806451613,2,0,1,0,0,1,1
-XzElbpHbmU,dailybumps,2874084.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,64,10,0.828125,2,0,0,0,0,1,2
Ajpnx-spWos,dailybumps,1190125.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,44,7,0.8181818181818182,1,0,0,0,0,1,1
IbkW6lc2w4c,dailybumps,1319413.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.78,2,0,1,0,0,1,2
dBXHVgJATNo,dailybumps,4152052.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,7,0.84,2,0,0,0,0,1,2
K75CLy_-OoQ,dailybumps,598181.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0.8604651162790697,1,0,0,0,0,1,5
DMTt3BzcSkM,dailybumps,671955.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,11,0.75,2,0,0,0,1,1,0
IIADPApvOOE,dailybumps,6027957.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0.4772727272727273,1,0,0,0,0,1,2
rq6s9e_O-K4,dailybumps,2006711.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,5,0.8275862068965517,1,0,0,0,0,1,2
wx390S8mfo4,dailybumps,1236445.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,9,0.7796610169491526,5,0,0,0,0,1,2
etBhzL747vQ,dailybumps,1322670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0.8333333333333334,1,0,0,0,0,1,2
wTySyVplego,dailybumps,555851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0.8717948717948718,1,0,0,0,0,1,2
mkZFYfX2bp8,dailybumps,1774924.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0.7857142857142857,1,0,0,0,0,1,2
98Wcvbf0JzA,dailybumps,2337055.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0.8571428571428571,1,0,0,0,0,1,0
arpQ19Y9mCw,dailybumps,1038357.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0.8571428571428571,1,0,0,0,0,1,2
dk6NFBDU56A,dailybumps,7001107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11,0.4939759036144578,2,0,0,0,0,1,1
Z8aA8W7mDEU,dailybumps,5823094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0.8846153846153846,1,0,0,0,0,1,2
O2dHt3VV8sg,dailybumps,1357655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,7,0.8571428571428571,1,0,0,0,0,1,2
jxLleYf1F8M,dailybumps,1156910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0.8571428571428571,0,0,0,0,0,1,2
W5Pnkg1VF64,dailybumps,6087777.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75,13,0.48,2,0,0,0,0,1,5
tu6wNHYHH3k,dailybumps,1519576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0.8571428571428571,1,0,0,0,0,1,2
ztJ7Vdkq4dg,dailybumps,4775594.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,4,0.8620689655172413,1,0,0,0,0,1,2
A1E-FUOx5wE,dailybumps,1375255.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0.8076923076923077,1,0,0,0,0,1,2
aag1CCj17io,dailybumps,862376.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0.8571428571428571,1,0,0,0,0,1,2
SPChTyyF5so,dailybumps,2274441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,63,10,0.4444444444444444,2,0,1,0,0,1,2
FICPAn-7jvc,dailybumps,1991467.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,0.3773584905660377,2,0,1,0,0,1,1
oU5v6J3BX1A,dailybumps,3545641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27,4,0.8518518518518519,1,0,0,0,0,1,2
zqK-RIpuhoM,dailybumps,1132954.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,9,0.4193548387096774,3,0,0,0,1,1,0
IHLmS4gpS-o,dailybumps,1743705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,5,0.7727272727272727,1,0,0,0,0,1,2
QTchQIZp-Aw,dailybumps,1697774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0.8333333333333334,1,0,0,0,0,1,2
Fy1ohvYLcMM,dailybumps,647928.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,5,0.8214285714285714,1,0,0,0,0,1,2
jk0B3cBoRKA,dailybumps,3237691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,14,0.6949152542372882,2,0,0,0,1,1,2
X7ZCiBQAbXE,dailybumps,3793910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0.8846153846153846,1,0,0,0,0,1,2
HsBxcJycgQM,dailybumps,380494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.8181818181818182,1,0,0,0,0,1,2
aVB9wk36SvU,dailybumps,3624215.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,4,0.8,1,0,0,0,0,1,2
keICzQdVGXw,dailybumps,696059.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4,0.8823529411764706,1,0,0,0,0,1,2
EUIBcWwoyaM,dailybumps,4768091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0.8571428571428571,1,0,0,0,0,1,2
46xsMErDoDo,dailybumps,3620116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0.8571428571428571,1,0,0,0,0,1,2
sa36xF2tjfU,dailybumps,5227342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,3,0.7692307692307693,1,0,0,0,0,1,2
CwRFFGU7B-M,dailybumps,1410853.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,9,0.3396226415094339,2,0,0,0,0,1,1
PvE5lGJ9tAk,dailybumps,400602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,69,10,0.3623188405797101,1,0,0,0,0,1,1
ysmfu9EZShE,dailybumps,790956.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38,5,0.868421052631579,1,0,0,0,0,1,2
L966_fFYthQ,dailybumps,13927460.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,84,13,0.5476190476190477,2,0,0,0,1,1,1
0Y8YZixGBlk,dailybumps,889094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4,0.8709677419354839,1,0,0,0,0,1,2
OLRtFhmprBc,dailybumps,891381.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0.8461538461538461,1,0,0,0,0,1,2
cN9J-2Fj7q4,dailybumps,911370.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0.8846153846153846,1,0,0,0,0,1,2
no7SNRJ0b3w,dailybumps,2684473.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,5,0.8529411764705882,1,0,0,0,0,1,2
UFjmF7Vqf-M,dailybumps,501758.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0.7916666666666666,1,0,0,0,0,1,2
h6cAEY9llAg,dailybumps,696953.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0.9375,0,0,0,0,0,1,2
o0Q4Eav2aTc,dailybumps,2164154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,5,0.8076923076923077,1,0,0,0,0,1,2
1s-ojCIR7dg,dailybumps,369750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,3,0.9130434782608696,0,0,0,0,0,1,2
_o4gYOhgFkk,dailybumps,419577.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,71,11,0.380281690140845,2,0,0,0,0,1,1
txzUBSmU9cM,dailybumps,5099885.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,6,0.8775510204081632,1,0,0,0,0,1,2
ohlbAVlkuUI,dailybumps,4907438.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,43,6,0.8604651162790697,1,0,0,0,0,1,5
rx7Tq-N9j8s,dailybumps,4553713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,8,0.8596491228070176,1,0,0,0,0,1,2
yqhA9AXXm84,dailybumps,1614857.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0.8947368421052632,1,0,0,0,0,1,2
MXLgFLBQoaY,dailybumps,3871112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,6,0.8695652173913043,1,0,0,0,0,1,2
sxNRfZBanqE,dailybumps,1940071.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0.8235294117647058,1,0,0,0,0,1,2
Jjyb2bpLMxw,dailybumps,531674.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,76,13,0.8026315789473685,2,0,0,0,0,1,1
Jk5-j3olvsg,dailybumps,1248170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,17,0.44,1,0,0,0,0,1,1
bF0AI87m0Es,dailybumps,3299229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34,5,0.8529411764705882,1,0,0,0,0,1,2
uHGC2J4wQ1s,dailybumps,3153622.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,4,0.84,1,0,0,0,0,1,2
wZO17tLboBY,dailybumps,613952.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0.8695652173913043,1,0,0,0,0,1,2
iSsOoSKdMCM,dailybumps,1331400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,6,0.7857142857142857,1,0,0,0,0,1,2
kuL-8KQsoWw,dailybumps,1835057.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0.7692307692307693,1,0,0,0,0,1,2
4CNdK97lXMo,dailybumps,779384.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0.8518518518518519,1,0,0,0,0,1,2
etJuZ5_lwPA,dailybumps,1991299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0.8695652173913043,1,0,0,0,0,1,2
ap_JLU-kcw0,dailybumps,438153.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0.88,1,0,0,0,0,1,0
Ue8mY8ZLXr4,dailybumps,3587491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0.8333333333333334,1,0,0,0,0,1,2
E6amvoKA5aw,dailybumps,859971.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0.8571428571428571,1,0,0,0,0,1,2
jPMG8-OGiaM,dailybumps,341285.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0.0869565217391304,1,0,0,0,0,0,6
XGdHshCqJz4,dailybumps,2234290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0.8,1,0,0,0,0,1,2
tY7H9fQT9UY,dailybumps,998029.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0.8421052631578947,1,0,0,0,0,1,2
vOPodhZaD5U,dailybumps,329095.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,0.1818181818181818,1,0,0,0,0,0,6
EGGhpzeF0SU,dailybumps,3187947.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,6,0.8095238095238095,1,0,0,0,0,1,2
n_Y7ODvSWv4,dailybumps,4632447.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,5,0.8484848484848485,1,0,0,0,0,1,2
5aQ_s8BTw_8,dailybumps,320760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0.88,1,0,0,0,0,1,2
QLoKpNbdvDU,dailybumps,436010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0.8125,1,0,0,0,0,1,2
B92em9hV9-8,dailybumps,424714.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0.1818181818181818,1,0,0,0,0,0,6
67UKNw2gSr4,dailybumps,1078331.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0.2,1,0,0,0,0,0,6
kyz9Xsl2yps,dailybumps,743386.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0.8235294117647058,1,0,0,0,0,1,2
05dCxTpzVVY,dailybumps,843810.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,3,0.8695652173913043,1,0,0,0,0,1,2
B79b1XKbnNg,dailybumps,1058590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0.8,1,0,0,0,0,1,2
HG8YCkTcVIo,dailybumps,378653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0.875,1,0,0,0,0,1,2
15ycOyOTUcs,dailybumps,1484649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0.5526315789473685,2,0,0,0,0,1,2
gXg0Gu198L0,dailybumps,1217588.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0.8571428571428571,1,0,0,0,0,1,2
OujmTZ5x8a8,dailybumps,454273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0.8148148148148148,1,0,0,0,0,1,2
FnMveEVgJDE,dailybumps,1207482.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,3,0.8,1,0,0,0,0,1,2
EsK_cxVFxNs,dailybumps,867803.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0.7647058823529411,2,0,0,0,0,1,2
D9CMTExXp44,dailybumps,417781.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,3,0.7777777777777778,1,0,0,0,0,1,2
7-3n7aVD-YA,dailybumps,969511.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,3,0.8636363636363636,1,0,0,0,0,1,2
19OQ9PIK8r0,dailybumps,1017887.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0.875,1,0,0,0,0,1,2
1J58Y-9g2i0,dailybumps,761022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,4,0.8,1,0,0,0,0,1,2
F4V1SV8Phc8,dailybumps,11556279.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0.5428571428571428,1,1,0,1,0,1,2
zt64a2EkPRQ,dailybumps,4382197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0.8888888888888888,1,0,0,0,0,1,2
USMX638cJIU,dailybumps,2473496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,63,11,0.5079365079365079,1,0,0,0,0,1,1
xNNCNDmRDwA,dailybumps,2257149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0.8571428571428571,1,0,0,0,0,1,2
H49VZ9MbgmI,dailybumps,643472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0.7647058823529411,1,0,0,0,0,1,2
K-M6C1sg37g,dailybumps,1243995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0.8,1,0,1,0,0,1,2
XQyINttEBDo,dailybumps,2868449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0.7777777777777778,1,0,0,0,0,1,2
M6mr5gko46k,dailybumps,2443452.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,3,0.8695652173913043,1,0,0,0,0,1,2
0GINgWjJudY,dailybumps,711903.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,3,0.88,1,0,0,0,0,1,5
V4PhL5HhKAY,dailybumps,1185827.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0.8666666666666667,1,0,0,0,0,1,2
OODVv9jHac8,dailybumps,805573.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0.8461538461538461,1,0,0,0,0,1,2
LXxM52_3BjY,dailybumps,412380.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0.875,1,0,0,0,0,1,2
9dlsOQa4myk,dailybumps,801791.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0.84,1,0,0,0,0,1,2
18PVwwMGJ4w,dailybumps,783386.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,8,0.4,2,0,0,0,0,1,2
iynR_C8rABM,dailybumps,418032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,3,0.85,1,0,0,0,0,1,2
ATZX16KjxbI,dailybumps,7558150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,3,0.88,1,0,0,0,0,1,2
J7hhct94zJQ,dailybumps,615172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0.8636363636363636,1,0,0,0,0,1,2
7l_99MLM_IE,dailybumps,1067463.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0.1363636363636363,1,0,0,0,0,0,6
kLIR81V8EIk,dailybumps,6068973.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0.7894736842105263,1,0,0,0,0,1,2
jLCMLwV65mA,dailybumps,536480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0.6666666666666666,1,0,1,0,0,1,2
cuNg1iS7Izc,dailybumps,2146869.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,3,0.8695652173913043,1,0,0,0,0,1,2
