channel,category,is_family,viral_video_idx,viral_views,pre_drift_mean,post_drift_mean,drift_change
grahamstephan,adult,0,951,8743639,0.033567827,0.0064131618,-0.027154665
grahamstephan,adult,0,965,7843352,0.014467167,0.017924286,0.0034571197
grahamstephan,adult,0,971,30850298,0.039685823,-0.008023375,-0.047709197
grahamstephan,adult,0,982,22327004,-0.008023375,0.024351496,0.03237487
grahamstephan,adult,0,990,13237909,0.01120378,0.021773672,0.010569892
grahamstephan,adult,0,996,12590721,0.03862027,-0.011354524,-0.049974795
grahamstephan,adult,0,1010,38684902,0.0023266533,0.030915612,0.028588958
grahamstephan,adult,0,1017,8118745,0.010451865,0.037906244,0.02745438
grahamstephan,adult,0,1022,8186443,0.043653507,0.05498427,0.011330765
grahamstephan,adult,0,1036,7953227,0.03611093,0.048878785,0.012767855
grahamstephan,adult,0,1040,7594034,0.05952228,0.0152015,-0.044320777
grahamstephan,adult,0,1059,12763412,0.02705582,0.09683324,0.069777414
grahamstephan,adult,0,1070,11417222,0.09683324,0.06522326,-0.031609975
grahamstephan,adult,0,1130,7929310,0.044234794,0.061510045,0.017275251
gregdoucette,adult,0,169,5165131,-0.058838576,-0.06616144,-0.0073228627
gregdoucette,adult,0,283,1679740,-0.050865687,-0.048006833,0.0028588548
gregdoucette,adult,0,435,3378674,0.0050121057,0.024031032,0.019018926
gregdoucette,adult,0,438,1455976,0.0075023053,0.023623792,0.016121488
gregdoucette,adult,0,454,1829652,0.0228502,-0.02986995,-0.05272015
gregdoucette,adult,0,480,1570359,-0.030853778,0.00330351,0.034157287
gregdoucette,adult,0,497,1586184,0.003908983,0.0077021807,0.0037931977
gregdoucette,adult,0,506,2301302,0.03278802,-0.02332339,-0.05611141
gregdoucette,adult,0,522,2354694,-0.041019764,0.011065322,0.052085087
gregdoucette,adult,0,583,1885768,0.04959912,0.03042895,-0.019170169
gregdoucette,adult,0,600,1442439,0.071375385,0.045489457,-0.025885928
gregdoucette,adult,0,708,1683189,0.037369013,0.012918365,-0.024450649
gregdoucette,adult,0,739,1676213,0.05371995,0.023362841,-0.030357108
gregdoucette,adult,0,1006,1480307,0.021334369,0.022993047,0.001658678
gregdoucette,adult,0,1257,4955434,0.012964323,0.009381395,-0.0035829283
gregdoucette,adult,0,1384,1631702,0.02646926,0.0077662794,-0.01870298
gregdoucette,adult,0,1397,1480789,0.012935663,0.028214524,0.015278861
gregdoucette,adult,0,1494,5468714,0.055524398,0.006305867,-0.04921853
gregdoucette,adult,0,1499,4443285,0.0056706397,0.008065816,0.0023951763
gregdoucette,adult,0,1520,8439577,0.046468355,0.039428316,-0.0070400387
gregdoucette,adult,0,1696,3068773,0.034770124,-0.02562033,-0.060390454
gregdoucette,adult,0,1737,2267853,0.037857015,-0.0037699423,-0.041626956
gregdoucette,adult,0,1981,4530307,0.07510998,0.008305837,-0.06680414
gregdoucette,adult,0,2276,2902247,0.019550253,0.057847172,0.03829692
gregdoucette,adult,0,2278,2117387,0.039238278,0.0214117,-0.017826578
gregdoucette,adult,0,2439,2732057,0.062332265,0.027220052,-0.035112213
gregdoucette,adult,0,2469,6216392,0.056029253,0.0339301,-0.022099152
gregdoucette,adult,0,2551,3753425,0.06192871,0.08857019,0.02664148
gregdoucette,adult,0,2559,1421348,0.10772369,0.080356926,-0.027366765
gregdoucette,adult,0,2565,9201244,0.0691794,0.057258375,-0.011921026
gregdoucette,adult,0,2626,5009006,0.049454786,0.048681352,-0.0007734336
gregdoucette,adult,0,2628,7050096,0.05619802,0.065054104,0.008856084
gregdoucette,adult,0,2645,18083457,0.039607167,0.016228521,-0.023378646
gregdoucette,adult,0,2663,8358044,0.0033832262,0.022088114,0.018704887
gregdoucette,adult,0,2684,4624108,0.051932592,0.020013768,-0.031918824
gregdoucette,adult,0,2705,1697294,0.050825596,0.034969047,-0.01585655
gregdoucette,adult,0,2722,3387295,0.075114,0.050220452,-0.024893545
gregdoucette,adult,0,2729,2816982,0.031954028,0.08643299,0.054478966
gregdoucette,adult,0,2733,1610748,0.050220452,0.06473841,0.0145179555
gregdoucette,adult,0,2734,1537388,0.056535654,0.05824851,0.001712855
gregdoucette,adult,0,2735,3075205,0.06744717,0.07230747,0.004860297
gregdoucette,adult,0,2782,1664206,0.0686741,0.08054397,0.01186987
gregdoucette,adult,0,2786,2343931,0.06651745,0.07241475,0.0058972985
gregdoucette,adult,0,2788,2123321,0.09488494,0.03837041,-0.056514528
gregdoucette,adult,0,2793,12209471,0.08054397,0.022992495,-0.057551477
gregdoucette,adult,0,2810,1922607,0.06936181,0.06860688,-0.0007549301
gregdoucette,adult,0,2811,2385771,0.07101385,0.0743457,0.0033318475
gregdoucette,adult,0,2823,6142875,0.06970085,0.05927229,-0.010428563
gregdoucette,adult,0,2828,3778860,0.05884725,0.04350665,-0.0153406
gregdoucette,adult,0,2841,1995895,0.048992794,-0.0004900977,-0.049482893
gregdoucette,adult,0,2874,2001317,0.031368677,-0.017062273,-0.04843095
gregdoucette,adult,0,2880,1959787,-0.019248439,0.015719734,0.034968175
gregdoucette,adult,0,2930,6722961,0.046175238,0.051077217,0.004901979
gregdoucette,adult,0,2991,1452904,0.050868303,0.030999396,-0.019868907
gregdoucette,adult,0,3053,1987900,-0.024216361,0.025444489,0.04966085
gregdoucette,adult,0,3094,1811430,0.08592421,0.042301673,-0.043622535
gregdoucette,adult,0,3175,2354286,0.061323762,0.048699744,-0.012624018
gregdoucette,adult,0,3537,3215211,0.10082896,0.06378962,-0.03703934
gregdoucette,adult,0,3584,3388000,0.082699284,0.07076731,-0.011931971
gregdoucette,adult,0,3585,2789793,0.07077345,0.07480243,0.004028976
gregdoucette,adult,0,3713,1674634,0.027683273,0.010523314,-0.01715996
gregdoucette,adult,0,3756,4291894,0.06384468,0.07049707,0.0066523924
gregdoucette,adult,0,3765,1794460,0.057308186,0.008960557,-0.04834763
gregdoucette,adult,0,3811,1688568,0.03277155,0.054086268,0.021314718
halfasinteresting,adult,0,11,8521307,-0.0293437,0.0153309405,0.044674642
halfasinteresting,adult,0,27,6169386,0.006663136,0.044185482,0.037522346
halfasinteresting,adult,0,63,5606565,0.033658803,-0.0053513497,-0.039010152
halfasinteresting,adult,0,81,4494094,0.027367156,0.039859362,0.012492206
halfasinteresting,adult,0,83,4011367,0.016195567,0.05223345,0.036037885
halfasinteresting,adult,0,87,3928170,0.018821148,0.028952062,0.010130914
halfasinteresting,adult,0,94,5482557,0.05223345,0.0021484806,-0.05008497
halfasinteresting,adult,0,105,4777951,0.0021484806,-0.0028503924,-0.004998873
halfasinteresting,adult,0,109,6354154,-0.002883504,-0.010106872,-0.0072233677
halfasinteresting,adult,0,156,4875920,-0.0035577212,0.0031177267,0.006675448
halfasinteresting,adult,0,168,4573272,-0.00881215,0.010114487,0.018926637
halfasinteresting,adult,0,174,4971965,-0.017036742,0.044286124,0.061322868
halfasinteresting,adult,0,249,8699954,0.017008862,0.03803436,0.0210255
halfasinteresting,adult,0,280,4283658,0.01606356,-0.03675394,-0.0528175
halfasinteresting,adult,0,297,7330539,0.0013116449,0.035016745,0.0337051
halfasinteresting,adult,0,309,4893616,0.042836674,-0.0347959,-0.077632576
halfasinteresting,adult,0,346,7297197,0.038930003,0.032397375,-0.006532628
halfasinteresting,adult,0,378,4187061,-0.002457188,0.021653336,0.024110524
halfasinteresting,adult,0,440,4269973,0.0052616387,-0.014663389,-0.019925028
itsyeboi,family,1,63,5946712,0.13065213,0.043096587,-0.08755554
itsyeboi,family,1,78,4422499,0.06743811,0.093698144,0.026260033
itsyeboi,family,1,91,3667948,0.082211025,0.07225372,-0.009957306
itsyeboi,family,1,121,3790125,0.087218635,0.078038245,-0.009180389
itsyeboi,family,1,148,15297247,0.17731133,0.059530966,-0.117780365
itsyeboi,family,1,151,8526993,0.12115405,0.11146791,-0.009686135
itsyeboi,family,1,160,3283348,0.07522348,0.0861054,0.010881916
itsyeboi,family,1,209,4948956,0.09799175,0.07487412,-0.023117632
itsyeboi,family,1,244,3390429,0.071547605,0.047041554,-0.024506051
itsyeboi,family,1,250,2951425,0.03924658,0.04778097,0.008534387
itsyeboi,family,1,255,5426214,0.047041554,0.055567145,0.008525591
itsyeboi,family,1,261,6703695,0.04778097,0.02557985,-0.022201119
itsyeboi,family,1,270,3319452,0.03350251,0.012267125,-0.021235388
itsyeboi,family,1,271,3146311,0.04071057,0.0143214185,-0.02638915
itsyeboi,family,1,318,4155251,0.025358725,0.07438704,0.04902832
itsyeboi,family,1,320,6056238,0.029683027,0.0700454,0.04036237
itsyeboi,family,1,387,3224674,0.07089449,0.027108893,-0.043785594
itsyeboi,family,1,389,3401737,0.068965115,0.0206913,-0.048273817
itsyeboi,family,1,399,2845602,0.024271874,-0.0007786959,-0.02505057
itsyeboi,family,1,408,3659664,-0.012936398,0.070244804,0.0831812
itsyeboi,family,1,435,3856444,0.030590516,0.0344582,0.0038676858
itsyeboi,family,1,501,3265904,0.03383363,0.026209548,-0.0076240823
jacksepticeye,adult,0,470,15980931,0.045665734,0.038416844,-0.0072488897
jacksepticeye,adult,0,513,17413010,0.07562141,0.050203186,-0.025418226
jacksepticeye,adult,0,524,10623114,0.050203186,-0.0024957187,-0.052698903
jacksepticeye,adult,0,529,21829618,0.006952071,0.0042871907,-0.0026648804
jacksepticeye,adult,0,549,10954462,0.049359284,0.072432056,0.023072772
jacksepticeye,adult,0,553,15730150,0.06454082,0.034359854,-0.030180965
jacksepticeye,adult,0,611,16924315,0.019817129,0.008808034,-0.011009095
jacksepticeye,adult,0,627,12350423,0.022444028,0.010291209,-0.012152819
jacksepticeye,adult,0,632,12669501,0.006287253,0.061498296,0.05521104
jacksepticeye,adult,0,660,12907996,0.036558773,0.014141251,-0.022417523
jacksepticeye,adult,0,687,15230837,0.038640074,-0.0035319321,-0.042172007
jacksepticeye,adult,0,697,13308719,-0.015183179,0.08606011,0.10124329
jacksepticeye,adult,0,722,18651469,0.066795155,0.077873886,0.01107873
jacksepticeye,adult,0,756,13780578,0.1795252,0.14599867,-0.033526525
jacksepticeye,adult,0,784,12014239,0.054962564,0.05892005,0.003957484
jacksepticeye,adult,0,905,17517125,-0.0076660453,0.055513155,0.0631792
jacksepticeye,adult,0,907,11882575,0.0061886,0.046225823,0.040037222
jacksepticeye,adult,0,946,18857327,0.024419283,0.04659982,0.022180537
jacksepticeye,adult,0,967,10990572,0.031705007,-0.010797448,-0.042502455
jacksepticeye,adult,0,981,11738655,-0.019190049,0.015928796,0.035118844
jacksepticeye,adult,0,1067,15792172,0.020966647,0.043159325,0.022192677
jacksepticeye,adult,0,1078,15723799,0.043159325,0.04621906,0.0030597337
jacksepticeye,adult,0,1083,11376419,0.035992853,0.06153526,0.025542408
jacksepticeye,adult,0,1101,10844200,0.051213432,0.021518525,-0.029694907
jacksepticeye,adult,0,1117,17226883,0.033051245,0.06563207,0.032580823
jacksepticeye,adult,0,1132,13335751,0.04312123,0.062889144,0.019767914
jacksepticeye,adult,0,1140,13951339,0.028146872,0.05922865,0.031081779
jacksepticeye,adult,0,1156,12178618,0.0574933,0.03303977,-0.024453528
jacksepticeye,adult,0,1157,11250144,0.069014296,0.028557058,-0.040457238
jacksepticeye,adult,0,1189,13529633,0.029162321,0.04356181,0.0143994875
jacksepticeye,adult,0,1201,12045031,0.056772888,0.072839916,0.016067028
jacksepticeye,adult,0,1217,11580286,0.117938146,0.059481114,-0.05845703
jacksepticeye,adult,0,1218,14997871,0.0979783,0.07185092,-0.026127383
jacksepticeye,adult,0,1264,11080661,0.050599683,0.076167345,0.025567662
jacksepticeye,adult,0,1305,23415282,0.06500022,0.047731668,-0.017268553
jacksepticeye,adult,0,1322,17484033,0.10352726,0.06330286,-0.040224403
jacksepticeye,adult,0,1329,10800855,0.052462965,0.08397801,0.031515047
jacksepticeye,adult,0,1367,10921546,0.08267523,0.056815427,-0.025859807
jacksepticeye,adult,0,1380,38443830,0.034588687,0.009552017,-0.02503667
jacksepticeye,adult,0,1388,13243944,0.009264935,0.09981884,0.09055391
jacksepticeye,adult,0,1404,12164903,0.05995373,0.03835606,-0.021597672
jacksepticeye,adult,0,1418,13181632,0.0320667,0.050331056,0.018264357
jacksepticeye,adult,0,1421,11296949,0.05885883,0.034698065,-0.024160765
jacksepticeye,adult,0,1459,16476729,0.07451044,0.08656134,0.012050897
jacksepticeye,adult,0,1461,25785223,0.0912023,0.10738953,0.016187236
jacksepticeye,adult,0,1466,15268818,0.0668592,0.10318358,0.03632438
jacksepticeye,adult,0,1468,18344820,0.060260735,0.07028486,0.010024123
jacksepticeye,adult,0,1478,12562533,0.08271397,0.06154657,-0.021167397
jacksepticeye,adult,0,1498,12877929,0.027651582,0.045264296,0.017612714
jacksepticeye,adult,0,1504,15067890,0.034700494,0.042676296,0.007975802
jacksepticeye,adult,0,1508,12375479,0.03692884,0.022379076,-0.014549764
jacksepticeye,adult,0,1514,10932517,0.059614904,0.021714289,-0.037900615
jacksepticeye,adult,0,1525,12362938,0.021714289,0.050124478,0.028410189
jacksepticeye,adult,0,1544,12133216,0.03373453,0.05101809,0.017283559
jacksepticeye,adult,0,1590,74179649,0.05093642,0.019049559,-0.03188686
jacksepticeye,adult,0,1609,11170877,0.017989209,0.03980473,0.021815522
jacksepticeye,adult,0,1665,12035406,-0.0016813722,0.04983857,0.05151994
jacksepticeye,adult,0,1724,10833774,0.051580854,0.048723362,-0.0028574914
jacksepticeye,adult,0,1822,11950292,0.039821763,0.08161693,0.041795168
jacksepticeye,adult,0,1866,12514261,0.07251652,0.045999948,-0.026516575
jacksepticeye,adult,0,1901,12825897,0.07669282,0.09666024,0.019967422
jacksepticeye,adult,0,1906,10577002,0.06636109,0.07250573,0.0061446354
jacksepticeye,adult,0,1912,38030389,0.09666024,0.013488948,-0.08317129
jacksepticeye,adult,0,1945,24514487,0.070764475,0.13482413,0.06405965
jacksepticeye,adult,0,1948,10909965,0.07749108,0.12064676,0.043155678
jacksepticeye,adult,0,1951,12344389,0.13012937,0.05017816,-0.07995121
jacksepticeye,adult,0,1973,12326040,0.0403187,0.03624907,-0.00406963
jacksepticeye,adult,0,1974,22923673,0.027493957,0.05412801,0.026634052
jacksepticeye,adult,0,1984,10705942,0.03624907,0.0604858,0.024236728
jacksepticeye,adult,0,2013,11719010,0.09506161,0.059273172,-0.035788435
jacksepticeye,adult,0,2014,16760391,0.10829864,0.09088549,-0.017413147
jacksepticeye,adult,0,2023,14655608,0.06917976,0.086065575,0.016885817
jacksepticeye,adult,0,2036,21811700,0.060913753,0.06867749,0.0077637397
jacksepticeye,adult,0,2037,13651988,0.0665801,0.05743707,-0.009143032
jacksepticeye,adult,0,2044,17525008,0.09689743,0.07258436,-0.02431307
jacksepticeye,adult,0,2045,12651100,0.07734628,0.06325597,-0.014090307
jacksepticeye,adult,0,2059,16499653,0.055602424,0.12453965,0.06893723
jacksepticeye,adult,0,2069,16973285,0.11844549,0.04499664,-0.07344885
jacksepticeye,adult,0,2082,11231269,0.012922056,0.05634101,0.043418955
jacksepticeye,adult,0,2086,17327828,0.031172425,0.0434306,0.012258176
jacksepticeye,adult,0,2107,10984134,0.055553973,0.032952446,-0.022601526
jacksepticeye,adult,0,2109,10590875,0.05774774,0.049178105,-0.008569635
jacksepticeye,adult,0,2118,17169911,0.032952446,0.014552434,-0.018400013
jacksepticeye,adult,0,2147,17530876,0.057444364,0.048372567,-0.009071797
jacksepticeye,adult,0,2154,11373855,0.052023917,0.032916218,-0.0191077
jacksepticeye,adult,0,2159,11571728,0.03363449,0.055868782,0.02223429
jacksepticeye,adult,0,2194,13922937,0.032834146,0.039267782,0.006433636
jacksepticeye,adult,0,2262,17065965,0.047428984,0.0025310614,-0.04489792
jacksepticeye,adult,0,2270,15259488,0.015829321,0.048204552,0.03237523
jacksepticeye,adult,0,2284,17814044,0.049967125,0.029581577,-0.020385548
jacksepticeye,adult,0,2332,13067589,0.047438137,0.02102134,-0.026416797
jacksepticeye,adult,0,2341,10981807,0.028689798,0.05619833,0.02750853
jacksepticeye,adult,0,2383,11265683,0.080814965,0.010726385,-0.07008858
jacksepticeye,adult,0,2395,15957531,0.018346291,0.05774219,0.0393959
jacksepticeye,adult,0,2416,14026593,0.03624535,0.010169936,-0.026075413
jacksepticeye,adult,0,2446,11210919,0.025700618,0.03058823,0.0048876125
jacksepticeye,adult,0,2480,114076512,0.0550263,0.028801909,-0.026224392
jacksepticeye,adult,0,2481,10742315,0.061779708,0.020227058,-0.041552648
jacksepticeye,adult,0,2612,12677404,0.03511656,0.054331936,0.019215375
jacksepticeye,adult,0,2621,11188286,0.056800943,0.04573795,-0.011062995
jacksepticeye,adult,0,2634,13408882,0.02145193,0.01819272,-0.00325921
jacksepticeye,adult,0,2640,12374250,0.0214903,0.045015983,0.023525683
jacksepticeye,adult,0,2642,13142626,0.024166087,0.050444223,0.026278136
jacksepticeye,adult,0,2650,11198317,0.052529365,0.040568523,-0.011960842
jacksepticeye,adult,0,2658,13345001,0.043264966,0.07068811,0.027423147
jacksepticeye,adult,0,2664,12171026,0.057338882,0.03849979,-0.018839091
jacksepticeye,adult,0,2679,12777341,0.07978117,0.07791613,-0.0018650368
jacksepticeye,adult,0,2688,16683086,0.09691467,0.038505826,-0.058408845
jacksepticeye,adult,0,2736,19496678,0.064364925,0.052878954,-0.0114859715
jacksepticeye,adult,0,2784,12855165,0.058332317,0.021086678,-0.03724564
jacksepticeye,adult,0,2898,14918304,0.014334103,0.055053256,0.04071915
jacksepticeye,adult,0,3024,20831638,0.047915347,0.1142995,0.06638415
jacksepticeye,adult,0,3030,11415454,0.051597007,0.14264074,0.09104373
jacksepticeye,adult,0,3032,13009744,0.066159666,0.08314781,0.016988143
jacksepticeye,adult,0,3212,15884022,0.062356688,0.07717248,0.014815792
jacksepticeye,adult,0,3289,17603914,0.015047665,0.021622727,0.006575062
jacksepticeye,adult,0,3360,11682462,0.019188408,0.029067779,0.009879371
jacksepticeye,adult,0,3365,12389997,-0.0077332975,0.035222284,0.04295558
jacksepticeye,adult,0,3367,12623148,0.011309841,0.03491651,0.02360667
jacksepticeye,adult,0,3536,16692380,0.065376535,0.08274387,0.017367333
jacksepticeye,adult,0,3544,13398863,0.073258944,0.033467755,-0.03979119
jacksepticeye,adult,0,3584,13242364,0.05072872,0.029706037,-0.021022683
jacksepticeye,adult,0,3624,11695472,0.058376353,0.037800606,-0.020575747
jacksepticeye,adult,0,3684,13653701,0.06255557,0.057777345,-0.0047782212
jacksepticeye,adult,0,3690,26508059,0.10061467,0.0025351697,-0.098079495
jacksepticeye,adult,0,3693,15230420,0.079401635,0.014698826,-0.06470281
jacksepticeye,adult,0,3698,10904734,0.017548088,0.048754912,0.031206824
jacksepticeye,adult,0,3734,17377066,0.040673185,0.08873101,0.048057828
jacksepticeye,adult,0,3773,20877341,0.070631385,0.054990254,-0.01564113
jacksepticeye,adult,0,3774,11019760,0.06607465,0.058913447,-0.0071612
jacksepticeye,adult,0,3849,13487713,0.06905384,0.08912799,0.020074144
jacksepticeye,adult,0,3871,16357946,0.040483803,0.065897,0.0254132
jacksepticeye,adult,0,3942,12697693,0.02910915,0.09243419,0.06332504
jacksepticeye,adult,0,4013,11577543,0.036818646,0.10980572,0.07298707
jacksepticeye,adult,0,4018,12687128,0.06356243,0.085194096,0.021631666
jacksepticeye,adult,0,4032,11522555,0.07217835,0.043877788,-0.028300561
jacksepticeye,adult,0,4131,11029791,0.14879975,0.059667476,-0.08913227
jacksepticeye,adult,0,4150,12069182,0.071347535,0.108174905,0.03682737
jacksepticeye,adult,0,4182,15311340,0.04922629,0.14651874,0.097292446
jacksepticeye,adult,0,4308,11635268,0.051872157,0.10493138,0.05305922
jacksepticeye,adult,0,4414,10978240,0.049601294,0.046932034,-0.00266926
jacksepticeye,adult,0,4522,11412420,0.05893322,0.051807333,-0.007125888
jacksepticeye,adult,0,4546,12527608,0.07311778,0.07686523,0.0037474558
jacksepticeye,adult,0,4559,11743542,0.08063247,0.092448495,0.011816025
jacksepticeye,adult,0,4570,13216047,0.092448495,0.040117074,-0.05233142
jacksepticeye,adult,0,4647,11895706,0.086511984,0.074246734,-0.01226525
jacksepticeye,adult,0,4658,10701491,0.074246734,0.088060945,0.013814211
jacksepticeye,adult,0,4670,10561131,0.069464356,0.038547333,-0.030917022
jacksepticeye,adult,0,4752,13378874,0.13409212,0.031834897,-0.10225722
jacksepticeye,adult,0,4804,12075268,0.07219182,0.11333059,0.04113877
jacksepticeye,adult,0,4826,14060782,0.056563884,0.08388875,0.027324863
jacksepticeye,adult,0,4879,12554377,0.13243276,0.03793449,-0.09449827
jacksepticeye,adult,0,4894,12756670,0.05224023,0.0792346,0.02699437
jacksepticeye,adult,0,4927,13905419,0.07197908,0.03812908,-0.033850003
jacksepticeye,adult,0,4932,12779515,0.03754109,0.06374588,0.026204787
jacksepticeye,adult,0,4935,17984348,0.039233036,0.089844815,0.05061178
jacksepticeye,adult,0,4940,19312113,0.044682484,0.08266463,0.037982147
jacksepticeye,adult,0,4998,12785867,0.04402534,0.00022599995,-0.04379934
jacksepticeye,adult,0,5029,11667444,0.041239314,0.04549197,0.0042526573
jacksepticeye,adult,0,5056,59395933,0.06768884,0.08684574,0.019156903
jacksepticeye,adult,0,5061,10680378,0.08856765,0.12808415,0.0395165
jacksepticeye,adult,0,5094,26839639,0.027666476,0.053412236,0.02574576
jacksepticeye,adult,0,5109,17391940,0.037418306,0.04467797,0.007259663
jacksepticeye,adult,0,5110,31192325,0.039149202,0.03881411,-0.0003350936
jacksepticeye,adult,0,5193,15043179,-0.016464708,0.09435319,0.1108179
jacksepticeye,adult,0,5245,20657433,-0.022289624,0.09021994,0.11250956
jacksepticeye,adult,0,5247,13567987,0.0070989756,0.09744458,0.090345606
jacksepticeye,adult,0,5256,12144895,0.09021994,0.08262857,-0.007591367
jakepaul,adult,0,181,28706764,0.071368635,0.095923536,0.0245549
jakepaul,adult,0,189,29385715,0.08115559,0.11883839,0.0376828
jakepaul,adult,0,225,29059317,0.14466883,0.095409095,-0.049259737
jakepaul,adult,0,229,60136682,0.1435279,0.17067805,0.027150154
jakepaul,adult,0,256,27903646,0.18621829,0.09550257,-0.09071572
jakepaul,adult,0,282,305898527,0.24063098,0.08686872,-0.15376227
jakepaul,adult,0,284,27481258,0.1956065,0.08098571,-0.11462079
jakepaul,adult,0,295,181217818,0.08098571,0.08690829,0.0059225783
jakepaul,adult,0,299,27266605,0.10981929,0.049251914,-0.06056738
jakepaul,adult,0,302,77980654,0.11994095,0.09327397,-0.026666984
jakepaul,adult,0,304,33764372,0.104439415,0.09922917,-0.005210243
jakepaul,adult,0,308,27767556,0.058290314,0.10251782,0.044227507
jakepaul,adult,0,312,34121368,0.07419348,0.10150901,0.027315535
jakepaul,adult,0,324,62786902,0.120834514,0.13288042,0.012045905
jakepaul,adult,0,353,56657050,0.16302557,0.112569846,-0.050455727
jakepaul,adult,0,376,38591826,0.09312612,0.12208094,0.028954819
jakepaul,adult,0,393,49436912,0.13141496,0.10653446,-0.024880506
jakepaul,adult,0,445,29388524,0.11617418,0.154103,0.03792882
jakepaul,adult,0,473,38159498,0.14472036,0.10459884,-0.040121518
jakepaul,adult,0,498,32119208,0.13639401,0.14764485,0.011250839
jakepaul,adult,0,572,28342642,0.13248208,0.136959,0.00447692
jakepaul,adult,0,636,47288314,0.12452169,0.13684756,0.012325868
jakepaul,adult,0,651,32594097,0.14746128,0.12959307,-0.017868206
jakepaul,adult,0,667,31784756,0.18334205,0.20512125,0.021779194
jakepaul,adult,0,685,32195065,0.16301581,0.029642005,-0.13337381
jakepaul,adult,0,719,31375768,0.116022505,0.089730926,-0.026291579
jakepaul,adult,0,872,31400681,0.11608843,0.05287323,-0.063215196
jakepaul,adult,0,1021,36181810,0.017545499,0.021524835,0.0039793365
jamescharles,adult,0,109,29736231,0.02585426,0.05177732,0.025923062
jamescharles,adult,0,120,28457959,0.05177732,0.053328026,0.0015507042
jamescharles,adult,0,129,36170377,0.05417801,0.030248955,-0.023929056
jamescharles,adult,0,136,29167502,0.032557163,0.03674026,0.004183095
jamescharles,adult,0,137,31859418,0.033718284,0.022689445,-0.011028839
jamescharles,adult,0,156,41699583,0.04374128,0.04986836,0.006127082
jamescharles,adult,0,158,24654021,0.040456533,0.047351893,0.0068953596
jamescharles,adult,0,167,45210172,0.04986836,0.03619212,-0.013676241
jamescharles,adult,0,173,26193315,0.029853176,0.017943876,-0.0119093
jamescharles,adult,0,182,32607289,0.03100155,0.0020454756,-0.028956074
jamescharles,adult,0,184,23710168,0.017943876,-0.0073474147,-0.02529129
jamescharles,adult,0,186,54803206,-0.0008552674,0.007027802,0.007883069
jamescharles,adult,0,193,49902982,0.0020454756,0.021109754,0.01906428
jamescharles,adult,0,211,28849739,-0.009097342,-0.020004055,-0.010906712
jamescharles,adult,0,212,23569934,-0.014734857,-0.008772513,0.005962344
jamescharles,adult,0,220,58535645,-0.03901998,0.03635422,0.0753742
jamescharles,adult,0,253,33688663,0.044435043,0.06272608,0.018291038
jamescharles,adult,0,258,38363672,0.06784026,0.030571874,-0.03726839
jamescharles,adult,0,275,34190984,0.022882085,0.08946829,0.06658621
jamescharles,adult,0,281,23899135,0.07540114,0.062027913,-0.01337323
jamescharles,adult,0,290,30073749,0.036104787,0.038792327,0.00268754
jamescharles,adult,0,291,34516997,0.066422,0.03785839,-0.028563611
jamescharles,adult,0,305,24630334,0.016666204,0.06663952,0.049973316
jamescharles,adult,0,308,42618928,0.049024038,0.07086966,0.021845624
jamescharles,adult,0,315,35766616,0.09315833,0.09113653,-0.002021797
jamescharles,adult,0,320,53187655,0.057475977,0.079186276,0.021710299
jamescharles,adult,0,418,29827668,0.024079854,0.0957336,0.071653746
jamescharles,adult,0,496,51304743,-0.011340121,0.005896119,0.01723624
jamescharles,adult,0,513,38071039,0.0024659194,0.036158137,0.03369222
jeffnippard,adult,0,377,16986739,-0.03839513,-0.07500064,-0.036605507
jeffnippard,adult,0,453,30115825,-0.016002523,0.0007892158,0.016791739
jeffnippard,adult,0,464,16123908,0.0007892158,-0.05740448,-0.0581937
jeffnippard,adult,0,467,14765944,-0.045878865,-0.045293573,0.00058529153
jeffnippard,adult,0,480,35867427,-0.048765074,-0.037977748,0.010787327
jeffnippard,adult,0,491,17390193,-0.037977748,-0.0076093925,0.030368354
jeffnippard,adult,0,492,16931892,-0.030505072,-0.012241521,0.018263552
jeffnippard,adult,0,496,17638041,-0.022221584,-0.0013915725,0.020830011
jeffnippard,adult,0,503,33602022,-0.012241521,0.010389055,0.022630576
jeffnippard,adult,0,505,14765546,0.0068796747,-0.0034168765,-0.0102965515
jeffnippard,adult,0,507,18815176,-0.0013915725,-0.011423426,-0.010031853
jeffnippard,adult,0,516,27895128,-0.0034168765,-0.04568719,-0.042270314
jeffnippard,adult,0,519,14771188,-0.021345535,-0.020558812,0.00078672357
jeffnippard,adult,0,522,19394372,-0.044729307,-0.036284845,0.008444462
jeffnippard,adult,0,527,20315346,-0.04568719,-0.064392924,-0.018705733
jeffnippard,adult,0,534,16999761,-0.05113157,-0.018362468,0.0327691
jeffnippard,adult,0,553,14634015,-0.043837328,0.0013010561,0.045138385
jeffnippard,adult,0,559,69752085,-0.034898624,-0.006068436,0.028830187
jeffnippard,adult,0,562,23692244,0.0055295425,-0.01798926,-0.0235188
jeffnippard,adult,0,567,35896866,0.0068100775,-0.053945243,-0.06075532
jeffnippard,adult,0,578,19649920,-0.053945243,-0.043368157,0.010577086
jeffnippard,adult,0,580,15037541,-0.02673235,-0.041264452,-0.014532102
jeffnippard,adult,0,591,18821559,-0.041264452,-0.061590187,-0.020325735
jeffreestar,adult,0,89,19316698,0.008001346,0.031053603,0.023052257
jeffreestar,adult,0,247,22371923,0.036868885,0.013098183,-0.023770701
