channel_id,video_id,title,published_text,length_seconds,views,is_live,description_snippet,is_commercial,has_emotional_title
UCbZgDzTkBQMkPWYBFESJ3sQ,G1skUzOmVn8,Saran Wrap Ball Game With A Twist!,1 year ago,1840,55671.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,SlIZAiXGg2g,12 Games Of Christmas! Family Game Night!,1 year ago,1562,66467.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,SDtJlfwGjRw,Christmas Treats Bake Off!,1 year ago,1174,29154.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,SAdaivmymdk,Christmas Shopping 2024!,1 year ago,1534,27782.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,2JuHAOXesqA,Decorate For Christmas With Me!,1 year ago,1682,23633.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,TnbqQRASSeA,Jacob's Mission Update! A Hurricane And A Bike Crash!,1 year ago,916,50054.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,ZX5LOnIuRw8,Game Night! Jackbox Survey Scramble!,1 year ago,1293,21396.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,PKnKRbybgRg,Family Game Night! Wordsmithery!,1 year ago,1245,24328.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,W1NTIeWt-Ls,I Lost My Family! DollMaker,1 year ago,1521,214062.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,l9pRxmkIwyY,Halloween Party Treats Bakeoff! Vote For Your Favorite!,1 year ago,1232,28938.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,wkxAIxXTXkA,Everything I Have Harvested From My Garden In 2024!,1 year ago,4277,19241.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,irwguJ04aHk,Saying Goodbye To Jacob For Two Years!,1 year ago,1590,156167.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,ZH_Q9gEcyYs,Decorating Ty's School Locker! Making It Cool!,1 year ago,690,44281.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,ZxuSYLYiCWY,Land On It And Win It! Family Game Night!,1 year ago,1832,69933.0,False,,False,False
UCbZgDzTkBQMkPWYBFESJ3sQ,7fLvRdb2BH4,Trying Foods We Have Never Tried At Our County Fair!,1 year ago,1280,31526.0,False,,False,False
