channel_id,video_id,title,published_text,length_seconds,views,is_live,description_snippet,is_commercial,has_emotional_title
UCBuUuRAVanvOFTd7krncsyg,R2nKqfJ3vmA,I said some interesting things as a kid! ,6 months ago,37,481628.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,Zm88d_Bfvx8,Get Ready With Me for My First Dance Team Performance!,8 months ago,122,78595.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,AAjdSQneTtE,BACK TO SCHOOL SHOPPING - HIGH SCHOOL SENIOR EDITION!!! What's In My Backpack!,8 months ago,689,176320.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,DV_WtDEYujk,HEATLESS CURLS TUTORIAL!,9 months ago,199,168502.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,jzH8grjRahE,PHOTOSHOOT!!! Help Me Choose My New Profile Pics!,9 months ago,152,78907.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,tXUSKA3_U1M,What Happened to JILLIANTUBEHD??? Q&A 2025,10 months ago,723,95279.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,3yoDSUmZRGE,NEW ROOM TOUR!!! JillianTubeHD Update!,10 months ago,849,114607.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,hHQsMipsEfM,I'M BACK ON YOUTUBE!!!,10 months ago,129,84342.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,0B3-YbTtmdY,I FINALLY GOT MY BRACES OFF!!! JillianTubeHD Before & After!,2 years ago,553,347901.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,-scu0FG7cmo,NEW Q&A!!! JillianTubeHD 5 Years Later!,3 years ago,1207,952727.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,eKOOS2LBsDM,I Got a NEW TIKTOK Account for Christmas!!!,3 years ago,221,254543.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,z1rwWlFV1l0,WE BUILT ORNAMENTS OUT OF LEGO BRICKS!,3 years ago,305,521390.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,tgrlmbIFRuI,We Built the Ultimate LEGO® SUPER MARIO™ Course!,3 years ago,1431,260901.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,gXocDiOMGuQ,LEGO DOTS ROOM MAKEOVER!!!,3 years ago,479,251808.0,False,,False,False
UCBuUuRAVanvOFTd7krncsyg,oNqPAuwKwfE,"1st DAY OF HIGH SCHOOL SHOPPING HAUL!!! Back to School Supplies, Clothes, Everything I Need!",3 years ago,827,147688.0,False,,False,False
