channel_id,video_id,title,published_text,length_seconds,views,is_live,description_snippet,is_commercial,has_emotional_title
UCWdE00ZmF4BATCgGgo92Mew,mBMzKljcSho,"আমাদের এখানে একদম নেট বন্ধ 😕, বাড়ি এসে যে এত বিপদে পড়ে যাব ভাবতে পারিনি 😔😔#vlog#themillitaryfamily",1 year ago,468,4811.0,False,,False,False
UCWdE00ZmF4BATCgGgo92Mew,SNsAgIIZZTA,তাড়াহুড়োর কাজ শয়তানের 😕fwc যাওয়ার জন্য দুপুরের ঘুমটা ঠিক করে হলো না 🥹#vlog#themillitaryfamily,1 year ago,613,12210.0,False,,False,False
UCWdE00ZmF4BATCgGgo92Mew,9E0gPaVFAUo,ফাইনালি husband  বাড়ি পৌছোলো🥰 অনেক অপেক্ষার পর 🙏#vlog#armyquarter#themillitaryfamily,1 year ago,417,11437.0,False,,False,False
UCWdE00ZmF4BATCgGgo92Mew,wlLZpVl8BTw,"বিপদ কখনো বলে কয়ে আসে না 🥺🥺, আজকের দিনটা আমার খুব খারাপ গেলো ☹️#vlog#armyquarter#themillitaryfamily",1 year ago,562,5042.0,False,,False,False
UCWdE00ZmF4BATCgGgo92Mew,l-7aqR2L4ew,আজকেই একা থাকার শেষদিন 😁 তারপর অপেক্ষার অবসান 🥰#familyvlog#vlog#themillitaryfamily,1 year ago,520,7546.0,False,,False,False
UCWdE00ZmF4BATCgGgo92Mew,2S3XxJ_ju-E,"সব বাজার শেষ হয়ে গেছে, এভাবেই দুটো দিন চালিয়ে নেব😑😑#vlog#themillitaryfamily",1 year ago,844,5440.0,False,,False,False
UCWdE00ZmF4BATCgGgo92Mew,NrqV3Zu7LU0,"আমার কিট্টু সোনার ৩ বছরের জন্মদিন, আমি একাই সব আয়োজন করলাম 🙁#birthdayvlog #themillitaryfamily#vlog",1 year ago,791,8467.0,False,,False,False
UCWdE00ZmF4BATCgGgo92Mew,Lw0RaF_ayKA,প্রথমবার ছেলে নিয়ে একা দীপাবলি কাটালাম🎇 সবাইকে মিষ্টি বানিয়ে দিয়ে এলাম 🥰#bengali vlog,1 year ago,753,8435.0,False,,False,False
UCWdE00ZmF4BATCgGgo92Mew,LOrEn59rDDk,আজ বাজারে গিয়ে এত বিপদে পড়ে যাব ভাবতে পারিনি 😔😔#vlog#themillitaryfamily,1 year ago,360,4809.0,False,,False,False
UCWdE00ZmF4BATCgGgo92Mew,aDnOvz5YxGQ,কোয়ার্টারে নাকি কোনো কাজ থাকে না 🥹 তবে আমি জানিনা কেন আমি সারাটাদিনে একবার বসার সময় পায়না 😔#blog,1 year ago,355,6764.0,False,,False,False
