channel_id,video_id,title,published_text,length_seconds,views,is_live,description_snippet,is_commercial,has_emotional_title
UC44eGZ76AJLHAxPaJ_MW2RA,L21APqiJF7o,Assistant Super Mario Adventure: Maui and the Giant Obstacle Course Challenge,4 weeks ago,2474,8341.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,l-G7o2DOLfQ,Can the Assistant and Mr Engineer Pass the Chained Together Roblox Obby?,4 weeks ago,1513,49565.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,JK2h7AJOkpg,Assistant Teaches Baby Paw Patrol to Eat Healthy and do Funny Dances,1 month ago,1217,2398.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,SS--s8GY-mU,Assistant's Hawaii Paw Patrol Parody Compilation with Marshall and Skye,1 month ago,3432,3280.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,pIobSx4b3i4,Assistant Explains Jobs in the Toy Industry: Fun Career Paths for Kids!,1 month ago,1277,2171.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,2OT4vilAKNc,Assistant's Dogs Wiggles and Waffles Transform into Spidey and Hulk,1 month ago,962,8136.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,fVitH32ieaI,Assistant and Dog Wiggles Take on Batboy Ryan and the Crooked Convicts,1 month ago,3504,714068.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,szErpMRp_nk,Assistant Finds Green Goblin Treasure with Spidey and Paw Patrol,1 month ago,1160,687466.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,bg4DEp6Ej2o,Assistant and Waggles Box Fort Play Doh Adventure Compilation!,1 month ago,4030,3887.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,iak6A6bMt1I,Assistant Finds Hidden Play Doh Dental Tools Hidden by Mayor Humdinger,1 month ago,911,89770.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,o-E3KIGDD6s,Assistant hunts for Spidey and friends at Disneyland Tom Sawyer Island,1 month ago,1502,8995.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,pUnAhZmIE2w,Assistant Searches for Paw Patrol and the Cat Pack,1 month ago,3154,7869.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,IurFhu15FFg,Assistant finds the World's Cutest Plush at the New York Jellycat Diner!,1 month ago,1081,72811.0,False,,False,False
UC44eGZ76AJLHAxPaJ_MW2RA,vcT8tLEBjdw,Assistant Makes Giant Slime Ice Cream at the Kawaii Slime! Year 2!,2 months ago,1030,2973.0,False,,False,False
