channel,category,is_family,viral_idx,viral_views,viral_exploit_score,pre_mean,post_mean,drift_change
familyfunpack,family,1,230,155108000,0.058478024,0.048744634,-0.0062729046,-0.05501754
familyfunpack,family,1,235,67256852,0.026745334,0.02648936,0.017710112,-0.008779248
familyfunpack,family,1,237,630068749,0.13171966,0.010215622,0.034405045,0.024189424
familyfunpack,family,1,248,218044226,0.050269354,-0.0002067844,0.043744277,0.04395106
familyfunpack,family,1,253,78700851,0.029501848,0.034405045,0.013555928,-0.020849116
familyfunpack,family,1,257,76777063,0.25717998,0.052599747,0.010059941,-0.042539805
familyfunpack,family,1,272,127384284,0.13837656,0.017980171,0.025848394,0.007868223
familyfunpack,family,1,309,79287661,0.15267342,0.06971189,0.032530174,-0.037181713
familyfunpack,family,1,313,236306437,-0.14223759,0.08198043,0.028734872,-0.05324556
familyfunpack,family,1,317,60144695,-0.019391932,0.0802699,0.019831728,-0.060438175
familyfunpack,family,1,323,133699001,-0.02714315,0.04748653,0.02051282,-0.02697371
familyfunpack,family,1,326,297983305,0.09794298,0.014450946,0.027969586,0.01351864
familyfunpack,family,1,345,181631880,-0.0609755,0.040462036,-0.010377115,-0.05083915
familyfunpack,family,1,350,104043343,0.101919405,0.02070738,0.011050338,-0.009657042
familyfunpack,family,1,358,70191600,-0.036921307,0.0087600555,0.016597569,0.007837513
familyfunpack,family,1,369,98223512,0.022986844,0.00669871,-0.059857562,-0.066556275
familyfunpack,family,1,387,375253377,0.114980154,-0.066434376,-0.021886297,0.04454808
familyfunpack,family,1,415,48885756,0.010850344,0.014581442,0.0071303747,-0.007451067
familyfunpack,family,1,417,82315530,-0.13606723,0.015158161,0.010811876,-0.004346285
familyfunpack,family,1,424,71522988,0.033395328,0.012242689,0.004446673,-0.0077960156
familyfunpack,family,1,434,157534756,0.19114035,0.008585563,0.009436399,0.0008508358
familyfunpack,family,1,442,60085413,0.013284463,-0.0012764434,0.036866408,0.038142852
familyfunpack,family,1,445,71682057,0.13810599,0.020275282,0.014077479,-0.0061978027
familyfunpack,family,1,447,84974587,0.1303934,0.029483791,0.024799395,-0.004684396
familyfunpack,family,1,453,94386189,0.1121709,0.027031718,0.00844845,-0.018583268
familyfunpack,family,1,467,68304291,0.06440404,0.017086865,-0.040757474,-0.05784434
familyfunpack,family,1,469,82443655,-0.20903736,0.00844845,-0.03170434,-0.04015279
familyfunpack,family,1,494,50024496,0.015512481,-0.017535627,-0.055053927,-0.0375183
familyfunpack,family,1,505,62311356,0.008362237,-0.023539536,-0.04350182,-0.019962285
familyfunpack,family,1,506,54331471,-0.19439235,-0.027296185,-0.023317853,0.0039783325
familyfunpack,family,1,528,79573537,-0.051580496,-0.015821533,-0.0013137648,0.014507769
familyfunpack,family,1,532,54557825,-0.02036277,-0.00039997598,0.0024372945,0.0028372705
familyfunpack,family,1,542,47362200,-0.036964852,-0.012114159,0.019181728,0.031295888
familyfunpack,family,1,558,94936483,-0.08222695,0.019181728,0.010134865,-0.009046864
familyfunpack,family,1,574,70825857,0.093114555,0.010134865,0.0147593105,0.004624446
familyfunpack,family,1,586,57091676,-0.028602064,0.018247932,-0.012853181,-0.031101113
familyfunpack,family,1,603,46820762,-0.032951895,-0.021751946,0.027616994,0.04936894
familyfunpack,family,1,617,126406271,0.066481754,0.016021064,-0.038457513,-0.05447858
familyfunpack,family,1,637,124999979,0.03678777,-0.024618594,-0.004839306,0.019779287
familyfunpack,family,1,668,83401154,-0.00897456,-0.0076420982,-0.027027477,-0.019385379
familyfunpack,family,1,674,72139435,0.07349693,-0.035170358,-0.03918462,-0.004014261
familyfunpack,family,1,710,47370649,-0.07515073,-0.018780796,-0.033029493,-0.014248697
familyfunpack,family,1,750,76717410,0.014829118,-0.031652555,-0.0010014529,0.030651102
familyfunpack,family,1,756,51665738,-0.07716287,-0.011018511,-0.008957397,0.0020611137
familyfunpack,family,1,757,86049782,-0.09439765,-0.015877012,0.0015160203,0.017393032
familyfunpack,family,1,770,47067281,0.07028318,-0.019008987,-0.020891061,-0.0018820744
familyfunpack,family,1,836,89710696,0.11283649,-0.05127596,-0.00844824,0.04282772
familyfunpack,family,1,876,133048553,0.019458197,-0.06710311,-0.023606129,0.04349698
familyfunpack,family,1,883,186423041,0.050378047,-0.054054014,-0.011298931,0.042755082
familyfunpack,family,1,902,135733201,0.044702318,-0.01512241,0.028856946,0.043979354
familyfunpack,family,1,1248,46803300,0.1352756,0.033731088,0.012184196,-0.021546893
familyfunpack,family,1,1692,49999184,0.14757857,0.013851187,0.022705965,0.008854778
grahamstephan,adult,0,293,8689619,0.06619065,0.034178827,0.036176756,0.001997929
grahamstephan,adult,0,811,28218692,0.12286323,0.056325283,0.05382101,-0.0025042742
grahamstephan,adult,0,825,48080657,0.022283802,0.06859288,0.03849806,-0.030094825
grahamstephan,adult,0,836,9849936,0.18475264,0.035093144,0.026597973,-0.008495171
grahamstephan,adult,0,846,46274370,-0.010239945,0.040996756,0.04997398,0.008977223
grahamstephan,adult,0,854,10655726,0.08937137,0.03625109,0.040862918,0.0046118274
grahamstephan,adult,0,864,7895295,0.15101534,0.054700445,0.056100164,0.0013997182
grahamstephan,adult,0,872,8248909,0.19156285,0.042586155,0.07025235,0.027666196
grahamstephan,adult,0,883,8721100,0.13189551,0.07515812,0.04364322,-0.031514898
grahamstephan,adult,0,885,8156890,0.06338173,0.0807505,0.061211117,-0.019539386
grahamstephan,adult,0,897,7750934,-0.038632825,0.053784866,0.02849743,-0.025287436
grahamstephan,adult,0,900,41318875,0.1375854,0.05626421,0.024222502,-0.032041706
grahamstephan,adult,0,905,7871364,0.09421578,0.07048677,0.01596303,-0.05452374
grahamstephan,adult,0,912,9445296,-0.113044135,0.03345818,0.053968366,0.020510186
grahamstephan,adult,0,915,12869736,0.13826466,0.024177218,0.043457218,0.01928
grahamstephan,adult,0,920,8507175,0.10353193,0.015341952,0.03748208,0.022140127
grahamstephan,adult,0,926,10389077,0.19138782,0.028807152,0.055129,0.026321847
grahamstephan,adult,0,931,10210895,-0.033982918,0.043457218,0.057685323,0.014228106
grahamstephan,adult,0,935,12247868,0.07233276,0.039562024,0.060444817,0.020882793
grahamstephan,adult,0,941,38433732,0.2140994,0.053614892,0.043817874,-0.009797018
grahamstephan,adult,0,951,8743639,0.097428456,0.060444817,0.035920624,-0.024524193
grahamstephan,adult,0,965,7843352,-0.06782476,0.03878837,0.040958054,0.0021696836
grahamstephan,adult,0,971,30850298,0.13297357,0.04280894,0.010648203,-0.032160737
grahamstephan,adult,0,982,22327004,0.060509264,0.03270067,0.05034167,0.017641
grahamstephan,adult,0,990,13237909,0.0739298,0.016472451,0.055002972,0.03853052
grahamstephan,adult,0,996,12590721,0.10614556,0.051157933,0.012995539,-0.038162395
grahamstephan,adult,0,1010,38684902,-0.02174054,0.03175897,0.07387195,0.042112976
grahamstephan,adult,0,1017,8118745,0.15643746,0.035065904,0.07843368,0.043367773
grahamstephan,adult,0,1022,8186443,0.18436146,0.040447634,0.087787546,0.047339913
grahamstephan,adult,0,1036,7953227,0.04827057,0.08338154,0.07514759,-0.00823395
grahamstephan,adult,0,1040,7594034,0.026667517,0.08668901,0.052402865,-0.034286145
grahamstephan,adult,0,1059,12763412,0.09747172,0.056459013,0.118795544,0.06233653
grahamstephan,adult,0,1070,11417222,0.13297357,0.103930384,0.08659284,-0.017337546
grahamstephan,adult,0,1130,7929310,0.016114183,0.042236123,0.10867376,0.06643763
gregdoucette,adult,0,169,5165131,0.07380499,-0.0032471926,0.0027140277,0.0059612202
gregdoucette,adult,0,283,1679740,0.03562894,0.0131478915,-0.00040789545,-0.013555787
gregdoucette,adult,0,435,3378674,0.11979764,0.015982313,0.051381286,0.035398975
gregdoucette,adult,0,438,1455976,0.036248714,0.03095612,0.056929078,0.025972959
gregdoucette,adult,0,454,1829652,0.06934887,0.056929078,0.0027344048,-0.054194674
gregdoucette,adult,0,480,1570359,0.0257614,-0.0133324545,0.03690606,0.050238512
gregdoucette,adult,0,497,1586184,0.23135875,0.040679798,0.058340885,0.017661087
gregdoucette,adult,0,506,2301302,0.141253,0.049875893,0.03856035,-0.011315543
gregdoucette,adult,0,522,2354694,-0.031549193,0.03856035,0.06128299,0.02272264
gregdoucette,adult,0,583,1885768,0.07264215,0.0800499,0.07702823,-0.0030216724
gregdoucette,adult,0,600,1442439,-0.013823541,0.084264144,0.0870334,0.0027692541
gregdoucette,adult,0,708,1683189,0.09643364,0.06791245,0.047851566,-0.020060886
gregdoucette,adult,0,739,1676213,0.0840084,0.055627607,0.07832218,0.022694573
gregdoucette,adult,0,1006,1480307,0.00072266534,0.0578009,0.044061773,-0.013739128
gregdoucette,adult,0,1257,4955434,0.14024442,0.05920597,0.06593558,0.0067296103
gregdoucette,adult,0,1384,1631702,0.15139095,0.060482178,0.0317481,-0.028734077
gregdoucette,adult,0,1397,1480789,0.0023823977,0.02537054,0.07860294,0.0532324
gregdoucette,adult,0,1494,5468714,0.09080982,0.06503928,0.0570258,-0.008013476
gregdoucette,adult,0,1499,4443285,0.095525146,0.07979632,0.067009844,-0.012786478
gregdoucette,adult,0,1520,8439577,0.066155255,0.061271653,0.06647257,0.005200915
gregdoucette,adult,0,1696,3068773,0.1344805,0.0807446,0.046763163,-0.03398144
gregdoucette,adult,0,1737,2267853,-0.0108787455,0.07384605,0.05741953,-0.016426519
gregdoucette,adult,0,1981,4530307,0.28237557,0.08736499,0.07806062,-0.009304367
gregdoucette,adult,0,2276,2902247,-0.045934066,0.06719717,0.074678406,0.0074812397
gregdoucette,adult,0,2278,2117387,-0.07177581,0.078512855,0.07123103,-0.007281825
gregdoucette,adult,0,2439,2732057,0.022571865,0.12013132,0.06265059,-0.05748073
gregdoucette,adult,0,2469,6216392,0.17360175,0.12042335,0.0790875,-0.041335844
gregdoucette,adult,0,2551,3753425,0.13810888,0.07166563,0.07333532,0.00166969
gregdoucette,adult,0,2559,1421348,0.08686201,0.087915726,0.08216523,-0.0057504997
gregdoucette,adult,0,2565,9201244,0.061008602,0.09202425,0.0564811,-0.03554315
gregdoucette,adult,0,2626,5009006,0.20284465,0.10716687,0.0765772,-0.03058967
gregdoucette,adult,0,2628,7050096,0.10518419,0.101048626,0.084518276,-0.01653035
gregdoucette,adult,0,2645,18083457,0.07755624,0.08375553,0.08328592,-0.0004696101
gregdoucette,adult,0,2663,8358044,0.091193646,0.067125134,0.062899895,-0.004225239
gregdoucette,adult,0,2684,4624108,0.08300966,0.08541902,0.07609579,-0.009323232
gregdoucette,adult,0,2705,1697294,0.016079567,0.06797897,0.113579184,0.045600213
gregdoucette,adult,0,2722,3387295,-0.022262938,0.11386347,0.12568773,0.011824265
gregdoucette,adult,0,2729,2816982,0.1392312,0.10413353,0.10697304,0.0028395057
gregdoucette,adult,0,2733,1610748,0.13444969,0.10376928,0.09674602,-0.00702326
gregdoucette,adult,0,2734,1537388,0.12228851,0.101246,0.09299465,-0.008251347
gregdoucette,adult,0,2735,3075205,0.12415452,0.10251738,0.092575274,-0.009942107
gregdoucette,adult,0,2782,1664206,0.12654619,0.0888275,0.112711735,0.023884237
gregdoucette,adult,0,2786,2343931,0.1250848,0.090184,0.08986286,-0.00032114238
gregdoucette,adult,0,2788,2123321,0.13271981,0.10725398,0.07633507,-0.030918911
gregdoucette,adult,0,2793,12209471,0.2040241,0.112024345,0.08572437,-0.026299976
gregdoucette,adult,0,2810,1922607,0.12879372,0.08406915,0.12085063,0.036781482
gregdoucette,adult,0,2811,2385771,0.09507018,0.09132608,0.12850308,0.037177004
gregdoucette,adult,0,2823,6142875,-0.005572658,0.12594856,0.0984777,-0.027470864
gregdoucette,adult,0,2828,3778860,0.09428854,0.12527227,0.088020205,-0.03725207
gregdoucette,adult,0,2841,1995895,0.22385943,0.08599535,0.049149618,-0.03684573
gregdoucette,adult,0,2874,2001317,0.029971521,0.1051844,0.046372708,-0.05881169
gregdoucette,adult,0,2880,1959787,0.05667583,0.062055126,0.07339067,0.011335544
gregdoucette,adult,0,2930,6722961,0.122982554,0.04785188,0.09229939,0.044447508
gregdoucette,adult,0,2991,1452904,0.00940738,0.06728192,0.0589932,-0.008288715
gregdoucette,adult,0,3053,1987900,0.122026786,0.052844048,0.08069427,0.027850226
gregdoucette,adult,0,3094,1811430,0.13760923,0.08837004,0.08877761,0.0004075691
gregdoucette,adult,0,3175,2354286,0.050937273,0.10997053,0.0993011,-0.010669433
gregdoucette,adult,0,3537,3215211,0.16543931,0.107249,0.08969634,-0.017552659
gregdoucette,adult,0,3584,3388000,0.06630212,0.074016914,0.081535056,0.0075181425
gregdoucette,adult,0,3585,2789793,0.05043116,0.073231585,0.087328196,0.01409661
gregdoucette,adult,0,3713,1674634,0.3045643,0.037966825,0.04360254,0.005635716
gregdoucette,adult,0,3756,4291894,-0.05978305,0.07790269,0.08584187,0.007939182
gregdoucette,adult,0,3765,1794460,0.1307511,0.08576036,0.054186687,-0.031573676
gregdoucette,adult,0,3811,1688568,0.15558025,0.070329815,0.10068476,0.030354947
halfasinteresting,adult,0,27,6169386,0.12738541,0.02914676,0.04616182,0.017015059
halfasinteresting,adult,0,63,5606565,0.19059065,0.043364998,0.041681904,-0.0016830936
halfasinteresting,adult,0,81,4494094,0.00091869757,0.044606473,0.09466084,0.050054368
halfasinteresting,adult,0,83,4011367,0.039076027,0.047401514,0.08639538,0.03899387
halfasinteresting,adult,0,87,3928170,0.11437808,0.052628372,0.06948107,0.016852695
halfasinteresting,adult,0,94,5482557,-0.007821785,0.072132275,0.052569922,-0.019562352
halfasinteresting,adult,0,105,4777951,0.11268016,0.05781396,0.02379592,-0.03401804
halfasinteresting,adult,0,109,6354154,0.06794792,0.047518607,0.0075715375,-0.03994707
halfasinteresting,adult,0,156,4875920,0.044787377,0.025034098,0.025567599,0.0005335007
halfasinteresting,adult,0,168,4573272,0.10501249,0.020795232,0.07350785,0.05271262
halfasinteresting,adult,0,174,4971965,0.13382517,0.019124238,0.06407912,0.04495488
halfasinteresting,adult,0,249,8699954,0.083089806,0.03238625,0.08398561,0.05159936
halfasinteresting,adult,0,280,4283658,-0.013789851,0.047592025,0.037599094,-0.009992931
halfasinteresting,adult,0,297,7330539,0.12510642,0.027372787,0.07574495,0.048372164
halfasinteresting,adult,0,309,4893616,-0.0013523195,0.07600656,0.0020403948,-0.07396617
halfasinteresting,adult,0,346,7297197,0.049848024,0.043210253,0.023398526,-0.019811727
halfasinteresting,adult,0,378,4187061,0.0694039,0.0014087448,0.05306704,0.051658295
halfasinteresting,adult,0,440,4269973,-0.05654808,0.053045306,0.027927134,-0.025118172
itsyeboi,family,1,63,5946712,0.1267797,0.088824876,0.07333593,-0.015488945
itsyeboi,family,1,78,4422499,0.09255082,0.07561786,0.09373732,0.018119462
itsyeboi,family,1,91,3667948,0.13697442,0.10832121,0.08092036,-0.027400851
itsyeboi,family,1,121,3790125,0.1782667,0.09512965,0.08919795,-0.005931698
itsyeboi,family,1,148,15297247,0.15868631,0.13456379,0.10401473,-0.030549057
itsyeboi,family,1,151,8526993,-0.11628359,0.13281097,0.12448936,-0.008321606
itsyeboi,family,1,160,3283348,0.32454205,0.08784681,0.09921803,0.011371225
itsyeboi,family,1,209,4948956,0.15549426,0.12199605,0.04591261,-0.076083444
itsyeboi,family,1,244,3390429,0.14809367,0.10680893,0.09966658,-0.00714235
itsyeboi,family,1,250,2951425,0.15474834,0.11089457,0.0858843,-0.025010265
itsyeboi,family,1,255,5426214,0.022572355,0.10152391,0.09377839,-0.0077455267
itsyeboi,family,1,261,6703695,0.10853485,0.0998092,0.079830185,-0.019979015
itsyeboi,family,1,270,3319452,0.1673025,0.084129706,0.08401532,-0.000114388764
itsyeboi,family,1,271,3146311,-0.0012857597,0.09377839,0.09063372,-0.0031446666
itsyeboi,family,1,318,4155251,0.1143132,0.090610854,0.09644924,0.0058383867
itsyeboi,family,1,320,6056238,0.09194501,0.09053875,0.09460257,0.0040638223
itsyeboi,family,1,387,3224674,0.0041549504,0.11870236,0.066608,-0.052094363
itsyeboi,family,1,389,3401737,0.056493107,0.11341147,0.05528206,-0.05812941
itsyeboi,family,1,399,2845602,0.053824365,0.085298315,0.06364537,-0.021652944
itsyeboi,family,1,408,3659664,0.0799666,0.056902014,0.07639841,0.019496396
itsyeboi,family,1,435,3856444,0.20310184,0.08257177,0.06837873,-0.014193036
itsyeboi,family,1,501,3265904,0.13172379,0.073948435,0.08152961,0.0075811744
jacksepticeye,adult,0,470,15980931,0.1176427,0.09966347,0.06943993,-0.030223541
jacksepticeye,adult,0,513,17413010,0.015795285,0.07176577,0.09381604,0.022050269
jacksepticeye,adult,0,524,10623114,0.037919153,0.094076835,0.054369275,-0.03970756
jacksepticeye,adult,0,529,21829618,0.062079255,0.09381604,0.039425675,-0.054390367
jacksepticeye,adult,0,549,10954462,0.05515611,0.047531966,0.07798716,0.03045519
jacksepticeye,adult,0,553,15730150,0.15689293,0.07019429,0.061461475,-0.008732814
jacksepticeye,adult,0,611,16924315,0.09222871,0.058286402,0.024399621,-0.033886783
jacksepticeye,adult,0,627,12350423,-0.008174295,0.024399621,0.042601362,0.01820174
jacksepticeye,adult,0,632,12669501,-0.06365235,0.01356079,0.071295895,0.057735104
jacksepticeye,adult,0,660,12907996,0.0060840696,0.033595417,0.021886619,-0.011708798
jacksepticeye,adult,0,687,15230837,-0.06292585,0.04518581,0.02968078,-0.015505033
jacksepticeye,adult,0,697,13308719,-0.016232194,0.039052557,0.07331116,0.0342586
jacksepticeye,adult,0,722,18651469,0.023516033,0.07187894,0.04190677,-0.02997217
jacksepticeye,adult,0,756,13780578,0.08924428,0.12591653,0.12263573,-0.003280796
jacksepticeye,adult,0,784,12014239,0.023058075,0.08091838,0.057801805,-0.023116574
jacksepticeye,adult,0,905,17517125,0.16597606,0.027783222,0.038106374,0.010323152
jacksepticeye,adult,0,907,11882575,0.04663237,0.027575675,0.03641212,0.0088364445
jacksepticeye,adult,0,946,18857327,0.26007962,0.07381089,0.06958206,-0.0042288303
jacksepticeye,adult,0,967,10990572,0.17651592,0.050579045,0.041694082,-0.008884963
jacksepticeye,adult,0,981,11738655,0.26067838,0.032114007,0.035276692,0.0031626858
jacksepticeye,adult,0,1067,15792172,0.051024545,0.017109824,0.05248178,0.03537196
jacksepticeye,adult,0,1078,15723799,0.013642963,0.049194295,0.054796673,0.0056023784
jacksepticeye,adult,0,1083,11376419,-0.003911174,0.05248178,0.056542154,0.0040603727
jacksepticeye,adult,0,1101,10844200,0.18256602,0.06382356,0.04974258,-0.014080979
jacksepticeye,adult,0,1117,17226883,0.0803887,0.04974258,0.05065183,0.00090925023
jacksepticeye,adult,0,1132,13335751,0.049752496,0.05269425,0.0672414,0.014547151
jacksepticeye,adult,0,1140,13951339,0.04074646,0.063653104,0.045919612,-0.017733492
jacksepticeye,adult,0,1156,12178618,0.050716538,0.045919612,0.038821407,-0.0070982054
jacksepticeye,adult,0,1157,11250144,0.023831187,0.041853417,0.038524088,-0.0033293292
jacksepticeye,adult,0,1189,13529633,0.18603373,0.06550189,0.060502328,-0.004999563
jacksepticeye,adult,0,1201,12045031,0.121436074,0.07342817,0.09310959,0.019681424
jacksepticeye,adult,0,1217,11580286,0.026487054,0.09310959,0.055465285,-0.037644308
jacksepticeye,adult,0,1218,14997871,0.015763413,0.0925674,0.06447272,-0.02809468
jacksepticeye,adult,0,1264,11080661,0.07016031,0.08701735,0.08736601,0.00034865737
jacksepticeye,adult,0,1305,23415282,-0.00080377795,0.06273371,0.052775625,-0.009958085
jacksepticeye,adult,0,1322,17484033,-0.064370774,0.04880433,0.07129344,0.022489112
jacksepticeye,adult,0,1329,10800855,0.029915191,0.04436734,0.079401396,0.035034057
jacksepticeye,adult,0,1367,10921546,0.19594772,0.06491141,0.045926426,-0.018984985
jacksepticeye,adult,0,1380,38443830,0.057144538,0.05717533,0.04272018,-0.014455151
jacksepticeye,adult,0,1388,13243944,0.061683565,0.014799408,0.06744389,0.052644484
jacksepticeye,adult,0,1404,12164903,0.08574766,0.06744389,0.05761166,-0.009832233
jacksepticeye,adult,0,1418,13181632,0.09060295,0.055810705,0.019004006,-0.0368067
jacksepticeye,adult,0,1421,11296949,-0.078141406,0.05343364,0.03242188,-0.021011762
jacksepticeye,adult,0,1459,16476729,0.048978727,0.05813797,0.07508989,0.016951919
jacksepticeye,adult,0,1461,25785223,-0.045024008,0.06582927,0.07940075,0.013571478
jacksepticeye,adult,0,1466,15268818,0.009241666,0.061965533,0.08008211,0.018116578
jacksepticeye,adult,0,1468,18344820,0.16370937,0.056403276,0.07439952,0.017996248
jacksepticeye,adult,0,1478,12562533,0.13151805,0.08475555,0.055083692,-0.029671855
jacksepticeye,adult,0,1498,12877929,-0.009854307,0.06391645,0.06292779,-0.0009886622
jacksepticeye,adult,0,1504,15067890,0.15125248,0.048093278,0.04063924,-0.0074540377
jacksepticeye,adult,0,1508,12375479,0.07829382,0.048342247,0.0323907,-0.015951548
jacksepticeye,adult,0,1514,10932517,-0.049748797,0.06292779,0.036874063,-0.026053727
jacksepticeye,adult,0,1525,12362938,0.12156117,0.030216526,0.04601572,0.015799195
jacksepticeye,adult,0,1544,12133216,0.16336884,0.045028884,0.06850275,0.023473863
jacksepticeye,adult,0,1590,74179649,0.052995056,0.05691421,0.038884077,-0.018030133
jacksepticeye,adult,0,1609,11170877,0.09667081,0.034650687,0.033296414,-0.0013542734
jacksepticeye,adult,0,1665,12035406,0.18585834,0.007824391,0.06964317,0.06181878
jacksepticeye,adult,0,1724,10833774,-0.04537656,0.06731375,0.041158658,-0.026155096
jacksepticeye,adult,0,1822,11950292,0.034258444,0.043498687,0.064745866,0.021247178
jacksepticeye,adult,0,1866,12514261,0.09825128,0.05578553,0.05032247,-0.00546306
jacksepticeye,adult,0,1901,12825897,-0.11974122,0.070639014,0.07952053,0.008881517
jacksepticeye,adult,0,1906,10577002,0.058391027,0.07288722,0.049424358,-0.023462862
jacksepticeye,adult,0,1912,38030389,0.044245206,0.07044958,0.023747262,-0.04670232
jacksepticeye,adult,0,1945,24514487,0.12948388,0.0746162,0.082839034,0.008222833
jacksepticeye,adult,0,1948,10909965,0.06115547,0.07879054,0.076990366,-0.001800172
jacksepticeye,adult,0,1951,12344389,0.13632469,0.092999235,0.051272314,-0.04172692
jacksepticeye,adult,0,1973,12326040,-0.032009296,0.037454057,0.070417844,0.032963786
jacksepticeye,adult,0,1974,22923673,-0.06839782,0.029847981,0.07183148,0.0419835
jacksepticeye,adult,0,1984,10705942,0.07107584,0.051939216,0.054224536,0.0022853203
jacksepticeye,adult,0,2013,11719010,0.17060293,0.102031514,0.07678554,-0.025245972
jacksepticeye,adult,0,2014,16760391,0.09278777,0.10980341,0.07572095,-0.034082457
jacksepticeye,adult,0,2023,14655608,0.04189848,0.100311525,0.078022994,-0.022288531
jacksepticeye,adult,0,2036,21811700,0.016344637,0.060847286,0.09079742,0.02995013
jacksepticeye,adult,0,2037,13651988,0.17023876,0.061475888,0.09009182,0.02861593
jacksepticeye,adult,0,2044,17525008,-0.05594331,0.069191836,0.08443219,0.015240356
jacksepticeye,adult,0,2045,12651100,0.10544337,0.06034102,0.082847215,0.022506196
jacksepticeye,adult,0,2059,16499653,0.09988175,0.07404385,0.09116267,0.017118819
jacksepticeye,adult,0,2069,16973285,0.11701088,0.08385705,0.03393817,-0.049918883
jacksepticeye,adult,0,2082,11231269,0.12414079,0.0448679,0.041286368,-0.0035815313
jacksepticeye,adult,0,2086,17327828,0.10220659,0.03554938,0.037859432,0.0023100525
jacksepticeye,adult,0,2107,10984134,0.10356581,0.044346415,0.021720314,-0.0226261
jacksepticeye,adult,0,2109,10590875,-0.0048539788,0.02197012,0.03202195,0.010051832
jacksepticeye,adult,0,2118,17169911,0.09458746,0.03007824,0.02458966,-0.00548858
jacksepticeye,adult,0,2147,17530876,0.06607915,0.032586794,0.04145585,0.008869056
jacksepticeye,adult,0,2154,11373855,0.02219756,0.040037237,0.054599054,0.014561817
jacksepticeye,adult,0,2159,11571728,0.06323066,0.029885078,0.06746078,0.037575707
jacksepticeye,adult,0,2194,13922937,0.17381385,0.053680897,0.039354883,-0.014326014
jacksepticeye,adult,0,2262,17065965,0.10746453,0.07143196,0.051447675,-0.019984283
jacksepticeye,adult,0,2270,15259488,0.09252797,0.05177872,0.06998331,0.018204592
jacksepticeye,adult,0,2284,17814044,0.13406853,0.06252114,0.0670976,0.0045764595
jacksepticeye,adult,0,2332,13067589,0.1532214,0.06721611,0.04023469,-0.026981425
jacksepticeye,adult,0,2341,10981807,-0.06169719,0.06224783,0.051742867,-0.010504965
jacksepticeye,adult,0,2383,11265683,0.070673905,0.073484786,0.059774958,-0.013709828
jacksepticeye,adult,0,2395,15957531,0.17793556,0.04420988,0.05226395,0.00805407
jacksepticeye,adult,0,2416,14026593,0.01260093,0.0558103,0.010593129,-0.04521717
jacksepticeye,adult,0,2446,11210919,0.08625322,0.023712577,0.06881199,0.045099415
jacksepticeye,adult,0,2480,114076512,0.02819078,0.076212,0.016913263,-0.05929873
jacksepticeye,adult,0,2481,10742315,0.036397476,0.0704465,0.01912759,-0.051318906
jacksepticeye,adult,0,2612,12677404,0.105809234,0.032482266,0.044051655,0.011569388
jacksepticeye,adult,0,2621,11188286,-0.0470835,0.056841552,0.03077476,-0.026066793
jacksepticeye,adult,0,2634,13408882,0.09973624,0.014625923,0.0360372,0.021411277
jacksepticeye,adult,0,2640,12374250,0.00097117014,0.024812175,0.030338092,0.005525917
jacksepticeye,adult,0,2642,13142626,0.08989335,0.020131124,0.030615091,0.010483967
jacksepticeye,adult,0,2650,11198317,-0.0683681,0.0360372,0.049725514,0.013688315
jacksepticeye,adult,0,2658,13345001,0.10544515,0.030615091,0.043853786,0.0132386945
jacksepticeye,adult,0,2664,12171026,0.072927624,0.05513687,0.063704394,0.008567523
jacksepticeye,adult,0,2679,12777341,0.14892271,0.05863805,0.07813518,0.019497126
jacksepticeye,adult,0,2688,16683086,0.008133693,0.103569485,0.05021985,-0.053349636
jacksepticeye,adult,0,2736,19496678,-0.06533305,0.060749173,0.06434884,0.003599666
jacksepticeye,adult,0,2784,12855165,0.035702452,0.08853622,-0.0048494465,-0.09338567
jacksepticeye,adult,0,2898,14918304,0.12806372,0.05724289,0.060745098,0.0035022087
jacksepticeye,adult,0,3024,20831638,0.09980451,0.041436926,0.0688846,0.027447678
jacksepticeye,adult,0,3030,11415454,0.11915417,0.043999813,0.07218868,0.02818887
jacksepticeye,adult,0,3032,13009744,0.25946358,0.045164954,0.05506199,0.009897035
jacksepticeye,adult,0,3212,15884022,-0.040681984,0.0643343,0.037886105,-0.026448198
jacksepticeye,adult,0,3289,17603914,0.009329576,0.010307819,-0.002627193,-0.012935012
jacksepticeye,adult,0,3360,11682462,-0.09428637,0.042566888,0.035057954,-0.0075089335
jacksepticeye,adult,0,3365,12389997,0.07191869,0.033092294,0.010492136,-0.022600159
jacksepticeye,adult,0,3367,12623148,0.08046112,0.023104088,0.020707548,-0.0023965407
jacksepticeye,adult,0,3536,16692380,0.02020986,0.050503265,0.06417665,0.013673384
jacksepticeye,adult,0,3544,13398863,0.020698518,0.0749362,0.048758905,-0.026177298
jacksepticeye,adult,0,3584,13242364,0.037612427,0.051727198,0.051862482,0.00013528392
jacksepticeye,adult,0,3624,11695472,0.094005935,0.041483022,0.06981215,0.028329127
jacksepticeye,adult,0,3684,13653701,0.16266036,0.050302617,0.047131535,-0.0031710826
jacksepticeye,adult,0,3690,26508059,0.082655996,0.057996955,0.040148385,-0.01784857
jacksepticeye,adult,0,3693,15230420,0.060200762,0.06978812,0.053664364,-0.016123757
jacksepticeye,adult,0,3698,10904734,0.17356443,0.045854885,0.051461745,0.00560686
jacksepticeye,adult,0,3734,17377066,0.11992069,0.060912535,0.08773821,0.026825674
